,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
其他利益及損失淨額,-834.0,-0.24,596.0,0.13,-792.0,-0.14,347.0,0.02,-483.0,-0.11,2752.0,0.45,2384.0,0.38,6214.0,0.3,1346.0,0.27,1848.0,0.26,-2266.0,-0.3,-6676.0,-0.28,3570.0,0.67,-18253.0,-2.38,-5684.0,-0.63,-17966.0,-0.67
其他收入,7873.0,2.3,1364.0,0.29,3609.0,0.65,16130.0,0.93,919.0,0.21,716.0,0.12,970.0,0.16,3815.0,0.19,1090.0,0.22,1366.0,0.19,2046.0,0.27,5718.0,0.24,4374.0,0.82,2563.0,0.33,4373.0,0.48,15785.0,0.59
其他綜合損益（淨額）,13853.0,4.06,9137.0,1.95,-6289.0,-1.13,27872.0,1.61,-3323.0,-0.77,-13023.0,-2.15,18158.0,2.92,26769.0,1.3,-7792.0,-1.54,-12419.0,-1.77,34856.0,4.66,-17244.0,-0.72,-4642.0,-0.87,-23279.0,-3.03,-27883.0,-3.09,-70813.0,-2.64
國外營運機構財務報表換算之兌換差額,,,9137.0,1.95,-6289.0,-1.13,27872.0,1.61,-3323.0,-0.77,-13023.0,-2.15,18158.0,2.92,26769.0,1.3,,,,,34856.0,4.66,,,,,,,,,,
基本每股盈餘,2.59,,3.44,,4.06,,12.27,,3.21,,3.04,,3.21,,9.85,,1.91,,3.02,,2.58,,7.76,,1.44,,2.69,,3.45,,8.35,
所得稅費用（利益）合計,19224.0,5.63,25954.0,5.55,37637.0,6.74,102261.0,5.91,29604.0,6.86,53518.0,8.84,41369.0,6.66,142470.0,6.94,24754.0,4.89,39127.0,5.58,34828.0,4.65,111468.0,4.63,24523.0,4.58,40339.0,5.25,53356.0,5.91,139876.0,5.22
推銷費用,15183.0,4.44,22288.0,4.76,23806.0,4.26,79458.0,4.59,17430.0,4.04,31689.0,5.23,32073.0,5.17,108161.0,5.27,30173.0,5.96,38340.0,5.47,46564.0,6.22,149953.0,6.23,35562.0,6.64,43561.0,5.67,56431.0,6.25,182767.0,6.82
本期淨利（淨損）,45783.0,13.4,60805.0,13.0,71878.0,12.86,216752.0,12.53,56727.0,13.14,75316.0,12.44,79405.0,12.79,243890.0,11.88,47510.0,9.38,83100.0,11.85,67828.0,9.06,208451.0,8.67,39253.0,7.33,73125.0,9.52,94068.0,10.42,227905.0,8.51
本期綜合損益總額,59636.0,17.46,69942.0,14.95,65589.0,11.74,244624.0,14.14,53404.0,12.37,62293.0,10.29,97563.0,15.72,270659.0,13.18,39718.0,7.84,70681.0,10.08,102684.0,13.72,191207.0,7.95,34611.0,6.46,49846.0,6.49,66185.0,7.33,157092.0,5.86
母公司業主（淨利／損）,45710.0,13.38,60721.0,12.98,71657.0,12.82,216454.0,12.51,56591.0,13.11,75092.0,12.4,79306.0,12.77,243237.0,11.84,47268.0,9.34,82159.0,11.72,70088.0,9.36,210681.0,8.76,39167.0,7.31,73005.0,9.51,93656.0,10.38,226826.0,8.47
母公司業主（綜合損益）,59505.0,17.42,69823.0,14.93,65392.0,11.7,244218.0,14.12,53278.0,12.34,62114.0,10.26,97397.0,15.69,269908.0,13.14,39502.0,7.8,69794.0,9.95,104853.0,14.01,193747.0,8.05,34541.0,6.45,49813.0,6.49,65889.0,7.3,156310.0,5.83
營業利益（損失）,57968.0,16.97,85224.0,18.22,107142.0,19.17,304569.0,17.61,86471.0,20.03,126213.0,20.84,118365.0,19.07,379910.0,18.5,71529.0,14.13,122018.0,17.4,105641.0,14.11,330568.0,13.74,58197.0,10.86,132137.0,17.21,152408.0,16.89,383067.0,14.3
營業外收入及支出合計,7039.0,2.06,1535.0,0.33,2373.0,0.42,14444.0,0.84,-140.0,-0.03,2621.0,0.43,2409.0,0.39,6450.0,0.31,735.0,0.15,209.0,0.03,-2985.0,-0.4,-10649.0,-0.44,5579.0,1.04,-18673.0,-2.43,-4984.0,-0.55,-15286.0,-0.57
營業成本合計,241853.0,70.8,331967.0,70.97,390132.0,69.82,1221654.0,70.63,296450.0,68.66,411782.0,68.01,425444.0,68.53,1415326.0,68.92,358882.0,70.88,492254.0,70.2,547355.0,73.11,1730632.0,71.95,385454.0,71.96,532500.0,69.35,627053.0,69.48,1893934.0,70.69
營業收入合計,341578.0,100.0,467750.0,100.0,558784.0,100.0,1729641.0,100.0,431753.0,100.0,605485.0,100.0,620809.0,100.0,2053572.0,100.0,506333.0,100.0,701170.0,100.0,748648.0,100.0,2405459.0,100.0,535660.0,100.0,767875.0,100.0,902558.0,100.0,2679294.0,100.0
營業毛利（毛損）,99725.0,29.2,135783.0,29.03,168652.0,30.18,507987.0,29.37,135303.0,31.34,193703.0,31.99,195365.0,31.47,638246.0,31.08,147451.0,29.12,208916.0,29.8,201293.0,26.89,674827.0,28.05,150206.0,28.04,235375.0,30.65,275505.0,30.52,785360.0,29.31
營業毛利（毛損）淨額,99725.0,29.2,135783.0,29.03,168652.0,30.18,507987.0,29.37,135303.0,31.34,193703.0,31.99,195365.0,31.47,638246.0,31.08,147451.0,29.12,208916.0,29.8,201293.0,26.89,674827.0,28.05,150206.0,28.04,235375.0,30.65,275505.0,30.52,785360.0,29.31
營業費用合計,41757.0,12.22,50559.0,10.81,61510.0,11.01,203418.0,11.76,48832.0,11.31,67490.0,11.15,77000.0,12.4,258336.0,12.58,75922.0,14.99,86898.0,12.39,95652.0,12.78,344259.0,14.31,92009.0,17.18,103238.0,13.44,123097.0,13.64,402293.0,15.01
研究發展費用,2420.0,0.71,3368.0,0.72,3420.0,0.61,12860.0,0.74,3761.0,0.87,4065.0,0.67,5287.0,0.85,17961.0,0.87,6336.0,1.25,8196.0,1.17,7103.0,0.95,29624.0,1.23,7026.0,1.31,7175.0,0.93,8169.0,0.91,29581.0,1.1
稀釋每股盈餘,2.59,,3.44,,4.06,,12.27,,3.21,,3.04,,3.21,,9.84,,1.91,,3.02,,2.58,,7.75,,1.44,,2.69,,3.45,,8.34,
稅前淨利（淨損）,65007.0,19.03,86759.0,18.55,109515.0,19.6,319013.0,18.44,86331.0,20.0,128834.0,21.28,120774.0,19.45,386360.0,18.81,72264.0,14.27,122227.0,17.43,102656.0,13.71,319919.0,13.3,63776.0,11.91,113464.0,14.78,147424.0,16.33,367781.0,13.73
