,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
短期借款,448576.0,8.97,441969.0,8.53,378895.0,7.36,392746.0,7.2,833565.0,14.09,739534.0,12.16,667465.0,10.9,610251.0,9.91,799111.0,12.63,688040.0,10.78,860639.0,13.29,455074.0,7.02,648565.0,10.03,498292.0,7.71,374469.0,6.06,265455.0,4.16
股本合計,1224480.0,24.49,1322438.0,25.52,1322438.0,25.7,1322438.0,24.25,1322438.0,22.35,1481131.0,24.36,1481131.0,24.19,1481131.0,24.05,1481131.0,23.4,1481131.0,23.21,1481131.0,22.88,1481131.0,22.86,1481131.0,22.91,1530008.0,23.67,1530008.0,24.76,1530008.0,24.0
負債及權益總計,,,,,,,,,,,,,,,,,6329292.0,100.0,6380325.0,100.0,6473544.0,100.0,6480517.0,100.0,6463766.0,100.0,6462939.0,100.0,6178304.0,100.0,6373950.0,100.0
負債總計,2557709.0,51.16,2821502.0,54.46,2728889.0,53.03,2918759.0,53.52,3353648.0,56.68,3637263.0,59.81,3631155.0,59.3,3543815.0,57.55,3623330.0,57.25,3778167.0,59.22,3747049.0,57.88,3666541.0,56.58,3527425.0,54.57,3652144.0,56.51,3257568.0,52.73,3350058.0,52.56
資本公積合計,72435.0,1.45,72435.0,1.4,72435.0,1.41,72435.0,1.33,72435.0,1.22,72435.0,1.19,72435.0,1.18,72435.0,1.18,72435.0,1.14,72435.0,1.14,72435.0,1.12,72435.0,1.12,72435.0,1.12,72435.0,1.12,72435.0,1.17,72657.0,1.14
資產總計,4999753.0,100.0,5181080.0,100.0,5145818.0,100.0,5453716.0,100.0,5916818.0,100.0,6081173.0,100.0,6122988.0,100.0,6157918.0,100.0,6329292.0,100.0,6380325.0,100.0,6473544.0,100.0,6480517.0,100.0,6463766.0,100.0,6462939.0,100.0,6178304.0,100.0,6373950.0,100.0
遞延所得稅負債,1009.0,0.02,1461.0,0.03,383.0,0.01,429.0,0.01,2248.0,0.04,1647.0,0.03,857.0,0.01,1179.0,0.02,712.0,0.01,523.0,0.01,5776.0,0.09,3389.0,0.05,742.0,0.01,1557.0,0.02,1166.0,0.02,1985.0,0.03
遞延所得稅資產,71661.0,1.43,69562.0,1.34,66547.0,1.29,67970.0,1.25,68495.0,1.16,68960.0,1.13,71792.0,1.17,74438.0,1.21,74480.0,1.18,72614.0,1.14,71459.0,1.1,74332.0,1.15,47379.0,0.73,50649.0,0.78,46293.0,0.75,50757.0,0.8
非控制權益,15412.0,0.31,26732.0,0.52,26202.0,0.51,25200.0,0.46,26110.0,0.44,23911.0,0.39,15423.0,0.25,16415.0,0.27,15725.0,0.25,15988.0,0.25,18069.0,0.28,17314.0,0.27,18672.0,0.29,17831.0,0.28,19554.0,0.32,17806.0,0.28
非流動負債合計,1185339.0,23.71,1166141.0,22.51,1307802.0,25.41,1482643.0,27.19,1103419.0,18.65,1083145.0,17.81,1761618.0,28.77,1757227.0,28.54,1734458.0,27.4,1690476.0,26.5,1676237.0,25.89,1859820.0,28.7,1700198.0,26.3,1669546.0,25.83,1630197.0,26.39,1629447.0,25.56
非流動資產合計,2289300.0,45.79,2443913.0,47.17,2666271.0,51.81,2956540.0,54.21,3130957.0,52.92,3326754.0,54.71,3400939.0,55.54,3418683.0,55.52,3404736.0,53.79,3533853.0,55.39,3510054.0,54.22,3447336.0,53.2,3381438.0,52.31,3351165.0,51.85,3293507.0,53.31,3410579.0,53.51
預付款項,820.0,0.02,837.0,0.02,829.0,0.02,843.0,0.02,849.0,0.01,849.0,0.01,,,,,,,,,,,,,,,,,,,,
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
