102年1月,40.25
2月,36.64
3月,38.5
4月,38.75
5月,42.23
6月,41.27
7月,48.82
8月,47.81
9月,39.87
10月,40.25
11月,36.83
12月,37.35
103年1月,38.37
2月,37.31
3月,37.11
4月,39.5
5月,40.06
6月,40.54
7月,43.05
8月,40.27
9月,35.97
10月,32.5
11月,31.42
12月,30.6
104年1月,30.67
2月,30.53
3月,32.27
4月,35.07
5月,34.06
6月,32.07
7月,31.46
8月,28.16
9月,26.03
10月,27.15
11月,28.27
12月,28.28
105年1月,28.19
2月,28.78
3月,29.55
4月,29.46
5月,29.82
6月,31.28
7月,31.87
8月,32.21
9月,29.56
10月,29.41
11月,29.79
12月,30.97
