,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
備供出售金融資產未實現評價損益,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,
其他利益及損失淨額,16440.0,1.11,43877.0,3.74,19442.0,1.42,87378.0,1.62,14133.0,1.1,3837.0,0.28,8889.0,0.52,13647.0,0.23,-1812.0,-0.11,15492.0,1.06,42642.0,2.44,59797.0,0.93,19561.0,1.16,-6136.0,-0.41,42310.0,2.42,73511.0,1.09
其他收入,5527.0,0.37,5598.0,0.48,5647.0,0.41,23419.0,0.43,6419.0,0.5,8190.0,0.59,8547.0,0.5,57725.0,0.98,14188.0,0.85,14420.0,0.98,15636.0,0.89,58177.0,0.9,14000.0,0.83,13624.0,0.9,15102.0,0.86,56168.0,0.84
其他綜合損益（淨額）,4822.0,0.33,3874.0,0.33,-1980.0,-0.15,4459.0,0.08,1600.0,0.12,-2870.0,-0.21,3523.0,0.21,-1811.0,-0.03,-2863.0,-0.17,-1770.0,-0.12,4885.0,0.28,-22258.0,-0.34,-3536.0,-0.21,-5219.0,-0.35,-8219.0,-0.47,-67031.0,-1.0
國外營運機構財務報表換算之兌換差額,4822.0,0.33,3874.0,0.33,-1980.0,-0.15,10116.0,0.19,1600.0,0.12,-2870.0,-0.21,3523.0,0.21,10734.0,0.18,-2863.0,-0.17,-1770.0,-0.12,4885.0,0.28,-4544.0,-0.07,-3536.0,-0.21,-5219.0,-0.35,-8219.0,-0.47,-27907.0,-0.42
基本每股盈餘,0.91,,0.4,,0.45,,2.59,,0.2,,0.13,,0.36,,1.5,,0.66,,0.21,,0.8,,2.41,,0.84,,0.51,,0.76,,3.07,
所得稅費用（利益）合計,22676.0,1.53,17228.0,1.47,12388.0,0.91,91698.0,1.7,-3079.0,-0.24,11733.0,0.85,8726.0,0.51,41247.0,0.7,20127.0,1.2,13107.0,0.9,24098.0,1.38,79075.0,1.22,25064.0,1.48,22410.0,1.48,34531.0,1.97,113743.0,1.69
推銷費用,216630.0,14.61,166440.0,14.2,203859.0,14.94,753435.0,13.99,192579.0,14.93,172822.0,12.52,215413.0,12.6,733781.0,12.45,182364.0,10.87,140649.0,9.6,199674.0,11.4,659917.0,10.22,190121.0,11.24,130532.0,8.64,177541.0,10.13,684500.0,10.19
本期淨利（淨損）,111496.0,7.52,48070.0,4.1,59331.0,4.35,339182.0,6.3,26613.0,2.06,15853.0,1.15,53274.0,3.12,222074.0,3.77,97983.0,5.84,31268.0,2.14,119452.0,6.82,358694.0,5.56,125901.0,7.44,75182.0,4.97,118160.0,6.74,472861.0,7.04
本期綜合損益總額,116318.0,7.85,51944.0,4.43,57351.0,4.2,343641.0,6.38,28213.0,2.19,12983.0,0.94,56797.0,3.32,220263.0,3.74,95120.0,5.67,29498.0,2.01,124337.0,7.1,336436.0,5.21,122365.0,7.23,69963.0,4.63,109941.0,6.28,405830.0,6.04
母公司業主（淨利／損）,111987.0,7.55,49394.0,4.21,59706.0,4.38,342639.0,6.36,25828.0,2.0,17828.0,1.29,53161.0,3.11,222809.0,3.78,98452.0,5.87,30869.0,2.11,117741.0,6.72,357446.0,5.54,124278.0,7.35,75632.0,5.0,115823.0,6.61,469665.0,6.99
母公司業主（綜合損益）,115006.0,7.76,52874.0,4.51,57881.0,4.24,344791.0,6.4,27303.0,2.12,15182.0,1.1,56411.0,3.3,220174.0,3.74,95810.0,5.71,29235.0,2.0,122256.0,6.98,335537.0,5.2,121007.0,7.15,70804.0,4.68,108218.0,6.18,404711.0,6.02
營業利益（損失）,117267.0,7.91,20959.0,1.79,50500.0,3.7,325615.0,6.04,10515.0,0.82,23589.0,1.71,55757.0,3.26,226334.0,3.84,114119.0,6.8,22773.0,1.56,93623.0,5.35,353008.0,5.47,125521.0,7.42,97833.0,6.47,102074.0,5.83,486137.0,7.24
營業外收入及支出合計,16905.0,1.14,44339.0,3.78,21219.0,1.55,105265.0,1.95,13019.0,1.01,3997.0,0.29,6243.0,0.37,36987.0,0.63,3991.0,0.24,21602.0,1.48,49927.0,2.85,84761.0,1.31,25444.0,1.5,-241.0,-0.02,50617.0,2.89,100467.0,1.5
營業成本合計,1077644.0,72.69,906757.0,77.37,1027560.0,75.3,4011794.0,74.47,1013125.0,78.53,1118142.0,81.03,1366704.0,79.91,4654789.0,78.98,1310156.0,78.09,1230885.0,84.05,1379087.0,78.76,5152725.0,79.81,1307441.0,77.28,1215217.0,80.4,1399218.0,79.87,5280303.0,78.6
