,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
營業收入合計,1482501.0,100.0,1172043.0,100.0,1364611.0,100.0,5386837.0,100.0,1290135.0,100.0,1379860.0,100.0,1710202.0,100.0,5893261.0,100.0,1677670.0,100.0,1464398.0,100.0,1750957.0,100.0,6456465.0,100.0,1691729.0,100.0,1511490.0,100.0,1751850.0,100.0,6717558.0,100.0
營業毛利（毛損）,404857.0,27.31,265286.0,22.63,337051.0,24.7,1375043.0,25.53,277010.0,21.47,261718.0,18.97,343498.0,20.09,1238472.0,21.02,367514.0,21.91,233513.0,15.95,371870.0,21.24,1303740.0,20.19,384288.0,22.72,296273.0,19.6,352632.0,20.13,1437255.0,21.4
營業毛利（毛損）淨額,404857.0,27.31,265286.0,22.63,337051.0,24.7,1375043.0,25.53,277010.0,21.47,261718.0,18.97,343498.0,20.09,1238472.0,21.02,367514.0,21.91,233513.0,15.95,371870.0,21.24,1303740.0,20.19,384288.0,22.72,296273.0,19.6,352632.0,20.13,1437255.0,21.4
營業費用合計,287590.0,19.4,244327.0,20.85,286551.0,21.0,1049428.0,19.48,266495.0,20.66,238129.0,17.26,287741.0,16.82,1012138.0,17.17,253395.0,15.1,210740.0,14.39,278247.0,15.89,950732.0,14.73,258767.0,15.3,198440.0,13.13,250558.0,14.3,951118.0,14.16
研究發展費用,15232.0,1.03,16529.0,1.41,17869.0,1.31,64891.0,1.2,23073.0,1.79,16435.0,1.19,17507.0,1.02,73951.0,1.25,16837.0,1.0,20655.0,1.41,17560.0,1.0,73685.0,1.14,18945.0,1.12,18164.0,1.2,19749.0,1.13,60298.0,0.9
確定福利計畫之再衡量數,,,,,,,-6815.0,-0.13,,,,,,,-15115.0,-0.26,,,0.0,0.0,0.0,0.0,-21342.0,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,-47138.0,-0.7
稀釋每股盈餘,0.91,,0.4,,0.45,,2.59,,0.2,,0.13,,0.36,,1.5,,0.66,,0.21,,0.8,,2.41,,0.84,,0.51,,0.76,,3.06,
稅前淨利（淨損）,134172.0,9.05,65298.0,5.57,71719.0,5.26,430880.0,8.0,23534.0,1.82,27586.0,2.0,62000.0,3.63,263321.0,4.47,118110.0,7.04,44375.0,3.03,143550.0,8.2,437769.0,6.78,150965.0,8.92,97592.0,6.46,152691.0,8.72,586604.0,8.73
管理費用,55728.0,3.76,61358.0,5.24,64823.0,4.75,231102.0,4.29,50843.0,3.94,48872.0,3.54,54821.0,3.21,204406.0,3.47,54194.0,3.23,49436.0,3.38,61013.0,3.48,217130.0,3.36,49701.0,2.94,49744.0,3.29,53268.0,3.04,206320.0,3.07
繼續營業單位本期淨利（淨損）,111496.0,7.52,48070.0,4.1,59331.0,4.35,339182.0,6.3,26613.0,2.06,15853.0,1.15,53274.0,3.12,222074.0,3.77,97983.0,5.84,31268.0,2.14,119452.0,6.82,358694.0,5.56,125901.0,7.44,75182.0,4.97,118160.0,6.74,472861.0,7.04
與不重分類之項目相關之所得稅,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3628.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,-8014.0,-0.12
與其他綜合損益組成部分相關之所得稅,,,,,,,-1158.0,-0.02,,,,,,,-2570.0,-0.04,,,,,,,,,,,,,,,,
財務成本淨額,5062.0,0.34,5136.0,0.44,3870.0,0.28,5532.0,0.1,7533.0,0.58,8030.0,0.58,8309.0,0.49,32107.0,0.54,8385.0,0.5,8310.0,0.57,8351.0,0.48,33039.0,0.51,7994.0,0.47,7437.0,0.49,6729.0,0.38,28380.0,0.42
銷貨收入淨額,1482501.0,100.0,1172043.0,100.0,1364595.0,100.0,5386821.0,100.0,,,,,1710202.0,100.0,5893241.0,100.0,,,,,,,6456443.0,100.0,,,,,,,,
非控制權益（淨利／損）,-491.0,-0.03,-1324.0,-0.11,-375.0,-0.03,-3457.0,-0.06,785.0,0.06,-1975.0,-0.14,113.0,0.01,-735.0,-0.01,-469.0,-0.03,399.0,0.03,1711.0,0.1,1248.0,0.02,1623.0,0.1,-450.0,-0.03,2337.0,0.13,3196.0,0.05
非控制權益（綜合損益）,1312.0,0.09,-930.0,-0.08,-530.0,-0.04,-1150.0,-0.02,910.0,0.07,-2199.0,-0.16,386.0,0.02,89.0,0.0,-690.0,-0.04,263.0,0.02,2081.0,0.12,899.0,0.01,1358.0,0.08,-841.0,-0.06,1723.0,0.1,1119.0,0.02
