102年1月,75.91
2月,76.51
3月,80.86
4月,78.62
5月,80.42
6月,82.4
7月,86.0
8月,98.22
9月,98.15
10月,87.22
11月,80.79
12月,78.27
103年1月,79.29
2月,78.06
3月,72.61
4月,72.42
5月,86.21
6月,91.58
7月,91.4
8月,73.95
9月,75.45
10月,72.75
11月,68.95
12月,70.65
104年1月,73.12
2月,80.12
3月,84.32
4月,81.84
5月,70.96
6月,70.53
7月,70.22
8月,54.94
9月,46.47
10月,53.61
11月,56.18
12月,53.91
105年1月,49.3
2月,52.79
3月,54.4
4月,52.88
5月,48.77
6月,47.99
7月,47.11
8月,46.56
9月,49.25
10月,48.49
11月,44.91
12月,46.39
