102年1月,20.25
2月,20.42
3月,20.41
4月,21.92
5月,20.73
6月,20.29
7月,20.81
8月,21.15
9月,22.92
10月,24.33
11月,23.41
12月,23.11
103年1月,23.23
2月,23.33
3月,23.05
4月,22.85
5月,22.91
6月,23.09
7月,22.91
8月,21.66
9月,21.52
10月,20.73
11月,20.22
12月,20.1
104年1月,20.62
2月,20.3
3月,20.38
4月,20.32
5月,19.91
6月,19.0
7月,19.93
8月,17.45
9月,17.21
10月,18.16
11月,19.18
12月,19.71
105年1月,18.69
2月,19.73
3月,19.8
4月,19.0
5月,18.32
6月,18.49
7月,18.52
8月,18.21
9月,18.13
10月,17.98
11月,17.86
12月,18.1
