102年1月,13.13
2月,13.07
3月,13.09
4月,13.12
5月,13.17
6月,13.1
7月,13.07
8月,13.09
9月,12.88
10月,13.13
11月,11.05
12月,10.53
103年1月,10.91
2月,11.35
3月,12.17
4月,14.3
5月,13.45
6月,14.69
7月,20.04
8月,20.77
9月,24.57
10月,19.68
11月,23.42
12月,22.2
104年1月,20.46
2月,20.4
3月,20.95
4月,21.02
5月,21.14
6月,20.59
7月,22.25
8月,22.2
9月,22.6
10月,23.15
11月,24.44
12月,25.11
105年1月,25.72
2月,27.05
3月,30.13
4月,31.24
5月,32.98
6月,39.19
7月,48.9
8月,50.45
9月,51.87
10月,51.38
11月,48.14
12月,47.0
