102年1月,57.6
2月,43.25
3月,44.82
4月,43.97
5月,48.25
6月,50.33
7月,55.6
8月,55.69
9月,57.61
10月,57.6
11月,48.42
12月,50.58
103年1月,49.64
2月,49.51
3月,47.78
4月,45.31
5月,43.83
6月,45.12
7月,47.42
8月,45.09
9月,38.95
10月,28.44
11月,27.35
12月,25.43
104年1月,25.01
2月,25.28
3月,25.38
4月,24.28
5月,22.6
6月,20.06
7月,20.19
8月,21.29
9月,19.39
10月,20.1
11月,19.27
12月,17.59
105年1月,17.35
2月,17.95
3月,20.33
4月,19.94
5月,19.15
6月,20.75
7月,20.41
8月,19.75
9月,18.49
10月,17.94
11月,17.76
12月,17.79
