,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
不動產、廠房及設備,12432000.0,33.96,13157023.0,34.82,13174437.0,34.12,13489643.0,35.48,13972616.0,35.68,14159485.0,35.15,14474512.0,36.36,14472361.0,36.93,14477008.0,37.54,14212700.0,37.11,12893840.0,32.76,12742288.0,34.93,12205602.0,33.84,11932200.0,32.83,11702060.0,32.71,11781890.0,34.79
保留盈餘合計,2961198.0,8.09,2914471.0,7.71,3196425.0,8.28,3147132.0,8.28,3403518.0,8.69,3275372.0,8.13,3218777.0,8.09,2439217.0,6.22,2189161.0,5.68,1880764.0,4.91,1299265.0,3.3,519988.0,1.43,406310.0,1.13,81942.0,0.23,65188.0,0.18,-361846.0,-1.07
備供出售金融資產－非流動淨額,42586.0,0.12,42718.0,0.11,43634.0,0.11,45045.0,0.12,49707.0,0.13,49989.0,0.12,50117.0,0.13,49421.0,0.13,56056.0,0.15,54497.0,0.14,53597.0,0.14,40085.0,0.11,40085.0,0.11,36997.0,0.1,36598.0,0.1,36598.0,0.11
其他應付款,2513596.0,6.87,3837823.0,10.16,3616613.0,9.37,3469529.0,9.13,3050798.0,7.79,3528313.0,8.76,3416428.0,8.58,6349477.0,16.2,6885461.0,17.85,7097057.0,18.53,7679785.0,19.51,7316301.0,20.05,6263400.0,17.37,6647975.0,18.29,6718985.0,18.78,12307710.0,36.34
其他應收款淨額,151836.0,0.41,161943.0,0.43,144388.0,0.37,148975.0,0.39,92610.0,0.24,120616.0,0.3,145624.0,0.37,184963.0,0.47,180676.0,0.47,113445.0,0.3,109531.0,0.28,93167.0,0.26,391314.0,1.09,426419.0,1.17,430412.0,1.2,403982.0,1.19
其他權益合計,10551.0,0.03,78562.0,0.21,33501.0,0.09,103593.0,0.27,90522.0,0.23,48921.0,0.12,127475.0,0.32,327685.0,0.84,262641.0,0.68,223313.0,0.58,313699.0,0.8,241613.0,0.66,184117.0,0.51,115667.0,0.32,-13156.0,-0.04,-15442.0,-0.05
其他流動負債,7477369.0,20.43,318417.0,0.84,358329.0,0.93,7413580.0,19.5,8240530.0,21.04,7809162.0,19.38,7956524.0,19.99,3246709.0,8.28,3217684.0,8.34,2366281.0,6.18,1956084.0,4.97,972298.0,2.67,2688728.0,7.46,4975490.0,13.69,1691833.0,4.73,3063223.0,9.04
其他流動資產,29901.0,0.08,26476.0,0.07,41020.0,0.11,216517.0,0.57,237504.0,0.61,10193.0,0.03,28651.0,0.07,373465.0,0.95,274421.0,0.71,318844.0,0.83,200732.0,0.51,78617.0,0.22,343927.0,0.95,1098476.0,3.02,1329758.0,3.72,911249.0,2.69
其他非流動負債,2164236.0,5.91,2160931.0,5.72,2155058.0,5.58,2213530.0,5.82,2203172.0,5.63,2204180.0,5.47,2201433.0,5.53,2075113.0,5.29,1909942.0,4.95,1884367.0,4.92,1655429.0,4.21,1508475.0,4.13,575967.0,1.6,548880.0,1.51,522940.0,1.46,624696.0,1.84
其他非流動資產,711928.0,1.94,748629.0,1.98,1035345.0,2.68,1210557.0,3.18,1311540.0,3.35,915781.0,2.27,937549.0,2.36,996912.0,2.54,822433.0,2.13,816443.0,2.13,674914.0,1.71,595736.0,1.63,493462.0,1.37,456801.0,1.26,432024.0,1.21,456046.0,1.35
