,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y
本月,17470.0,11197.0,15406.0,8160.0,12390.0,30490.0,17914.0,17580.0,19145.0,21186.0,20005.0,9567.0,14225.0,16004.0,7419.0,10303.0,13311.0,21156.0,10067.0,10311.0,21057.0,11089.0,10673.0,12665.0,23184.0,12071.0,25002.0,24236.0,14963.0,22034.0,26016.0,30181.0,25093.0,13327.0,21505.0,27230.0,12717.0,17278.0,15868.0,12473.0,19244.0,17447.0,15543.0,25075.0,20638.0,25028.0,30629.0,16365.0
本年累計,17470.0,28667.0,44073.0,52233.0,64623.0,95113.0,113027.0,130607.0,149752.0,170938.0,190943.0,200509.0,14225.0,30229.0,37647.0,47950.0,61262.0,82418.0,92485.0,102796.0,123854.0,134943.0,145616.0,158281.0,23184.0,35255.0,60257.0,84493.0,99456.0,121490.0,147506.0,177687.0,202780.0,216107.0,237612.0,264842.0,12717.0,29995.0,45863.0,58336.0,77580.0,95027.0,110570.0,135645.0,156283.0,181311.0,211940.0,228304.0
