,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
不動產、廠房及設備,199701.0,11.33,198761.0,11.26,197650.0,10.89,196710.0,11.63,195917.0,10.06,194887.0,8.93,194077.0,7.43,188356.0,7.71,187865.0,7.51,187443.0,7.51,187053.0,7.17,187154.0,6.8,186808.0,5.98,186463.0,5.13,186423.0,4.3,186028.0,4.39
保留盈餘合計,193889.0,11.0,179313.0,10.15,189868.0,10.46,183023.0,10.82,210835.0,10.83,246703.0,11.3,319808.0,12.25,230415.0,9.43,230223.0,9.21,153133.0,6.14,209064.0,8.01,234420.0,8.52,317837.0,10.18,373608.0,10.28,500863.0,11.57,462220.0,10.9
備供出售金融資產－非流動淨額,1577.0,0.09,1577.0,0.09,1577.0,0.09,1577.0,0.09,1577.0,0.08,1577.0,0.07,1577.0,0.06,7577.0,0.31,7577.0,0.3,7577.0,0.3,7577.0,0.29,8426.0,0.31,9017.0,0.29,9324.0,0.26,9379.0,0.22,8948.0,0.21
其他應付款,5985.0,0.34,5652.0,0.32,6517.0,0.36,3986.0,0.24,9506.0,0.49,7369.0,0.34,4723.0,0.18,16814.0,0.69,16243.0,0.65,15960.0,0.64,17048.0,0.65,24796.0,0.9,25212.0,0.81,30376.0,0.84,36422.0,0.84,16866.0,0.4
其他應收款淨額,359.0,0.02,2038.0,0.12,9594.0,0.53,430.0,0.03,710.0,0.04,16458.0,0.75,376.0,0.01,4101.0,0.17,3722.0,0.15,3657.0,0.15,8430.0,0.32,4086.0,0.15,4017.0,0.13,467.0,0.01,726.0,0.02,193.0,0.0
其他權益合計,168736.0,9.57,162696.0,9.21,180430.0,9.94,104387.0,6.17,223774.0,11.49,368866.0,16.89,690156.0,26.43,444135.0,18.17,466390.0,18.65,398728.0,15.98,461222.0,17.67,560639.0,20.37,811110.0,25.98,1214146.0,33.42,1786935.0,41.26,1665293.0,39.26
其他流動負債,18275.0,1.04,6338.0,0.36,6196.0,0.34,6995.0,0.41,7452.0,0.38,11858.0,0.54,12278.0,0.47,8845.0,0.36,8622.0,0.34,8290.0,0.33,6927.0,0.27,6012.0,0.22,5140.0,0.16,5678.0,0.16,3175.0,0.07,4808.0,0.11
其他流動資產,441.0,0.03,844.0,0.05,1073.0,0.06,5211.0,0.31,6760.0,0.35,6400.0,0.29,6249.0,0.24,6249.0,0.26,6376.0,0.25,5936.0,0.24,5226.0,0.2,4836.0,0.18,4724.0,0.15,4006.0,0.11,24.0,0.0,24.0,0.0
其他非流動負債,3104.0,0.18,2979.0,0.17,2848.0,0.16,2699.0,0.16,2585.0,0.13,2459.0,0.11,2345.0,0.09,7184.0,0.29,7172.0,0.29,7221.0,0.29,7246.0,0.28,5259.0,0.19,5228.0,0.17,4923.0,0.14,4926.0,0.11,906.0,0.02
其他非流動資產,97372.0,5.53,111824.0,6.33,118181.0,6.51,119804.0,7.08,179095.0,9.2,131612.0,6.03,90146.0,3.45,104832.0,4.29,114025.0,4.56,109659.0,4.39,110133.0,4.22,111019.0,4.03,131973.0,4.23,161796.0,4.45,1007.0,0.02,2236.0,0.05
存貨,56615.0,3.21,51315.0,2.91,35816.0,1.97,34142.0,2.02,38913.0,2.0,65513.0,3.0,62500.0,2.39,70922.0,2.9,69236.0,2.77,67200.0,2.69,63192.0,2.42,60097.0,2.18,58639.0,1.88,58814.0,1.62,52287.0,1.21,43775.0,1.03
庫藏股票,-11584.0,-0.66,-11584.0,-0.66,-11584.0,-0.64,-11584.0,-0.68,-11584.0,-0.59,-11584.0,-0.53,-9953.0,-0.38,-9953.0,-0.41,-9953.0,-0.4,-9953.0,-0.4,-9953.0,-0.38,-9953.0,-0.36,-9953.0,-0.32,-9953.0,-0.27,-9953.0,-0.23,-9953.0,-0.23
待註銷股本股數（單位：股）,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,
應付帳款,10418.0,0.59,15112.0,0.86,14623.0,0.81,11698.0,0.69,13681.0,0.7,34101.0,1.56,13966.0,0.53,7877.0,0.32,10918.0,0.44,12107.0,0.49,10633.0,0.41,10260.0,0.37,10584.0,0.34,9557.0,0.26,9282.0,0.21,9201.0,0.22
應付票據,0.0,0.0,0.0,0.0,390.0,0.02,2742.0,0.16,0.0,0.0,644.0,0.03,182.0,0.01,563.0,0.02,62.0,0.0,469.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,,,,
應收帳款淨額,26741.0,1.52,49676.0,2.81,44572.0,2.45,37388.0,2.21,40718.0,2.09,60891.0,2.79,46613.0,1.79,22935.0,0.94,20819.0,0.83,26479.0,1.06,28302.0,1.08,31795.0,1.16,25139.0,0.81,24999.0,0.69,18490.0,0.43,11257.0,0.27
應收票據淨額,67041.0,3.8,54091.0,3.06,57482.0,3.17,49802.0,2.94,44799.0,2.3,19258.0,0.88,27669.0,1.06,23626.0,0.97,14201.0,0.57,13019.0,0.52,11434.0,0.44,21496.0,0.78,14892.0,0.48,5253.0,0.14,7340.0,0.17,7674.0,0.18
投資性不動產淨額,48349.0,2.74,48303.0,2.74,48268.0,2.66,48464.0,2.86,48390.0,2.49,48317.0,2.21,48243.0,1.85,48170.0,1.97,48116.0,1.92,48843.0,1.96,48769.0,1.87,50056.0,1.82,49982.0,1.6,50493.0,1.39,50420.0,1.16,50347.0,1.19
普通股股本,561688.0,31.87,561688.0,31.81,561688.0,30.94,561688.0,33.2,561688.0,28.85,561688.0,25.72,561688.0,21.51,561688.0,22.98,561688.0,22.46,561688.0,22.51,561688.0,21.52,606623.0,22.04,606623.0,19.43,606623.0,16.7,606623.0,14.01,606623.0,14.3
未分配盈餘（或待彌補虧損）,19319.0,1.1,3302.0,0.19,13857.0,0.76,7012.0,0.41,34824.0,1.79,70692.0,3.24,143797.0,5.51,54404.0,2.23,54212.0,2.17,-28112.0,-1.13,27819.0,1.07,53175.0,1.93,136592.0,4.37,187669.0,5.17,314924.0,7.27,276281.0,6.51
本期所得稅負債,,,,,,,,,,,,,,,,,299.0,0.01,56.0,0.0,56.0,0.0,15.0,0.0,1128.0,0.04,7333.0,0.2,7933.0,0.18,6096.0,0.14
權益總計,941696.0,53.44,920989.0,52.15,949164.0,52.28,866187.0,51.2,1013307.0,52.04,1194151.0,54.69,1603933.0,61.43,1267942.0,51.88,1290004.0,51.59,1190185.0,47.7,1308619.0,50.14,1433392.0,52.07,1767277.0,56.6,2226370.0,61.28,2926401.0,67.57,2766128.0,65.21
歸屬於母公司業主之權益合計,940403.0,53.36,919787.0,52.08,948076.0,52.22,865188.0,51.14,1012387.0,51.99,1193347.0,54.65,1603214.0,61.41,1267800.0,51.87,1289863.0,51.58,1190046.0,47.69,1308471.0,50.14,1433244.0,52.07,1767132.0,56.6,2225939.0,61.27,2925983.0,67.56,2765698.0,65.2
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,2131610.0,,2131610.0,,2131610.0,,2131610.0,,2131610.0,,2131610.0,,1831610.0,,1831610.0,,1831610.0,,1831610.0,,1831610.0,,1978138.0,,1978138.0,,1978138.0,,1978138.0,,1978138.0,
法定盈餘公積,77153.0,4.38,78594.0,4.45,78594.0,4.33,78594.0,4.65,78594.0,4.04,78594.0,3.6,78594.0,3.01,78594.0,3.22,78594.0,3.14,83828.0,3.36,83828.0,3.21,83828.0,3.05,83828.0,2.68,88522.0,2.44,88522.0,2.04,88522.0,2.09
流動負債合計,763205.0,43.31,787690.0,44.6,809372.0,44.58,768690.0,45.43,876937.0,45.04,926373.0,42.43,945292.0,36.21,1111472.0,45.48,1146682.0,45.86,1242611.0,49.8,1239041.0,47.48,984719.0,35.77,1020624.0,32.69,1072396.0,29.52,1045062.0,24.13,1420435.0,33.49
流動資產合計,1239746.0,70.35,1235896.0,69.99,1279541.0,70.47,1172537.0,69.3,1324790.0,68.04,1563968.0,71.63,1924455.0,73.71,1817638.0,74.37,1860811.0,74.42,1909941.0,76.54,1988394.0,76.19,2066218.0,75.06,2311944.0,74.04,2640043.0,72.67,3193731.0,73.75,3191782.0,75.25
特別盈餘公積,97417.0,5.53,97417.0,5.52,97417.0,5.37,97417.0,5.76,97417.0,5.0,97417.0,4.46,97417.0,3.73,97417.0,3.99,97417.0,3.9,97417.0,3.9,97417.0,3.73,97417.0,3.54,97417.0,3.12,97417.0,2.68,97417.0,2.25,97417.0,2.3
現金及約當現金,25304.0,1.44,26526.0,1.5,18771.0,1.03,10342.0,0.61,9453.0,0.49,11270.0,0.52,12359.0,0.47,9455.0,0.39,8718.0,0.35,10479.0,0.42,9470.0,0.36,13940.0,0.51,8857.0,0.28,7216.0,0.2,9811.0,0.23,7754.0,0.18
當期所得稅負債,1662.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,954.0,0.04,299.0,0.01,,,,,,,,,,,,,,,,
短期借款,396869.0,22.52,385916.0,21.85,391245.0,21.55,312567.0,18.47,485098.0,24.91,558666.0,25.59,612620.0,23.46,823847.0,33.71,581337.0,23.25,646400.0,25.9,612947.0,23.49,638848.0,23.21,673094.0,21.56,716823.0,19.73,669914.0,15.47,681611.0,16.07
股本合計,561688.0,31.87,561688.0,31.81,561688.0,30.94,561688.0,33.2,561688.0,28.85,561688.0,25.72,561688.0,21.51,561688.0,22.98,561688.0,22.46,606623.0,24.31,606623.0,23.24,606623.0,22.04,606623.0,19.43,606623.0,16.7,606623.0,14.01,606623.0,14.3
