,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
負債及權益總計,,,,,,,,,,,,,,,,,2500529.0,100.0,2495394.0,100.0,2609852.0,100.0,2752651.0,100.0,3122409.0,100.0,3632969.0,100.0,4330669.0,100.0,4241749.0,100.0
負債總計,820589.0,46.56,844949.0,47.85,866500.0,47.72,825669.0,48.8,933802.0,47.96,989376.0,45.31,1006867.0,38.57,1176185.0,48.12,1210525.0,48.41,1305209.0,52.3,1301233.0,49.86,1319259.0,47.93,1355132.0,43.4,1406599.0,38.72,1404268.0,32.43,1475621.0,34.79
資本公積合計,27674.0,1.57,27674.0,1.57,27674.0,1.52,27674.0,1.64,27674.0,1.42,27674.0,1.27,41515.0,1.59,41515.0,1.7,41515.0,1.66,41515.0,1.66,41515.0,1.59,41515.0,1.51,41515.0,1.33,41515.0,1.14,41515.0,0.96,41515.0,0.98
資產總計,1762285.0,100.0,1765938.0,100.0,1815664.0,100.0,1691856.0,100.0,1947109.0,100.0,2183527.0,100.0,2610800.0,100.0,2444127.0,100.0,2500529.0,100.0,2495394.0,100.0,2609852.0,100.0,2752651.0,100.0,3122409.0,100.0,3632969.0,100.0,4330669.0,100.0,4241749.0,100.0
遞延所得稅負債,54280.0,3.08,54280.0,3.07,54280.0,2.99,54280.0,3.21,54280.0,2.79,54328.0,2.49,54280.0,2.08,54280.0,2.22,54280.0,2.17,54280.0,2.18,54282.0,2.08,54281.0,1.97,54280.0,1.74,54280.0,1.49,54280.0,1.25,54280.0,1.28
遞延所得稅資產,5345.0,0.3,5237.0,0.3,5152.0,0.28,5218.0,0.31,5255.0,0.27,5200.0,0.24,5319.0,0.2,6489.0,0.27,6346.0,0.25,6355.0,0.25,6312.0,0.24,5974.0,0.22,5983.0,0.19,5854.0,0.16,5847.0,0.14,5835.0,0.14
非控制權益,1293.0,0.07,1202.0,0.07,1088.0,0.06,999.0,0.06,920.0,0.05,804.0,0.04,719.0,0.03,142.0,0.01,141.0,0.01,139.0,0.01,148.0,0.01,148.0,0.01,145.0,0.0,431.0,0.01,418.0,0.01,430.0,0.01
非流動負債合計,57384.0,3.26,57259.0,3.24,57128.0,3.15,56979.0,3.37,56865.0,2.92,63003.0,2.89,61575.0,2.36,64713.0,2.65,63843.0,2.55,62598.0,2.51,62192.0,2.38,334540.0,12.15,334508.0,10.71,334203.0,9.2,359206.0,8.29,55186.0,1.3
非流動資產合計,522539.0,29.65,530042.0,30.01,536123.0,29.53,519319.0,30.7,622319.0,31.96,619559.0,28.37,686345.0,26.29,626489.0,25.63,639718.0,25.58,585453.0,23.46,621458.0,23.81,686433.0,24.94,810465.0,25.96,992926.0,27.33,1136938.0,26.25,1049967.0,24.75
預付款項,22391.0,1.27,8376.0,0.47,14827.0,0.82,6862.0,0.41,2381.0,0.12,2400.0,0.11,2352.0,0.09,2503.0,0.1,1712.0,0.07,1531.0,0.06,1694.0,0.06,1966.0,0.07,1964.0,0.06,1337.0,0.04,2234.0,0.05,1218.0,0.03
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
