102年1月,47.92
2月,49.75
3月,50.36
4月,47.94
5月,46.59
6月,43.8
7月,42.11
8月,41.07
9月,41.38
10月,43.26
11月,40.29
12月,38.58
103年1月,37.82
2月,40.42
3月,39.68
4月,40.15
5月,38.4
6月,40.17
7月,40.43
8月,36.68
9月,36.84
10月,34.22
11月,33.49
12月,33.8
104年1月,34.28
2月,33.69
3月,33.48
4月,28.8
5月,24.06
6月,20.05
7月,20.02
8月,15.36
9月,21.33
10月,28.2
11月,29.73
12月,28.52
105年1月,26.47
2月,27.92
3月,39.11
4月,39.14
5月,36.02
6月,36.26
7月,34.46
8月,30.92
9月,31.52
10月,30.47
11月,29.17
12月,30.24
