102年1月,50.96
2月,50.41
3月,50.57
4月,50.62
5月,48.54
6月,46.83
7月,46.45
8月,46.41
9月,47.82
10月,47.67
11月,45.61
12月,44.52
103年1月,43.86
2月,45.3
3月,44.72
4月,43.14
5月,41.13
6月,42.32
7月,42.96
8月,38.63
9月,36.51
10月,33.31
11月,31.1
12月,33.79
104年1月,33.92
2月,34.92
3月,34.46
4月,32.74
5月,32.46
6月,29.47
7月,29.92
8月,26.71
9月,27.47
10月,31.42
11月,34.0
12月,33.79
105年1月,29.74
2月,30.23
3月,31.9
4月,30.01
5月,31.88
6月,36.81
7月,34.53
8月,34.27
9月,35.81
10月,36.58
11月,35.76
12月,36.8
