,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y
本月,47997.0,53046.0,136653.0,258946.0,240501.0,279103.0,269123.0,241917.0,207012.0,226453.0,181814.0,349574.0,187962.0,163921.0,241434.0,283036.0,281832.0,226987.0,251869.0,187256.0,140638.0,120172.0,143246.0,249363.0,145388.0,129718.0,253216.0,159719.0,151919.0,173253.0,240016.0,233829.0,239059.0,249512.0,276356.0,344738.0,250544.0,226682.0,274598.0,293704.0,301995.0,300180.0,289653.0,216312.0,250903.0,241373.0,229684.0,313752.0
本年累計,47997.0,101044.0,237697.0,496643.0,737144.0,1016247.0,1285370.0,1527287.0,1734299.0,1960752.0,2142566.0,2492140.0,187962.0,351883.0,593317.0,876353.0,1158185.0,1385172.0,1637041.0,1824297.0,1964935.0,2085107.0,2228353.0,2477717.0,145388.0,275106.0,528322.0,688040.0,839960.0,1013213.0,1253229.0,1487058.0,1726117.0,1975629.0,2251984.0,2596722.0,250544.0,477227.0,751824.0,1045528.0,1347523.0,1647704.0,1937356.0,2153669.0,2404572.0,2645944.0,2875628.0,3189380.0
