102年1月,48.49
2月,46.61
3月,47.24
4月,47.52
5月,46.12
6月,47.63
7月,50.7
8月,57.81
9月,62.19
10月,75.33
11月,69.97
12月,65.68
103年1月,69.34
2月,72.3
3月,73.0
4月,78.63
5月,76.02
6月,78.4
7月,72.11
8月,63.4
9月,62.28
10月,58.8
11月,60.27
12月,64.64
104年1月,68.84
2月,67.43
3月,67.82
4月,64.26
5月,60.36
6月,56.99
7月,54.55
8月,53.47
9月,59.21
10月,59.25
11月,64.41
12月,70.34
105年1月,69.15
2月,72.96
3月,77.4
4月,76.65
5月,86.02
6月,99.22
7月,106.92
8月,100.9
9月,94.61
10月,90.8
11月,83.93
12月,95.05
