,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y
本月,82231.0,95742.0,84190.0,69525.0,67779.0,98709.0,84956.0,70437.0,69053.0,69241.0,58064.0,75622.0,75085.0,75227.0,78420.0,82659.0,89906.0,97976.0,96439.0,90142.0,92570.0,100607.0,93590.0,101841.0,72535.0,94428.0,104784.0,123644.0,136535.0,124027.0,136461.0,132211.0,140540.0,105982.0,121330.0,115290.0,128758.0,119350.0,176445.0,174463.0,163035.0,178485.0,139796.0,131047.0,129128.0,126769.0,67507.0,72830.0
本年累計,82231.0,177973.0,262163.0,331688.0,399467.0,498176.0,583132.0,653569.0,722621.0,791862.0,849927.0,925549.0,75085.0,150312.0,228732.0,311391.0,401297.0,499273.0,595712.0,685853.0,778423.0,879031.0,972621.0,1074462.0,72535.0,166963.0,271747.0,395391.0,531926.0,655953.0,792414.0,924625.0,1065165.0,1171147.0,1292477.0,1407767.0,128758.0,248108.0,424553.0,599016.0,762051.0,940536.0,1080332.0,1211379.0,1340507.0,1467276.0,1534783.0,1607613.0
