102年1月,34.16
2月,35.9
3月,34.67
4月,33.81
5月,33.85
6月,31.76
7月,28.21
8月,29.92
9月,32.57
10月,32.35
11月,29.25
12月,29.66
103年1月,29.84
2月,29.8
3月,32.94
4月,31.27
5月,32.5
6月,35.99
7月,45.08
8月,44.34
9月,48.09
10月,51.84
11月,59.64
12月,63.28
104年1月,66.6
2月,61.53
3月,57.12
4月,55.67
5月,60.21
6月,62.22
7月,59.36
8月,63.91
9月,71.91
10月,75.88
11月,76.12
12月,71.71
105年1月,69.58
2月,69.63
3月,72.1
4月,69.91
5月,69.58
6月,67.78
7月,70.56
8月,71.16
9月,67.99
10月,70.82
11月,66.3
12月,65.08
