,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
存貨,232529.0,12.01,238140.0,12.14,241850.0,12.89,262498.0,12.89,235557.0,12.07,262996.0,13.01,284239.0,14.7,296173.0,14.93,270128.0,13.86,270881.0,13.58,294106.0,15.26,292830.0,14.73,269507.0,13.95,265168.0,13.74,270536.0,14.48,300972.0,15.11
庫藏股票,0.0,0.0,,,,,-1873.0,-0.09,-4433.0,-0.23,-3607.0,-0.18,-2754.0,-0.14,-2754.0,-0.14,-2754.0,-0.14,-2754.0,-0.14,-2754.0,-0.14,-2754.0,-0.14,-2754.0,-0.14,-2754.0,-0.14,-2754.0,-0.15,-2754.0,-0.14
待註銷股本股數（單位：股）,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
應付帳款,24817.0,1.28,23975.0,1.22,30442.0,1.62,32591.0,1.6,24487.0,1.26,34801.0,1.72,46652.0,2.41,23750.0,1.2,27361.0,1.4,26102.0,1.31,40635.0,2.11,30517.0,1.54,35036.0,1.81,38306.0,1.98,44776.0,2.4,42028.0,2.11
應付票據,85511.0,4.42,81069.0,4.13,98755.0,5.26,104987.0,5.15,80365.0,4.12,101052.0,5.0,78965.0,4.08,102849.0,5.18,78072.0,4.01,100751.0,5.05,98130.0,5.09,92452.0,4.65,78759.0,4.08,76019.0,3.94,89699.0,4.8,97637.0,4.9
應收帳款淨額,213457.0,11.03,185532.0,9.46,199154.0,10.61,201341.0,9.89,202412.0,10.38,200710.0,9.93,200255.0,10.36,221122.0,11.14,233047.0,11.96,179487.0,9.0,204925.0,10.63,190458.0,9.58,212368.0,10.99,185541.0,9.61,193295.0,10.35,206543.0,10.37
應收票據淨額,11993.0,0.62,10835.0,0.55,11108.0,0.59,9365.0,0.46,15945.0,0.82,9466.0,0.47,9349.0,0.48,9120.0,0.46,9547.0,0.49,8075.0,0.4,9352.0,0.49,8540.0,0.43,10370.0,0.54,9150.0,0.47,9188.0,0.49,8588.0,0.43
普通股股本,905919.0,46.8,905919.0,46.17,905919.0,48.27,905919.0,44.48,905919.0,46.44,905919.0,44.8,905919.0,46.85,905919.0,45.66,905919.0,46.49,905919.0,45.4,905919.0,47.0,905919.0,45.57,905919.0,46.9,905919.0,46.94,905919.0,48.49,905919.0,45.48
未分配盈餘（或待彌補虧損）,309554.0,15.99,129012.0,6.57,192611.0,10.26,227831.0,11.19,310891.0,15.94,133194.0,6.59,183118.0,9.47,246877.0,12.44,306981.0,15.75,129095.0,6.47,172240.0,8.94,213906.0,10.76,264100.0,13.67,95286.0,4.94,126174.0,6.75,167025.0,8.38
本期所得稅負債,,,,,,,,,,,,,,,,,33027.0,1.69,19804.0,0.99,5940.0,0.31,13324.0,0.67,23868.0,1.24,18661.0,0.97,7808.0,0.42,18146.0,0.91
權益總計,1527441.0,78.91,1347245.0,68.66,1417213.0,75.52,1474923.0,72.41,1520819.0,77.96,1343394.0,66.44,1392734.0,72.02,1452216.0,73.19,1507809.0,77.38,1362136.0,68.27,1381170.0,71.66,1453716.0,73.13,1477049.0,76.47,1338120.0,69.33,1347229.0,72.11,1424395.0,71.5
歸屬於母公司業主之權益合計,1514543.0,78.24,1335902.0,68.08,1405791.0,74.91,1459504.0,71.66,1513826.0,77.6,1332705.0,65.91,1377069.0,71.21,1435697.0,72.36,1491888.0,76.56,1347902.0,67.55,1376810.0,71.43,1449335.0,72.91,1471888.0,76.2,1333171.0,69.07,1342382.0,71.85,1419671.0,71.27
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,0.0,,0.0,,0.0,,97000.0,,96585.0,,78585.0,,60000.0,,60000.0,,60000.0,,60000.0,,60000.0,,60000.0,,60000.0,,60000.0,,60000.0,,60000.0,
法定盈餘公積,217894.0,11.26,241059.0,12.29,241059.0,12.84,241059.0,11.84,241059.0,12.36,264155.0,13.06,264155.0,13.66,264155.0,13.31,264155.0,13.56,287133.0,14.39,287133.0,14.9,287133.0,14.44,287133.0,14.87,308051.0,15.96,308051.0,16.49,308051.0,15.46
流動負債合計,291970.0,15.08,498440.0,25.4,342443.0,18.25,418572.0,20.55,286499.0,14.69,534297.0,26.42,396546.0,20.51,407170.0,20.52,315015.0,16.17,508272.0,25.47,420340.0,21.81,412564.0,20.75,331562.0,17.17,467902.0,24.24,396143.0,21.2,445176.0,22.35
流動資產合計,704415.0,36.39,762097.0,38.84,652927.0,34.79,753914.0,37.01,694157.0,35.58,802863.0,39.71,714148.0,36.93,772829.0,38.95,736560.0,37.8,752092.0,37.69,685264.0,35.55,756161.0,38.04,729827.0,37.78,735650.0,38.11,702825.0,37.62,783592.0,39.34
無形資產,479.0,0.02,467.0,0.02,382.0,0.02,6453.0,0.32,8080.0,0.41,7513.0,0.37,6948.0,0.36,6383.0,0.32,5818.0,0.3,5326.0,0.27,4761.0,0.25,5071.0,0.26,4854.0,0.25,4267.0,0.22,4647.0,0.25,4270.0,0.21
特別盈餘公積,3887.0,0.2,3547.0,0.18,3547.0,0.19,3547.0,0.17,3547.0,0.18,3547.0,0.18,3547.0,0.18,3547.0,0.18,3547.0,0.18,3547.0,0.18,3547.0,0.18,38122.0,1.92,38122.0,1.97,47254.0,2.45,47254.0,2.53,47254.0,2.37
現金及約當現金,214086.0,11.06,287547.0,14.65,160480.0,8.55,219363.0,10.77,224598.0,11.51,280285.0,13.86,193378.0,10.0,202105.0,10.19,210408.0,10.8,244900.0,12.27,151301.0,7.85,213357.0,10.73,226940.0,11.75,244660.0,12.68,215381.0,11.53,197854.0,9.93
當期所得稅負債,36734.0,1.9,22835.0,1.16,11651.0,0.62,22022.0,1.08,35595.0,1.82,23668.0,1.17,11417.0,0.59,20942.0,1.06,,,,,,,,,,,,,,,,
短期借款,0.0,0.0,0.0,0.0,40000.0,2.13,40000.0,1.96,0.0,0.0,0.0,0.0,95000.0,4.91,45000.0,2.27,30000.0,1.54,9000.0,0.45,104000.0,5.4,81000.0,4.07,61000.0,3.16,0.0,0.0,101000.0,5.41,101000.0,5.07
股本合計,905919.0,46.8,905919.0,46.17,905919.0,48.27,905919.0,44.48,905919.0,46.44,905919.0,44.8,905919.0,46.85,905919.0,45.66,905919.0,46.49,905919.0,45.4,905919.0,47.0,905919.0,45.57,905919.0,46.9,905919.0,46.94,905919.0,48.49,905919.0,45.48
負債及權益總計,,,,,,,,,,,,,,,,,1948566.0,100.0,1995356.0,100.0,1927496.0,100.0,1987827.0,100.0,1931579.0,100.0,1930151.0,100.0,1868220.0,100.0,1992084.0,100.0
負債總計,408246.0,21.09,614973.0,31.34,459467.0,24.48,561873.0,27.59,430041.0,22.04,678647.0,33.56,541036.0,27.98,531849.0,26.81,440757.0,22.62,633220.0,31.73,546326.0,28.34,534111.0,26.87,454530.0,23.53,592031.0,30.67,520991.0,27.89,567689.0,28.5
資本公積合計,60605.0,3.13,60605.0,3.09,60605.0,3.23,60605.0,2.98,60605.0,3.11,56075.0,2.77,56075.0,2.9,56075.0,2.83,56075.0,2.88,54263.0,2.72,54263.0,2.82,54263.0,2.73,54263.0,2.81,54263.0,2.81,54263.0,2.9,54263.0,2.72
資產總計,1935687.0,100.0,1962218.0,100.0,1876680.0,100.0,2036796.0,100.0,1950860.0,100.0,2022041.0,100.0,1933770.0,100.0,1984065.0,100.0,1948566.0,100.0,1995356.0,100.0,1927496.0,100.0,1987827.0,100.0,1931579.0,100.0,1930151.0,100.0,1868220.0,100.0,1992084.0,100.0
遞延所得稅負債,48847.0,2.52,49648.0,2.53,50118.0,2.67,60161.0,2.95,60099.0,3.08,60640.0,3.0,60780.0,3.14,61985.0,3.12,61889.0,3.18,60820.0,3.05,61435.0,3.19,61211.0,3.08,61122.0,3.16,61532.0,3.19,61750.0,3.31,59493.0,2.99
遞延所得稅資產,3850.0,0.2,3333.0,0.17,3746.0,0.2,9248.0,0.45,7935.0,0.41,7706.0,0.38,7848.0,0.41,5492.0,0.28,5018.0,0.26,4931.0,0.25,4628.0,0.24,2908.0,0.15,2970.0,0.15,2600.0,0.13,2891.0,0.15,3750.0,0.19
非控制權益,12898.0,0.67,11343.0,0.58,11422.0,0.61,15419.0,0.76,6993.0,0.36,10689.0,0.53,15665.0,0.81,16519.0,0.83,15921.0,0.82,14234.0,0.71,4360.0,0.23,4381.0,0.22,5161.0,0.27,4949.0,0.26,4847.0,0.26,4724.0,0.24
非流動負債合計,116276.0,6.01,116533.0,5.94,117024.0,6.24,143301.0,7.04,143542.0,7.36,144350.0,7.14,144490.0,7.47,124679.0,6.28,125742.0,6.45,124948.0,6.26,125986.0,6.54,121547.0,6.11,122968.0,6.37,124129.0,6.43,124848.0,6.68,122513.0,6.15
非流動資產合計,1231272.0,63.61,1200121.0,61.16,1223753.0,65.21,1282882.0,62.99,1256703.0,64.42,1219178.0,60.29,1219622.0,63.07,1211236.0,61.05,1212006.0,62.2,1243264.0,62.31,1242232.0,64.45,1231666.0,61.96,1201752.0,62.22,1194501.0,61.89,1165395.0,62.38,1208492.0,60.66
預付款項,4246.0,0.22,4353.0,0.22,8264.0,0.44,5810.0,0.29,4121.0,0.21,2089.0,0.1,8318.0,0.43,6927.0,0.35,4934.0,0.25,2337.0,0.12,8996.0,0.47,6963.0,0.35,4908.0,0.25,2838.0,0.15,9021.0,0.48,8221.0,0.41
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
