102年1月,44.85
2月,45.91
3月,49.17
4月,48.98
5月,48.76
6月,49.04
7月,47.76
8月,45.81
9月,45.99
10月,44.85
11月,45.22
12月,46.37
103年1月,47.19
2月,47.76
3月,48.13
4月,48.35
5月,48.52
6月,50.98
7月,50.92
8月,49.17
9月,49.07
10月,47.24
11月,46.42
12月,47.08
104年1月,46.88
2月,46.93
3月,47.02
4月,46.86
5月,45.79
6月,44.0
7月,42.71
8月,39.42
9月,37.68
10月,38.3
11月,38.07
12月,36.22
105年1月,35.56
2月,37.05
3月,38.86
4月,38.37
5月,37.18
6月,37.32
7月,37.67
8月,37.23
9月,37.29
10月,37.12
11月,36.55
12月,36.71
