102年1月,39.15
2月,36.90
3月,36.31
4月,36.65
5月,37.57
6月,36.34
7月,36.97
8月,37.50
9月,37.87
10月,39.15
11月,38.11
12月,38.23
103年1月,37.58
2月,37.35
3月,38.00
4月,39.17
5月,39.36
6月,39.85
7月,41.18
8月,42.33
9月,39.79
10月,38.69
11月,39.37
12月,38.33
104年1月,38.39
2月,38.55
3月,38.43
4月,39.11
5月,38.50
6月,36.90
7月,35.66
8月,34.56
9月,33.16
10月,34.06
11月,31.10
12月,27.69
105年1月,25.60
2月,26.83
3月,29.31
4月,28.86
5月,25.36
6月,26.51
7月,28.61
8月,29.80
9月,27.39
10月,27.41
11月,26.87
12月,27.23
