102年1月,77.76
2月,78.98
3月,76.23
4月,71.47
5月,72.37
6月,71.66
7月,69.24
8月,71.77
9月,76.89
10月,85.85
11月,86.98
12月,82.92
103年1月,83.05
2月,85.31
3月,86.09
4月,78.66
5月,75.55
6月,77.13
7月,75.19
8月,70.58
9月,71.18
10月,68.54
11月,69.02
12月,71.98
104年1月,70.91
2月,70.27
3月,71.9
4月,69.13
5月,67.02
6月,66.55
7月,61.37
8月,49.4
9月,46.8
10月,57.45
11月,60.53
12月,56.47
105年1月,51.06
2月,52.92
3月,50.35
4月,45.43
5月,43.39
6月,46.55
7月,47.61
8月,45.11
9月,46.22
10月,46.46
11月,48.45
12月,51.6
