102年1月,38.01
2月,38.04
3月,36.59
4月,46.23
5月,41.29
6月,37.83
7月,41.19
8月,40.81
9月,42.23
10月,43.89
11月,44.72
12月,44.75
103年1月,45.25
2月,44.96
3月,42.25
4月,39.76
5月,38.9
6月,39.51
7月,40.12
8月,35.82
9月,31.22
10月,31.93
11月,29.44
12月,28.87
104年1月,29.88
2月,28.66
3月,28.19
4月,28.08
5月,24.52
6月,23.06
7月,19.51
8月,17.89
9月,22.3
10月,23.77
11月,26.35
12月,25.6
105年1月,22.34
2月,23.8
3月,25.87
4月,23.47
5月,22.45
6月,23.21
7月,23.65
8月,22.99
9月,22.71
10月,22.97
11月,22.55
12月,22.99
