,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
營業毛利（毛損）,98611.0,4.21,115313.0,4.33,144328.0,5.3,534049.0,5.08,189630.0,7.71,156176.0,5.99,149887.0,5.47,734535.0,6.97,185973.0,8.0,163617.0,7.1,226203.0,9.06,818104.0,8.41,233118.0,8.85,261666.0,9.76,229124.0,8.6,980842.0,8.94
營業毛利（毛損）淨額,98611.0,4.21,115313.0,4.33,144328.0,5.3,534049.0,5.08,189630.0,7.71,156176.0,5.99,149887.0,5.47,734535.0,6.97,185973.0,8.0,163617.0,7.1,226203.0,9.06,818104.0,8.41,233118.0,8.85,261666.0,9.76,229124.0,8.6,980842.0,8.94
營業費用合計,138950.0,5.93,142070.0,5.33,148859.0,5.47,551982.0,5.25,151733.0,6.17,155382.0,5.96,158310.0,5.78,642723.0,6.1,164019.0,7.05,177756.0,7.71,202069.0,8.09,757915.0,7.79,200686.0,7.62,220848.0,8.24,222402.0,8.34,905419.0,8.26
研究發展費用,6322.0,0.27,4607.0,0.17,13185.0,0.48,21894.0,0.21,6396.0,0.26,5937.0,0.23,5920.0,0.22,25957.0,0.25,6293.0,0.27,7263.0,0.32,7445.0,0.3,29913.0,0.31,7706.0,0.29,9810.0,0.37,7348.0,0.28,34545.0,0.32
確定福利計畫之再衡量數,,,,,,,-2460.0,-0.02,,,,,,,-15327.0,-0.15,,,,,,,-21634.0,-0.22,,,,,,,-23319.0,-0.21
稅前淨利（淨損）,-34759.0,-1.48,-17358.0,-0.65,5883.0,0.22,20290.0,0.19,50793.0,2.07,9089.0,0.35,123.0,0.0,145728.0,1.38,26381.0,1.13,-5268.0,-0.23,21454.0,0.86,93387.0,0.96,42371.0,1.61,34499.0,1.29,13239.0,0.5,94002.0,0.86
管理費用,37600.0,1.61,43887.0,1.65,38248.0,1.41,140800.0,1.34,44313.0,1.8,38137.0,1.46,44570.0,1.63,184569.0,1.75,45284.0,1.95,64623.0,2.8,67250.0,2.69,251570.0,2.58,67284.0,2.56,84096.0,3.14,59202.0,2.22,301552.0,2.75
繼續營業單位本期淨利（淨損）,-34655.0,-1.48,-14262.0,-0.54,5515.0,0.2,23887.0,0.23,43045.0,1.75,8198.0,0.31,558.0,0.02,124799.0,1.18,18988.0,0.82,-7122.0,-0.31,14699.0,0.59,62419.0,0.64,26721.0,1.01,19693.0,0.73,6134.0,0.23,57610.0,0.53
與不重分類之項目相關之所得稅,,,,,,,,,,,,,,,,,,,,,,,-3678.0,-0.04,,,,,,,-3964.0,-0.04
與其他綜合損益組成部分相關之所得稅,,,-8.0,0.0,32.0,0.0,-418.0,0.0,9.0,0.0,-22.0,0.0,334.0,0.01,-1852.0,-0.02,,,,,,,,,,,,,,,,
財務成本淨額,2790.0,0.12,4180.0,0.16,4201.0,0.15,16933.0,0.16,2816.0,0.11,5723.0,0.22,5294.0,0.19,16476.0,0.16,3839.0,0.17,4261.0,0.18,6390.0,0.26,18252.0,0.19,7593.0,0.29,13607.0,0.51,11303.0,0.42,36437.0,0.33
銷貨收入淨額,2342164.0,100.0,2663652.0,100.0,2722035.0,100.0,10510873.0,100.0,2459447.0,100.0,2606452.0,100.0,2737717.0,100.0,10543589.0,100.0,2325248.0,100.0,2305696.0,100.0,2497043.0,100.0,9732986.0,100.0,2633013.0,100.0,2680385.0,100.0,2665231.0,100.0,10965542.0,100.0
非控制權益（淨利／損）,-1508.0,-0.06,-2629.0,-0.1,-1230.0,-0.05,-4256.0,-0.04,-344.0,-0.01,-872.0,-0.03,-877.0,-0.03,-9654.0,-0.09,-3516.0,-0.15,-4550.0,-0.2,-10606.0,-0.42,-35208.0,-0.36,-13929.0,-0.53,-23913.0,-0.89,-31048.0,-1.16,-98408.0,-0.9
非控制權益（綜合損益）,-1488.0,-0.06,-2662.0,-0.1,-1174.0,-0.04,-4256.0,-0.04,-327.0,-0.01,-2360.0,-0.09,-515.0,-0.02,-10296.0,-0.1,-3652.0,-0.16,-4745.0,-0.21,-10080.0,-0.4,-35514.0,-0.36,-13923.0,-0.53,-24185.0,-0.9,-31367.0,-1.18,-99194.0,-0.9
