102年1月,15.55
2月,15.18
3月,15.29
4月,14.99
5月,15.07
6月,14.98
7月,15.0
8月,14.94
9月,14.93
10月,15.55
11月,15.35
12月,14.81
103年1月,14.71
2月,14.47
3月,14.94
4月,15.6
5月,15.27
6月,15.31
7月,16.95
8月,16.7
9月,16.77
10月,15.38
11月,15.29
12月,15.05
104年1月,15.04
2月,15.0
3月,14.99
4月,15.21
5月,15.4
6月,14.67
7月,14.94
8月,14.8
9月,14.7
10月,14.82
11月,14.75
12月,14.65
105年1月,14.66
2月,14.52
3月,15.27
4月,15.19
5月,15.15
6月,15.24
7月,15.41
8月,15.32
9月,15.31
10月,15.29
11月,15.65
12月,15.54
