102年1月,73.62
2月,74.76
3月,74.79
4月,65.98
5月,60.45
6月,58.75
7月,55.96
8月,53.55
9月,50.53
10月,53.1
11月,50.81
12月,60.25
103年1月,62.22
2月,58.09
3月,62.62
4月,60.57
5月,57.84
6月,61.56
7月,65.24
8月,67.12
9月,63.36
10月,55.43
11月,51.71
12月,52.39
104年1月,52.87
2月,50.69
3月,49.39
4月,47.88
5月,48.76
6月,44.68
7月,42.5
8月,34.44
9月,30.03
10月,32.5
11月,35.03
12月,33.43
105年1月,28.71
2月,28.75
3月,34.75
4月,36.66
5月,38.16
6月,40.53
7月,42.08
8月,41.53
9月,39.33
10月,37.38
11月,33.55
12月,33.29
