102年1月,31.44
2月,34.7
3月,36.71
4月,38.2
5月,38.12
6月,36.82
7月,38.1
8月,46.45
9月,52.53
10月,52.32
11月,48.62
12月,48.74
103年1月,49.07
2月,51.08
3月,50.92
4月,49.83
5月,52.88
6月,54.51
7月,52.14
8月,45.61
9月,43.79
10月,44.63
11月,41.58
12月,42.18
104年1月,41.1
2月,40.37
3月,40.11
4月,39.07
5月,32.41
6月,28.88
7月,30.1
8月,25.05
9月,25.63
10月,28.21
11月,30.52
12月,29.48
105年1月,27.27
2月,28.18
3月,29.75
4月,28.61
5月,27.24
6月,27.15
7月,27.62
8月,27.11
9月,26.08
10月,25.86
11月,24.27
12月,24.24
