102年1月,76.25
2月,77.65
3月,88.2
4月,99.24
5月,109.16
6月,110.11
7月,118.96
8月,139.48
9月,135.4
10月,139.34
11月,138.88
12月,148.23
103年1月,138.14
2月,133.32
3月,130.9
4月,135.88
5月,134.17
6月,131.1
7月,143.25
8月,133.86
9月,129.05
10月,126.82
11月,128.65
12月,128.08
104年1月,130.8
2月,130.0
3月,131.0
4月,161.15
5月,173.62
6月,190.69
7月,215.64
8月,171.52
9月,170.65
10月,180.48
11月,187.48
12月,188.28
105年1月,174.9
2月,187.15
3月,191.15
4月,197.71
5月,200.4
6月,205.74
7月,213.42
8月,218.54
9月,248.37
10月,268.28
11月,245.68
12月,230.95
