102年1月,10.89
2月,10.49
3月,10.47
4月,10.44
5月,10.56
6月,10.57
7月,10.48
8月,10.39
9月,10.51
10月,10.89
11月,11.07
12月,11.77
103年1月,11.90
2月,12.00
3月,12.02
4月,13.43
5月,14.43
6月,14.67
7月,14.95
8月,13.68
9月,13.99
10月,13.61
11月,13.49
12月,13.52
104年1月,13.58
2月,13.80
3月,13.87
4月,13.82
5月,13.76
6月,12.60
7月,11.64
8月,10.70
9月,10.22
10月,10.27
11月,10.10
12月,10.03
105年1月,9.87
2月,9.98
3月,10.00
4月,10.00
5月,10.02
6月,10.12
7月,10.09
8月,10.30
9月,10.27
10月,10.07
11月,9.96
12月,9.99
