102年1月,60.31
2月,52.9
3月,52.92
4月,52.68
5月,56.03
6月,56.52
7月,55.73
8月,58.41
9月,58.43
10月,60.31
11月,62.26
12月,61.78
103年1月,61.78
2月,61.11
3月,63.45
4月,69.56
5月,78.13
6月,80.53
7月,76.39
8月,72.41
9月,72.06
10月,71.08
11月,71.85
12月,70.85
104年1月,70.39
2月,71.41
3月,76.45
4月,78.54
5月,78.46
6月,75.66
7月,73.22
8月,70.47
9月,71.18
10月,73.12
11月,74.69
12月,75.03
105年1月,74.15
2月,74.47
3月,77.72
4月,79.58
5月,77.94
6月,79.61
7月,79.02
8月,79.9
9月,81.64
10月,85.43
11月,84.07
12月,84.06
