,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y
本月,600122.0,479548.0,495185.0,467909.0,551334.0,599509.0,748362.0,764216.0,615620.0,535119.0,321870.0,359018.0,552306.0,354559.0,362883.0,418908.0,489293.0,526549.0,733160.0,663404.0,587848.0,472697.0,378083.0,475831.0,437550.0,429942.0,463697.0,406628.0,512379.0,611734.0,717998.0,718746.0,531454.0,449101.0,466030.0,615216.0,693543.0,560719.0,501361.0,600077.0,737073.0,841229.0,895908.0,966108.0,833496.0,818890.0,629172.0,688434.0
本年累計,600122.0,1079670.0,1574855.0,2042764.0,2594098.0,3193607.0,3941969.0,4706185.0,5321805.0,5856924.0,6178794.0,6537812.0,552306.0,906865.0,1269748.0,1688656.0,2177949.0,2704498.0,3437658.0,4101062.0,4688910.0,5161607.0,5539690.0,6015521.0,437550.0,867492.0,1331189.0,1737817.0,2250196.0,2861930.0,3579928.0,4298674.0,4830128.0,5279229.0,5745259.0,6360475.0,693543.0,1254262.0,1755623.0,2355700.0,3092773.0,3934002.0,4829910.0,5796018.0,6629514.0,7448404.0,8077576.0,8766010.0
