,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
備供出售金融資產未實現評價損益,371.0,0.02,-320.0,-0.02,-242.0,-0.01,-98666.0,-1.51,1305.0,0.1,3728.0,0.26,-7166.0,-0.36,22715.0,0.38,15026.0,1.13,4530.0,0.3,-39062.0,-1.98,-5313.0,-0.08,-14805.0,-0.84,1274.0,0.06,492.0,0.02,-20361.0,-0.23
其他利益及損失淨額,-27105.0,-1.72,-9451.0,-0.58,-26675.0,-1.25,237846.0,3.64,-35750.0,-2.82,-27626.0,-1.93,-64376.0,-3.24,-144588.0,-2.4,-1518.0,-0.11,-17588.0,-1.15,-12409.0,-0.63,-82429.0,-1.3,-34515.0,-1.97,491350.0,22.56,-23160.0,-0.86,411413.0,4.7
其他收入,148351.0,9.42,135022.0,8.34,135280.0,6.36,553633.0,8.47,156593.0,12.33,139442.0,9.72,137352.0,6.92,567034.0,9.43,156662.0,11.77,135559.0,8.86,133040.0,6.76,632584.0,9.95,164220.0,9.36,147353.0,6.77,138404.0,5.13,595098.0,6.79
其他綜合損益（淨額）,4629.0,0.29,1187.0,0.07,-898.0,-0.04,-93083.0,-1.42,-3614.0,-0.28,2408.0,0.17,-2370.0,-0.12,3252.0,0.05,19858.0,1.49,-4392.0,-0.29,-28407.0,-1.44,-90418.0,-1.42,-12337.0,-0.7,-18720.0,-0.86,-13685.0,-0.51,-82733.0,-0.94
國外營運機構財務報表換算之兌換差額,5130.0,0.33,1816.0,0.11,-791.0,-0.04,5349.0,0.08,-5926.0,-0.47,-1591.0,-0.11,5779.0,0.29,-5253.0,-0.09,5821.0,0.44,-10749.0,-0.7,12837.0,0.65,-14540.0,-0.23,2973.0,0.17,-24089.0,-1.11,-17080.0,-0.63,-44064.0,-0.5
基本每股盈餘,0.19,,-0.97,,0.49,,0.64,,0.16,,0.13,,0.49,,0.98,,0.31,,0.38,,0.72,,1.54,,0.22,,1.68,,0.59,,2.75,
所得稅費用（利益）合計,25159.0,1.6,613764.0,37.92,52619.0,2.47,663292.0,10.15,20168.0,1.59,15712.0,1.1,44638.0,2.25,84264.0,1.4,24801.0,1.86,28131.0,1.84,58062.0,2.95,100942.0,1.59,14079.0,0.8,42312.0,1.94,55477.0,2.06,130376.0,1.49
推銷費用,235443.0,14.95,340986.0,21.07,337166.0,15.84,1130880.0,17.3,251405.0,19.8,333691.0,23.26,378925.0,19.1,1198133.0,19.92,263971.0,19.83,360471.0,23.55,372551.0,18.93,1291430.0,20.3,309177.0,17.62,389377.0,17.88,392270.0,14.54,1406521.0,16.05
本期淨利（淨損）,102664.0,6.52,-518804.0,-32.05,238980.0,11.23,312119.0,4.77,64286.0,5.06,54120.0,3.77,195427.0,9.85,394958.0,6.57,123028.0,9.24,153095.0,10.0,291045.0,14.79,620310.0,9.75,88077.0,5.02,675375.0,31.01,236087.0,8.75,1106089.0,12.62
本期綜合損益總額,107293.0,6.81,-517617.0,-31.98,238082.0,11.19,219036.0,3.35,60672.0,4.78,56528.0,3.94,193057.0,9.73,398210.0,6.62,142886.0,10.73,148703.0,9.71,262638.0,13.34,529892.0,8.33,75740.0,4.32,656655.0,30.15,222402.0,8.24,1023356.0,11.68
母公司業主（淨利／損）,102664.0,6.52,-518804.0,-32.05,238980.0,11.23,312119.0,4.77,64286.0,5.06,54120.0,3.77,195427.0,9.85,394958.0,6.57,123028.0,9.24,153095.0,10.0,291045.0,14.79,620310.0,9.75,88077.0,5.02,675375.0,31.01,236087.0,8.75,1106089.0,12.62
