,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
母公司業主（綜合損益）,107293.0,6.81,-517617.0,-31.98,238082.0,11.19,219036.0,3.35,60672.0,4.78,56528.0,3.94,193057.0,9.73,398210.0,6.62,142886.0,10.73,148703.0,9.71,262638.0,13.34,529892.0,8.33,75740.0,4.32,656655.0,30.15,222402.0,8.24,1023356.0,11.68
營業利益（損失）,4782.0,0.3,-36557.0,-2.26,157983.0,7.42,105454.0,1.61,-54992.0,-4.33,-54110.0,-3.77,142231.0,7.17,-12971.0,-0.22,-39248.0,-2.95,39258.0,2.56,201995.0,10.26,79261.0,1.25,-76525.0,-4.36,66960.0,3.07,152756.0,5.66,149967.0,1.71
營業外收入及支出合計,123041.0,7.81,131517.0,8.12,133616.0,6.28,869957.0,13.31,139446.0,10.98,123942.0,8.64,97834.0,4.93,492193.0,8.18,187077.0,14.05,141968.0,9.27,147112.0,7.47,641991.0,10.09,178681.0,10.18,650727.0,29.88,138808.0,5.15,1086498.0,12.4
營業成本合計,1190684.0,75.61,1185458.0,73.23,1456193.0,68.42,4698597.0,71.87,929557.0,73.21,1003839.0,69.97,1282315.0,64.62,4214857.0,70.07,948971.0,71.29,972808.0,63.55,1200461.0,60.99,4304053.0,67.67,1349040.0,76.87,1539118.0,70.66,1910786.0,70.83,6442732.0,73.53
營業收入合計,1574855.0,100.0,1618714.0,100.0,2128231.0,100.0,6537718.0,100.0,1269748.0,100.0,1434750.0,100.0,1984412.0,100.0,6015394.0,100.0,1331189.0,100.0,1530741.0,100.0,1968198.0,100.0,6360594.0,100.0,1754858.0,100.0,2178091.0,100.0,2697867.0,100.0,8762410.0,100.0
營業毛利（毛損）,384171.0,24.39,433256.0,26.77,672038.0,31.58,1839121.0,28.13,340191.0,26.79,430911.0,30.03,702097.0,35.38,1800537.0,29.93,382218.0,28.71,557933.0,36.45,767737.0,39.01,2056541.0,32.33,405818.0,23.13,638973.0,29.34,787081.0,29.17,2319678.0,26.47
營業毛利（毛損）淨額,384171.0,24.39,433256.0,26.77,672038.0,31.58,1839121.0,28.13,340191.0,26.79,430911.0,30.03,702097.0,35.38,1800537.0,29.93,382218.0,28.71,557933.0,36.45,767737.0,39.01,2056541.0,32.33,405818.0,23.13,638973.0,29.34,787081.0,29.17,2319678.0,26.47
營業費用合計,379389.0,24.09,469813.0,29.02,514055.0,24.15,1733667.0,26.52,395183.0,31.12,485021.0,33.81,559866.0,28.21,1813508.0,30.15,421466.0,31.66,518675.0,33.88,565742.0,28.74,1977280.0,31.09,482343.0,27.49,572013.0,26.26,634325.0,23.51,2169711.0,24.76
研究發展費用,12418.0,0.79,8383.0,0.52,8995.0,0.42,41430.0,0.63,9362.0,0.74,11546.0,0.8,10759.0,0.54,45385.0,0.75,10757.0,0.81,10821.0,0.71,11419.0,0.58,45523.0,0.72,14244.0,0.81,11337.0,0.52,13476.0,0.5,52703.0,0.6
確定福利計畫之再衡量數,,,,,,,1573.0,0.02,,,,,,,-12523.0,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,-29624.0,-0.47,,,,,,,-42666.0,-0.49
稀釋每股盈餘,0.19,,-0.97,,0.49,,0.64,,0.16,,0.13,,0.49,,0.98,,0.31,,0.38,,0.72,,1.54,,0.22,,1.68,,0.59,,2.75,
稅前淨利（淨損）,127823.0,8.12,94960.0,5.87,291599.0,13.7,975411.0,14.92,84454.0,6.65,69832.0,4.87,240065.0,12.1,479222.0,7.97,147829.0,11.11,181226.0,11.84,349107.0,17.74,721252.0,11.34,102156.0,5.82,717687.0,32.95,291564.0,10.81,1236465.0,14.11
管理費用,131528.0,8.35,120444.0,7.44,167894.0,7.89,561357.0,8.59,134416.0,10.59,139784.0,9.74,170182.0,8.58,569990.0,9.48,146738.0,11.02,147383.0,9.63,181772.0,9.24,640327.0,10.07,158922.0,9.06,171299.0,7.86,228579.0,8.47,710487.0,8.11
繼續營業單位本期淨利（淨損）,102664.0,6.52,-518804.0,-32.05,238980.0,11.23,312119.0,4.77,64286.0,5.06,54120.0,3.77,195427.0,9.85,394958.0,6.57,123028.0,9.24,153095.0,10.0,291045.0,14.79,620310.0,9.75,88077.0,5.02,675375.0,31.01,236087.0,8.75,1106089.0,12.62
與不重分類之項目相關之所得稅,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-5036.0,-0.08,,,,,,,-7253.0,-0.08
與其他綜合損益組成部分相關之所得稅,872.0,0.06,309.0,0.02,-135.0,-0.01,1339.0,0.02,-1007.0,-0.08,-271.0,-0.02,983.0,0.05,-2778.0,-0.05,,,,,,,,,,,,,,,,
財務成本淨額,3691.0,0.23,2905.0,0.18,3323.0,0.16,13084.0,0.2,3132.0,0.25,2975.0,0.21,2399.0,0.12,10870.0,0.18,2174.0,0.16,2950.0,0.19,2141.0,0.11,8827.0,0.14,1572.0,0.09,580.0,0.03,1771.0,0.07,6838.0,0.08
銷貨收入淨額,1574855.0,100.0,1618714.0,100.0,2128231.0,100.0,6537718.0,100.0,1269748.0,100.0,1434750.0,100.0,1984412.0,100.0,6015394.0,100.0,1331189.0,100.0,1530741.0,100.0,1968198.0,100.0,6360594.0,100.0,1754858.0,100.0,2178091.0,100.0,2697867.0,100.0,8762410.0,100.0
非控制權益（綜合損益）,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
