102年1月,33.26
2月,38.38
3月,38.56
4月,39.8
5月,39.63
6月,38.63
7月,38.54
8月,32.85
9月,30.52
10月,33.26
11月,35.76
12月,35.66
103年1月,33.3
2月,32.15
3月,32.7
4月,32.16
5月,31.87
6月,32.55
7月,33.6
8月,32.66
9月,33.64
10月,34.91
11月,38.37
12月,38.46
104年1月,38.26
2月,37.97
3月,37.8
4月,37.31
5月,37.78
6月,36.69
7月,34.7
8月,33.67
9月,33.01
10月,31.85
11月,32.02
12月,31.43
105年1月,31.9
2月,34.28
3月,35.53
4月,35.24
5月,32.49
6月,32.08
7月,33.08
8月,32.79
9月,32.59
10月,32.25
11月,32.2
12月,32.45
