102年1月,55.95
2月,56.47
3月,58.22
4月,55.56
5月,55.46
6月,53.29
7月,50.77
8月,52.39
9月,54.07
10月,62.16
11月,60.56
12月,59.47
103年1月,58.39
2月,58.15
3月,61.66
4月,59.0
5月,57.76
6月,59.96
7月,60.3
8月,57.01
9月,55.59
10月,52.33
11月,49.97
12月,50.76
104年1月,51.2
2月,50.54
3月,51.9
4月,51.93
5月,49.49
6月,47.82
7月,46.87
8月,40.55
9月,44.22
10月,47.64
11月,50.99
12月,50.62
105年1月,48.66
2月,51.15
3月,50.48
4月,49.89
5月,49.96
6月,51.36
7月,51.38
8月,48.3
9月,46.9
10月,45.62
11月,44.31
12月,44.68
