,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
不動產、廠房及設備,2324095.0,29.37,2253500.0,28.13,2222783.0,28.08,3004289.0,38.44,3017911.0,37.08,2971533.0,35.75,2969038.0,35.97,2963437.0,35.66,2837948.0,34.2,2792445.0,33.7,2813672.0,33.7,2807408.0,33.62,2854359.0,34.59,2847697.0,34.14,2826129.0,33.58,2818612.0,32.77
保留盈餘合計,1520376.0,19.21,1527048.0,19.06,1623397.0,20.51,1645880.0,21.06,1731417.0,21.27,1559268.0,18.76,1600701.0,19.39,1660939.0,19.99,1779217.0,21.44,1623804.0,19.6,1735782.0,20.79,1652310.0,19.79,1741290.0,21.1,1597530.0,19.15,1695881.0,20.15,1816095.0,21.12
備供出售金融資產－非流動淨額,0.0,0.0,,,,,189482.0,2.42,180567.0,2.22,198187.0,2.38,203905.0,2.47,192514.0,2.32,198877.0,2.4,200042.0,2.41,178991.0,2.14,178357.0,2.14,172181.0,2.09,177588.0,2.13,186769.0,2.22,194510.0,2.26
其他應付款,187210.0,2.37,276577.0,3.45,287307.0,3.63,222014.0,2.84,175536.0,2.16,496636.0,5.98,248051.0,3.01,238812.0,2.87,197676.0,2.38,465201.0,5.61,521839.0,6.25,262235.0,3.14,183251.0,2.22,480731.0,5.76,500328.0,5.94,261199.0,3.04
其他應收款淨額,0.0,0.0,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,
其他權益合計,49635.0,0.63,18768.0,0.23,10328.0,0.13,941.0,0.01,49784.0,0.61,89200.0,1.07,139326.0,1.69,147574.0,1.78,159448.0,1.92,90432.0,1.09,102492.0,1.23,105180.0,1.26,87936.0,1.07,104662.0,1.25,79002.0,0.94,90791.0,1.06
其他流動負債,213259.0,2.69,241290.0,3.01,224656.0,2.84,206713.0,2.64,213303.0,2.62,226544.0,2.73,297360.0,3.6,254190.0,3.06,245764.0,2.96,220211.0,2.66,204646.0,2.45,105748.0,1.27,104894.0,1.27,130418.0,1.56,114655.0,1.36,101802.0,1.18
其他流動資產,131919.0,1.67,129534.0,1.62,142030.0,1.79,98474.0,1.26,98808.0,1.21,117753.0,1.42,155743.0,1.89,121540.0,1.46,125562.0,1.51,123349.0,1.49,102642.0,1.23,101648.0,1.22,105352.0,1.28,121956.0,1.46,124309.0,1.48,73996.0,0.86
其他非流動負債,13615.0,0.17,13206.0,0.16,13349.0,0.17,13358.0,0.17,13957.0,0.17,13298.0,0.16,13343.0,0.16,14931.0,0.18,14837.0,0.18,24791.0,0.3,28397.0,0.34,28406.0,0.34,27570.0,0.33,26385.0,0.32,26929.0,0.32,27915.0,0.32
其他非流動資產,103821.0,1.31,148231.0,1.85,159963.0,2.02,148144.0,1.9,138098.0,1.7,136588.0,1.64,137209.0,1.66,139337.0,1.68,131692.0,1.59,144954.0,1.75,170636.0,2.04,187786.0,2.25,131158.0,1.59,129142.0,1.55,117541.0,1.4,109714.0,1.28
存貨,1638036.0,20.7,1830093.0,22.84,1762517.0,22.27,1621227.0,20.74,1788799.0,21.98,1774438.0,21.35,1717353.0,20.81,1613696.0,19.42,1554195.0,18.73,1840235.0,22.21,1809386.0,21.67,1649743.0,19.75,1442106.0,17.48,1313564.0,15.75,1306378.0,15.52,1264399.0,14.7
庫藏股票,-38464.0,-0.49,-38464.0,-0.48,-38464.0,-0.49,-38464.0,-0.49,-38464.0,-0.47,-38464.0,-0.46,-38464.0,-0.47,-38464.0,-0.46,-38464.0,-0.46,-38464.0,-0.46,-38464.0,-0.46,-38464.0,-0.46,-38464.0,-0.47,-38464.0,-0.46,-38464.0,-0.46,-38464.0,-0.45
待註銷股本股數（單位：股）,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
應付帳款,334574.0,4.23,364521.0,4.55,308140.0,3.89,306192.0,3.92,303363.0,3.73,325704.0,3.92,247589.0,3.0,342652.0,4.12,301078.0,3.63,417414.0,5.04,347696.0,4.17,340843.0,4.08,250821.0,3.04,281884.0,3.38,368413.0,4.38,310882.0,3.61
應付票據,58277.0,0.74,70634.0,0.88,58274.0,0.74,44685.0,0.57,33823.0,0.42,58347.0,0.7,63901.0,0.77,64208.0,0.77,48786.0,0.59,67250.0,0.81,56795.0,0.68,54485.0,0.65,52975.0,0.64,64034.0,0.77,56961.0,0.68,62554.0,0.73
應收帳款淨額,431451.0,5.45,406161.0,5.07,442842.0,5.59,331579.0,4.24,382214.0,4.7,377416.0,4.54,375510.0,4.55,374086.0,4.5,356308.0,4.29,353784.0,4.27,423235.0,5.07,388923.0,4.66,351936.0,4.26,347584.0,4.17,405223.0,4.81,377259.0,4.39
應收票據淨額,127534.0,1.61,144981.0,1.81,137644.0,1.74,130830.0,1.67,85013.0,1.04,119322.0,1.44,125594.0,1.52,119197.0,1.43,145711.0,1.76,127759.0,1.54,141911.0,1.7,123508.0,1.48,112967.0,1.37,135357.0,1.62,134712.0,1.6,131104.0,1.52
投資性不動產淨額,2155258.0,27.23,2150820.0,26.85,2148075.0,27.14,1326892.0,16.98,1330033.0,16.34,1326960.0,15.97,1328739.0,16.1,1371463.0,16.5,1371343.0,16.52,1368040.0,16.51,1367288.0,16.38,1375143.0,16.47,1369172.0,16.59,1371035.0,16.44,1369808.0,16.27,1399489.0,16.27
普通股股本,2400000.0,30.33,2400000.0,29.96,2400000.0,30.32,2400000.0,30.71,2400000.0,29.49,2400000.0,28.88,2400000.0,29.08,2400000.0,28.88,2400000.0,28.92,2400000.0,28.97,2400000.0,28.75,2400000.0,28.74,2400000.0,29.08,2400000.0,28.78,2400000.0,28.51,2400000.0,27.91
未分配盈餘（或待彌補虧損）,1233528.0,15.59,1221553.0,15.25,1317902.0,16.65,334421.0,4.28,419958.0,5.16,405189.0,4.88,446622.0,5.41,506860.0,6.1,625138.0,7.53,443032.0,5.35,555010.0,6.65,471538.0,5.65,560518.0,6.79,390094.0,4.68,488445.0,5.8,608659.0,7.08
本期所得稅負債,,,,,,,,,,,,,,,,,87308.0,1.05,61162.0,0.74,43147.0,0.52,69911.0,0.84,78714.0,0.95,49766.0,0.6,54393.0,0.65,93316.0,1.09
權益總計,4817648.0,60.88,4722040.0,58.94,4814357.0,60.82,4897494.0,62.66,5122088.0,62.93,4925232.0,59.26,5050564.0,61.19,5149894.0,61.97,5352881.0,64.5,5047719.0,60.92,5205951.0,62.36,5166649.0,61.87,5275251.0,63.93,5065874.0,60.74,5073617.0,60.28,5282872.0,61.42
歸屬於母公司業主之權益合計,3967700.0,50.14,3943505.0,49.22,4031414.0,50.93,4121322.0,52.73,4255702.0,52.28,4122969.0,49.61,4214528.0,51.07,4283014.0,51.54,4413166.0,53.18,4188737.0,50.56,4312775.0,51.66,4231991.0,50.68,4303727.0,52.16,4176693.0,50.08,4249384.0,50.48,4381387.0,50.94
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,2293865.0,,2293865.0,,2293865.0,,2293865.0,,2293865.0,,2293865.0,,2293865.0,,2293865.0,,2293865.0,,2293865.0,,2293865.0,,2293865.0,,2293865.0,,2293865.0,,2293865.0,,2293865.0,
法定盈餘公積,111737.0,1.41,121767.0,1.52,121767.0,1.54,121767.0,1.56,121767.0,1.5,148115.0,1.78,148115.0,1.79,148115.0,1.78,148115.0,1.78,174808.0,2.11,174808.0,2.09,174808.0,2.09,174808.0,2.12,201472.0,2.42,201472.0,2.39,201472.0,2.34
流動負債合計,1448183.0,18.3,1647933.0,20.57,1454394.0,18.37,1265986.0,16.2,1351717.0,16.61,1716240.0,20.65,1519086.0,18.41,1452616.0,17.48,1224993.0,14.76,1526238.0,18.42,1429123.0,17.12,1466270.0,17.56,1325255.0,16.06,1632333.0,19.57,1714650.0,20.37,1670553.0,19.42
流動資產合計,2993160.0,37.82,3116113.0,38.9,3052464.0,38.56,2762618.0,35.35,3081351.0,37.86,3318073.0,39.92,3253739.0,39.42,3275589.0,39.41,3449135.0,41.56,3491131.0,42.14,3519174.0,42.16,3500653.0,41.92,3428134.0,41.54,3535149.0,42.39,3649031.0,43.35,3840797.0,44.66
無形資產,0.0,0.0,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,
特別盈餘公積,175111.0,2.21,183728.0,2.29,183728.0,2.32,1189692.0,15.22,1189692.0,14.62,1005964.0,12.1,1005964.0,12.19,1005964.0,12.1,1005964.0,12.12,1005964.0,12.14,1005964.0,12.05,1005964.0,12.05,1005964.0,12.19,1005964.0,12.06,1005964.0,11.95,1005964.0,11.7
現金及約當現金,477994.0,6.04,415245.0,5.18,361834.0,4.57,539493.0,6.9,688217.0,8.46,853714.0,10.27,798484.0,9.67,727297.0,8.75,883024.0,10.64,904630.0,10.92,908354.0,10.88,1184617.0,14.19,1363469.0,16.52,1564237.0,18.75,1671070.0,19.85,1898270.0,22.07
當期所得稅負債,87419.0,1.1,49555.0,0.62,40578.0,0.51,47750.0,0.61,76006.0,0.93,71566.0,0.86,52383.0,0.63,80924.0,0.97,,,,,,,,,,,,,,,,
