,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
短期借款,567444.0,7.17,645356.0,8.06,535439.0,6.76,438632.0,5.61,549686.0,6.75,537443.0,6.47,608128.0,7.37,471830.0,5.68,344381.0,4.15,295000.0,3.56,255000.0,3.05,445000.0,5.33,525000.0,6.36,495000.0,5.93,493000.0,5.86,713000.0,8.29
股本合計,2400000.0,30.33,2400000.0,29.96,2400000.0,30.32,2400000.0,30.71,2400000.0,29.49,2400000.0,28.88,2400000.0,29.08,2400000.0,28.88,2400000.0,28.92,2400000.0,28.97,2400000.0,28.75,2400000.0,28.74,2400000.0,29.08,2400000.0,28.78,2400000.0,28.51,2400000.0,27.91
負債及權益總計,,,,,,,,,,,,,,,,,8298969.0,100.0,8285327.0,100.0,8347976.0,100.0,8351162.0,100.0,8251735.0,100.0,8340385.0,100.0,8417133.0,100.0,8600546.0,100.0
負債總計,3096011.0,39.12,3289198.0,41.06,3101262.0,39.18,2918343.0,37.34,3017536.0,37.07,3386197.0,40.74,3202693.0,38.81,3160657.0,38.03,2946088.0,35.5,3237608.0,39.08,3142025.0,37.64,3184513.0,38.13,2976484.0,36.07,3274511.0,39.26,3343516.0,39.72,3317674.0,38.58
資本公積合計,36153.0,0.46,36153.0,0.45,36153.0,0.46,112965.0,1.45,112965.0,1.39,112965.0,1.36,112965.0,1.37,112965.0,1.36,112965.0,1.36,112965.0,1.36,112965.0,1.35,112965.0,1.35,112965.0,1.37,112965.0,1.35,112965.0,1.34,112965.0,1.31
資產總計,7913659.0,100.0,8011238.0,100.0,7915619.0,100.0,7815837.0,100.0,8139624.0,100.0,8311429.0,100.0,8253257.0,100.0,8310551.0,100.0,8298969.0,100.0,8285327.0,100.0,8347976.0,100.0,8351162.0,100.0,8251735.0,100.0,8340385.0,100.0,8417133.0,100.0,8600546.0,100.0
遞延所得稅負債,912862.0,11.54,907627.0,11.33,914250.0,11.55,942556.0,12.06,954323.0,11.72,959860.0,11.55,969133.0,11.74,981164.0,11.81,996259.0,12.0,997100.0,12.03,1011338.0,12.11,992078.0,11.88,999802.0,12.12,991192.0,11.88,981190.0,11.66,1000679.0,11.64
遞延所得稅資產,48726.0,0.62,43163.0,0.54,49993.0,0.63,21748.0,0.28,21986.0,0.27,22246.0,0.27,25430.0,0.31,23110.0,0.28,21089.0,0.25,21110.0,0.25,21107.0,0.25,39238.0,0.47,49754.0,0.6,47114.0,0.56,46882.0,0.56,48317.0,0.56
非控制權益,849948.0,10.74,778535.0,9.72,782943.0,9.89,776172.0,9.93,866386.0,10.64,802263.0,9.65,836036.0,10.13,866880.0,10.43,939715.0,11.32,858982.0,10.37,893176.0,10.7,934658.0,11.19,971524.0,11.77,889181.0,10.66,824233.0,9.79,901485.0,10.48
非流動負債合計,1647828.0,20.82,1641265.0,20.49,1646868.0,20.81,1652357.0,21.14,1665819.0,20.47,1669957.0,20.09,1683607.0,20.4,1708041.0,20.55,1721095.0,20.74,1711370.0,20.66,1712902.0,20.52,1718243.0,20.57,1651229.0,20.01,1642178.0,19.69,1628866.0,19.35,1647121.0,19.15
非流動資產合計,4920499.0,62.18,4895125.0,61.1,4863155.0,61.44,5053219.0,64.65,5058273.0,62.14,4993356.0,60.08,4999518.0,60.58,5034962.0,60.59,4849834.0,58.44,4794196.0,57.86,4828802.0,57.84,4850509.0,58.08,4823601.0,58.46,4805236.0,57.61,4768102.0,56.65,4759749.0,55.34
預付款項,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
