,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
母公司業主（淨利／損）,83740.0,5.1,78672.0,5.52,96349.0,6.05,263475.0,4.39,85357.0,5.69,67927.0,4.3,41433.0,2.88,266931.0,4.24,118298.0,7.15,84660.0,5.13,111976.0,6.22,266646.0,4.02,88980.0,5.75,98720.0,6.32,111277.0,6.78,422963.0,6.66
母公司業主（綜合損益）,146650.0,8.92,47805.0,3.35,87909.0,5.52,295460.0,4.93,134380.0,8.96,107267.0,6.8,91559.0,6.37,401692.0,6.38,130152.0,7.87,15571.0,0.94,124038.0,6.89,188977.0,2.85,71736.0,4.63,112966.0,7.23,82032.0,5.0,398737.0,6.28
營業利益（損失）,132636.0,8.07,82394.0,5.78,149577.0,9.39,445796.0,7.43,177191.0,11.82,146854.0,9.31,75752.0,5.27,504709.0,8.02,184677.0,11.16,168494.0,10.21,182414.0,10.13,719246.0,10.84,145828.0,9.42,145989.0,9.34,221987.0,13.53,750081.0,11.82
營業外收入及支出合計,8902.0,0.54,36895.0,2.59,4729.0,0.3,84900.0,1.42,-956.0,-0.06,-5957.0,-0.38,4526.0,0.31,28524.0,0.45,72209.0,4.36,-11425.0,-0.69,23322.0,1.29,-113331.0,-1.71,-4175.0,-0.27,27602.0,1.77,10130.0,0.62,70882.0,1.12
營業成本合計,1305256.0,79.43,1126751.0,79.0,1226871.0,77.02,4688234.0,78.19,1119594.0,74.69,1201783.0,76.16,1117555.0,77.76,4869090.0,77.33,1253800.0,75.78,1265316.0,76.64,1368706.0,75.98,5002047.0,75.41,1191232.0,76.96,1133917.0,72.55,1176633.0,71.69,4615049.0,72.71
營業收入合計,1643325.0,100.0,1426197.0,100.0,1592991.0,100.0,5996151.0,100.0,1498954.0,100.0,1577945.0,100.0,1437274.0,100.0,6296547.0,100.0,1654449.0,100.0,1650888.0,100.0,1801487.0,100.0,6632768.0,100.0,1547878.0,100.0,1563041.0,100.0,1641204.0,100.0,6346767.0,100.0
營業毛利（毛損）,338069.0,20.57,299446.0,21.0,366120.0,22.98,1307917.0,21.81,379360.0,25.31,376162.0,23.84,319719.0,22.24,1427457.0,22.67,400649.0,24.22,385572.0,23.36,432781.0,24.02,1630721.0,24.59,356646.0,23.04,429124.0,27.45,464571.0,28.31,1731718.0,27.29
營業毛利（毛損）淨額,338069.0,20.57,299446.0,21.0,366120.0,22.98,1307917.0,21.81,379360.0,25.31,376162.0,23.84,319719.0,22.24,1427457.0,22.67,400649.0,24.22,385572.0,23.36,432781.0,24.02,1630721.0,24.59,356646.0,23.04,429124.0,27.45,464571.0,28.31,1731718.0,27.29
營業費用合計,205433.0,12.5,217052.0,15.22,216543.0,13.59,862121.0,14.38,202169.0,13.49,229308.0,14.53,243967.0,16.97,922748.0,14.65,215972.0,13.05,217078.0,13.15,250367.0,13.9,911475.0,13.74,210818.0,13.62,283135.0,18.11,242584.0,14.78,981637.0,15.47
研究發展費用,1498.0,0.09,1618.0,0.11,1537.0,0.1,6107.0,0.1,1639.0,0.11,1595.0,0.1,1582.0,0.11,6766.0,0.11,1501.0,0.09,1723.0,0.1,1794.0,0.1,6780.0,0.1,1942.0,0.13,2122.0,0.14,1989.0,0.12,7538.0,0.12
確定福利計畫之再衡量數,,,,,,,17769.0,0.3,369.0,0.02,-157.0,-0.01,1.0,0.0,-12020.0,-0.19,-42.0,0.0,-149.0,-0.01,3.0,0.0,-35062.0,-0.53,0.0,0.0,-5098.0,-0.33,26.0,0.0,-8830.0,-0.14
稅前淨利（淨損）,141538.0,8.61,119289.0,8.36,154306.0,9.69,530696.0,8.85,176235.0,11.76,140897.0,8.93,80278.0,5.59,533233.0,8.47,256886.0,15.53,157069.0,9.51,205736.0,11.42,605915.0,9.14,141653.0,9.15,173591.0,11.11,232117.0,14.14,820963.0,12.94
管理費用,51620.0,3.14,69173.0,4.85,41095.0,2.58,234829.0,3.92,51816.0,3.46,59833.0,3.79,49373.0,3.44,235221.0,3.74,50173.0,3.03,61549.0,3.73,66573.0,3.7,248111.0,3.74,55943.0,3.61,117481.0,7.52,67731.0,4.13,315539.0,4.97
繼續營業單位本期淨利（淨損）,120200.0,7.31,92377.0,6.48,122811.0,7.71,363223.0,6.06,127870.0,8.53,90980.0,5.77,48462.0,3.37,361118.0,5.74,203231.0,12.28,113211.0,6.86,155462.0,8.63,459738.0,6.93,122961.0,7.94,131753.0,8.43,168902.0,10.29,630234.0,9.93
與不重分類之項目相關之所得稅,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,
財務成本淨額,10585.0,0.64,7331.0,0.51,8804.0,0.55,30059.0,0.5,9446.0,0.63,6427.0,0.41,6576.0,0.46,26597.0,0.42,6057.0,0.37,2783.0,0.17,2810.0,0.16,15027.0,0.23,2336.0,0.15,2415.0,0.15,3258.0,0.2,10973.0,0.17
銷貨收入淨額,1633755.0,99.42,1415699.0,99.26,1582048.0,99.31,5954190.0,99.3,1488004.0,99.27,1566994.0,99.31,1426323.0,99.24,6252729.0,99.3,1643451.0,99.34,1639683.0,99.32,1790477.0,99.39,6588550.0,99.33,1536855.0,99.29,1551834.0,99.28,1630177.0,99.33,6302515.0,99.3
非控制權益（淨利／損）,36460.0,2.22,13705.0,0.96,26462.0,1.66,99748.0,1.66,42513.0,2.84,23053.0,1.46,7029.0,0.49,94187.0,1.5,84933.0,5.13,28551.0,1.73,43486.0,2.41,193092.0,2.91,33981.0,2.2,33033.0,2.11,57625.0,3.51,207271.0,3.27
非控制權益（綜合損益）,77373.0,4.71,-27703.0,-1.94,4408.0,0.28,47308.0,0.79,90214.0,6.02,-13282.0,-0.84,33773.0,2.35,141550.0,2.25,86139.0,5.21,-19167.0,-1.16,34342.0,1.91,142703.0,2.15,36866.0,2.38,36702.0,2.35,43381.0,2.64,193742.0,3.05
