,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
備供出售金融資產未實現評價損益,15637.0,0.95,4789.0,0.34,14106.0,0.89,50843.0,0.85,-8915.0,-0.59,13863.0,0.88,5717.0,0.4,-726.0,-0.01,6363.0,0.38,1165.0,0.07,-21050.0,-1.17,-14157.0,-0.21,-6175.0,-0.4,5407.0,0.35,10181.0,0.62,17154.0,0.27
其他利益及損失淨額,30599.0,1.86,25835.0,1.81,16213.0,1.02,103452.0,1.73,0.0,0.0,18513.0,1.17,9173.0,0.64,70096.0,1.11,66438.0,4.02,1419.0,0.09,11538.0,0.64,-56725.0,-0.86,0.0,0.0,38726.0,2.48,6243.0,0.38,84206.0,1.33
其他收入,10467.0,0.64,2308.0,0.16,6245.0,0.39,12565.0,0.21,14343.0,0.96,3691.0,0.23,10812.0,0.75,23252.0,0.37,44200.0,2.67,4052.0,0.25,16333.0,0.91,22340.0,0.34,10593.0,0.68,6550.0,0.42,11780.0,0.72,28472.0,0.45
其他綜合損益（淨額）,103823.0,6.32,-72275.0,-5.07,-30494.0,-1.91,-20455.0,-0.34,96724.0,6.45,3005.0,0.19,76870.0,5.35,182124.0,2.89,13060.0,0.79,-116807.0,-7.08,2918.0,0.16,-128058.0,-1.93,-14359.0,-0.93,17915.0,1.15,-43489.0,-2.65,-37755.0,-0.59
國外營運機構財務報表換算之兌換差額,85965.0,5.23,-77757.0,-5.45,-43102.0,-2.71,-91199.0,-1.52,101605.0,6.78,-7807.0,-0.49,69759.0,4.85,186586.0,2.96,7854.0,0.47,-116142.0,-7.04,17235.0,0.96,-83140.0,-1.25,-6672.0,-0.43,17585.0,1.13,-51036.0,-3.11,-44204.0,-0.7
基本每股盈餘,0.35,,0.33,,0.41,,1.11,,0.36,,0.29,,0.17,,1.12,,0.5,,0.36,,0.47,,1.12,,0.37,,0.42,,0.47,,1.78,
所得稅費用（利益）合計,21338.0,1.3,26912.0,1.89,31495.0,1.98,167473.0,2.79,48365.0,3.23,49917.0,3.16,31816.0,2.21,172115.0,2.73,53655.0,3.24,43858.0,2.66,50274.0,2.79,146177.0,2.2,18692.0,1.21,41838.0,2.68,63215.0,3.85,190729.0,3.01
推銷費用,152315.0,9.27,146261.0,10.26,173911.0,10.92,621185.0,10.36,148714.0,9.92,167880.0,10.64,193012.0,13.43,680761.0,10.81,164298.0,9.93,153806.0,9.32,182000.0,10.1,656584.0,9.9,152933.0,9.88,163532.0,10.46,172864.0,10.53,658560.0,10.38
本期淨利（淨損）,120200.0,7.31,92377.0,6.48,122811.0,7.71,363223.0,6.06,127870.0,8.53,90980.0,5.77,48462.0,3.37,361118.0,5.74,203231.0,12.28,113211.0,6.86,155462.0,8.63,459738.0,6.93,122961.0,7.94,131753.0,8.43,168902.0,10.29,630234.0,9.93
本期綜合損益總額,224023.0,13.63,20102.0,1.41,92317.0,5.8,342768.0,5.72,224594.0,14.98,93985.0,5.96,125332.0,8.72,543242.0,8.63,216291.0,13.07,-3596.0,-0.22,158380.0,8.79,331680.0,5.0,108602.0,7.02,149668.0,9.58,125413.0,7.64,592479.0,9.34
