102年1月,23.88
2月,20.78
3月,20.3
4月,20.23
5月,21.1
6月,21.49
7月,22.68
8月,23.12
9月,22.46
10月,23.88
11月,24.99
12月,25.1
103年1月,25.02
2月,24.6
3月,23.96
4月,23.54
5月,22.86
6月,22.07
7月,24.07
8月,24.57
9月,23.8
10月,22.7
11月,22.58
12月,23.26
104年1月,23.71
2月,23.66
3月,23.56
4月,23.83
5月,24.01
6月,22.46
7月,22.26
8月,21.53
9月,19.86
10月,20.59
11月,22.43
12月,22.82
105年1月,22.59
2月,22.45
3月,22.43
4月,21.63
5月,21.6
6月,21.62
7月,21.79
8月,21.99
9月,21.65
10月,21.95
11月,22.08
12月,22.84
