102年1月,19.05
2月,19.42
3月,19.38
4月,19.88
5月,19.96
6月,19.44
7月,19.79
8月,18.64
9月,18.79
10月,19.05
11月,18.84
12月,19.1
103年1月,19.56
2月,19.14
3月,19.33
4月,19.31
5月,20.02
6月,21.08
7月,21.27
8月,20.54
9月,20.41
10月,19.66
11月,19.83
12月,20.25
104年1月,20.55
2月,20.66
3月,21.14
4月,20.86
5月,21.34
6月,21.33
7月,21.37
8月,20.16
9月,18.93
10月,19.5
11月,19.42
12月,18.93
105年1月,18.63
2月,18.9
3月,19.92
4月,20.3
5月,20.23
6月,20.8
7月,21.38
8月,21.8
9月,20.97
10月,21.3
11月,21.49
12月,22.17
