,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
應收帳款淨額,583386.0,2.29,674525.0,2.74,642243.0,2.58,671769.0,2.59,624621.0,2.35,683176.0,2.51,682313.0,2.68,686115.0,2.65,670625.0,2.61,658461.0,2.36,729370.0,2.98,678755.0,2.77,600997.0,2.4,604644.0,2.32,651512.0,2.36,578578.0,2.2
應收票據淨額,247030.0,0.97,233036.0,0.95,185724.0,0.75,178017.0,0.69,145738.0,0.55,130583.0,0.48,130090.0,0.51,178472.0,0.69,161234.0,0.63,208643.0,0.75,228376.0,0.93,209522.0,0.86,196656.0,0.79,188157.0,0.72,151942.0,0.55,238187.0,0.91
投資性不動產淨額,2072173.0,8.13,2057350.0,8.36,2042531.0,8.2,2027700.0,7.83,2012868.0,7.59,1998242.0,7.34,1983587.0,7.79,2260882.0,8.72,2241321.0,8.72,2220510.0,7.97,2215238.0,9.06,2195280.0,8.96,2206444.0,8.81,2182630.0,8.38,2158179.0,7.82,2137018.0,8.14
普通股股本,8500698.0,33.37,8505668.0,34.58,8527080.0,34.23,8532555.0,32.95,8533330.0,32.17,8536903.0,31.38,8543500.0,33.53,8545383.0,32.97,8545383.0,33.24,8545383.0,30.69,8887198.0,36.33,8887198.0,36.27,8887198.0,35.48,8887198.0,34.13,9109378.0,33.01,9109378.0,34.71
未分配盈餘（或待彌補虧損）,5887650.0,23.11,5209509.0,21.18,5607853.0,22.51,5953604.0,22.99,6608031.0,24.91,6090472.0,22.38,6528779.0,25.62,6662756.0,25.7,6956185.0,27.06,5990085.0,21.51,6317395.0,25.83,6387967.0,26.07,6729455.0,26.87,5881349.0,22.58,6595537.0,23.9,7085698.0,27.0
本期所得稅負債,,,,,,,,,,,,,,,,,78605.0,0.31,22543.0,0.08,10989.0,0.04,434.0,0.0,8121.0,0.03,21303.0,0.08,92384.0,0.33,88620.0,0.34
權益總計,20378575.0,79.99,18540963.0,75.37,19811970.0,79.52,20907309.0,80.73,21802643.0,82.19,21430033.0,78.76,20947672.0,82.21,21683868.0,83.66,21517538.0,83.69,21995567.0,78.99,20001954.0,81.77,20257353.0,82.68,20738107.0,82.8,20319096.0,78.02,22045724.0,79.88,22114560.0,84.26
歸屬於母公司業主之權益合計,20289559.0,79.64,18453772.0,75.01,19730865.0,79.2,20828333.0,80.43,21729990.0,81.92,21364318.0,78.52,20891473.0,81.99,21632229.0,83.46,21458396.0,83.46,21898876.0,78.64,19906910.0,81.38,20169848.0,82.33,20653040.0,82.46,20230092.0,77.68,21960222.0,79.57,22033635.0,83.95
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,94000.0,,94000.0,,94000.0,,94000.0,,94000.0,,94000.0,,94000.0,,94000.0,,94000.0,,94000.0,,98000.0,,98000.0,,98000.0,,98000.0,,100000.0,,100000.0,
法定盈餘公積,1694417.0,6.65,1852033.0,7.53,1852033.0,7.43,1852033.0,7.15,1852033.0,6.98,1985462.0,7.3,1985462.0,7.79,1985462.0,7.66,1985462.0,7.72,2157348.0,7.75,2157348.0,8.82,2157348.0,8.81,2157348.0,8.61,2298950.0,8.83,2298950.0,8.33,2298950.0,8.76
流動負債合計,2693036.0,10.57,4221277.0,17.16,3768276.0,15.13,3369688.0,13.01,3601101.0,13.58,4657745.0,17.12,3409559.0,13.38,3101234.0,11.96,2560025.0,9.96,4618043.0,16.58,3223020.0,13.18,2796235.0,11.41,3034077.0,12.11,4547180.0,17.46,4377206.0,15.86,3348227.0,12.76
流動資產合計,3234799.0,12.7,3882123.0,15.78,3107117.0,12.47,2927283.0,11.3,2730849.0,10.29,3949378.0,14.52,2918609.0,11.45,2746474.0,10.6,2725803.0,10.6,4406903.0,15.83,2869901.0,11.73,2576773.0,10.52,2475426.0,9.88,3742699.0,14.37,3820818.0,13.84,2482242.0,9.46
無形資產,15065.0,0.06,15089.0,0.06,15081.0,0.06,15055.0,0.06,15044.0,0.06,15020.0,0.06,14998.0,0.06,14975.0,0.06,14975.0,0.06,14975.0,0.05,14975.0,0.06,14975.0,0.06,14975.0,0.06,14975.0,0.06,14975.0,0.05,14975.0,0.06
特別盈餘公積,141843.0,0.56,141843.0,0.58,141843.0,0.57,141843.0,0.55,141843.0,0.53,141843.0,0.52,141843.0,0.56,141843.0,0.55,141843.0,0.55,141843.0,0.51,141843.0,0.58,141843.0,0.58,141843.0,0.57,141843.0,0.54,141843.0,0.51,141843.0,0.54
現金及約當現金,1401586.0,5.5,1239851.0,5.04,1159202.0,4.65,1076454.0,4.16,864891.0,3.26,757335.0,2.78,881296.0,3.46,830963.0,3.21,873128.0,3.4,814717.0,2.93,682716.0,2.79,604099.0,2.47,745611.0,2.98,1028420.0,3.95,883942.0,3.2,775433.0,2.95
當期所得稅負債,89064.0,0.35,68099.0,0.28,55067.0,0.22,39844.0,0.15,56066.0,0.21,63037.0,0.23,73487.0,0.29,72292.0,0.28,,,,,,,,,,,,,,,,
短期借款,1421896.0,5.58,1989914.0,8.09,2073286.0,8.32,1497873.0,5.78,1389345.0,5.24,1188409.0,4.37,616818.0,2.42,533233.0,2.06,832865.0,3.24,1504919.0,5.4,1640646.0,6.71,927901.0,3.79,959542.0,3.83,1460354.0,5.61,2329792.0,8.44,861288.0,3.28
股本合計,8505668.0,33.39,8527081.0,34.66,8532555.0,34.25,8533330.0,32.95,8536903.0,32.18,8543500.0,31.4,8545383.0,33.54,8545383.0,32.97,8545383.0,33.24,8887198.0,31.91,8887198.0,36.33,8887198.0,36.27,8887198.0,35.48,9109378.0,34.98,9109378.0,33.01,9109378.0,34.71
負債及權益總計,,,,,,,,,,,,,,,,,25709954.0,100.0,27847121.0,100.0,24461326.0,100.0,24499681.0,100.0,25046661.0,100.0,26042718.0,100.0,27597913.0,100.0,26246509.0,100.0
負債總計,5097939.0,20.01,6059260.0,24.63,5101643.0,20.48,4990376.0,19.27,4723740.0,17.81,5778852.0,21.24,4531566.0,17.79,4236525.0,16.34,4192416.0,16.31,5851554.0,21.01,4459372.0,18.23,4242328.0,17.32,4308554.0,17.2,5723622.0,21.98,5552189.0,20.12,4131949.0,15.74
資本公積合計,704701.0,2.77,711127.0,2.89,713245.0,2.86,713022.0,2.75,714072.0,2.69,710643.0,2.61,698545.0,2.74,715041.0,2.76,707412.0,2.75,657352.0,2.36,674492.0,2.76,733595.0,2.99,733637.0,2.93,743199.0,2.85,748262.0,2.71,753539.0,2.87
資產總計,25476514.0,100.0,24600223.0,100.0,24913613.0,100.0,25897685.0,100.0,26526383.0,100.0,27208885.0,100.0,25479238.0,100.0,25920393.0,100.0,25709954.0,100.0,27847121.0,100.0,24461326.0,100.0,24499681.0,100.0,25046661.0,100.0,26042718.0,100.0,27597913.0,100.0,26246509.0,100.0
遞延所得稅負債,105940.0,0.42,105940.0,0.43,105940.0,0.43,93543.0,0.36,93543.0,0.35,93543.0,0.34,93543.0,0.37,95094.0,0.37,95094.0,0.37,95094.0,0.34,95094.0,0.39,94850.0,0.39,94850.0,0.38,94851.0,0.36,94850.0,0.34,94213.0,0.36
遞延所得稅資產,1806.0,0.01,1806.0,0.01,1806.0,0.01,2487.0,0.01,2487.0,0.01,2487.0,0.01,2487.0,0.01,1254.0,0.0,1254.0,0.0,1254.0,0.0,1254.0,0.01,1947.0,0.01,1947.0,0.01,1947.0,0.01,1947.0,0.01,265.0,0.0
非控制權益,89016.0,0.35,87191.0,0.35,81105.0,0.33,78976.0,0.3,72653.0,0.27,65715.0,0.24,56199.0,0.22,51639.0,0.2,59142.0,0.23,96691.0,0.35,95044.0,0.39,87505.0,0.36,85067.0,0.34,89004.0,0.34,85502.0,0.31,80925.0,0.31
非流動負債合計,2404903.0,9.44,1837983.0,7.47,1333367.0,5.35,1620688.0,6.26,1122639.0,4.23,1121107.0,4.12,1122007.0,4.4,1135291.0,4.38,1632391.0,6.35,1233511.0,4.43,1236352.0,5.05,1446093.0,5.9,1274477.0,5.09,1176442.0,4.52,1174983.0,4.26,783722.0,2.99
非流動資產合計,22241715.0,87.3,20718100.0,84.22,21806496.0,87.53,22970402.0,88.7,23795534.0,89.71,23259507.0,85.48,22560629.0,88.55,23173919.0,89.4,22984151.0,89.4,23440218.0,84.17,21591425.0,88.27,21922908.0,89.48,22571235.0,90.12,22300019.0,85.63,23777095.0,86.16,23764267.0,90.54
預收股款（權益項下）之約當發行股數（單位：股）,497000.0,,2141300.0,,547500.0,,77500.0,,357300.0,,659700.0,,188300.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
