,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
不動產、廠房及設備,1829302.0,7.18,1810083.0,7.36,1801523.0,7.23,1820388.0,7.03,1784828.0,6.73,1752314.0,6.44,1760510.0,6.91,1490087.0,5.75,1468769.0,5.71,1508708.0,5.42,1501385.0,6.14,1494643.0,6.1,1444734.0,5.77,1435609.0,5.51,1459178.0,5.29,1510330.0,5.75
保留盈餘合計,7723910.0,30.32,7203385.0,29.28,7601729.0,30.51,7947480.0,30.69,8601907.0,32.43,8217777.0,30.2,8656084.0,33.97,8790061.0,33.91,9083490.0,35.33,8289276.0,29.77,8616586.0,35.23,8687158.0,35.46,9028646.0,36.05,8322142.0,31.96,9036330.0,32.74,9526491.0,36.3
備供出售金融資產－非流動淨額,2330826.0,9.15,2326270.0,9.46,2731685.0,10.96,3071615.0,11.86,3160008.0,11.91,3201254.0,11.77,2977231.0,11.68,2922687.0,11.28,2817110.0,10.96,3213805.0,11.54,2224837.0,9.1,2562937.0,10.46,2690805.0,10.74,3133108.0,12.03,3754942.0,13.61,3701251.0,14.1
其他應付款,166055.0,0.65,1039495.0,4.23,182397.0,0.73,183772.0,0.71,162759.0,0.61,1041264.0,3.83,201094.0,0.79,174178.0,0.67,159681.0,0.62,1367188.0,4.91,177008.0,0.72,212613.0,0.87,193901.0,0.77,1286285.0,4.94,237743.0,0.86,251425.0,0.96
其他應收款淨額,29648.0,0.12,784973.0,3.19,129583.0,0.52,19790.0,0.08,16800.0,0.06,1056370.0,3.88,33926.0,0.13,16443.0,0.06,13701.0,0.05,1201985.0,4.32,20180.0,0.08,15658.0,0.06,14172.0,0.06,1179568.0,4.53,1250605.0,4.53,68040.0,0.26
其他權益合計,3357673.0,13.18,2014572.0,8.19,2885729.0,11.58,3636894.0,14.04,3879501.0,14.63,3894791.0,14.31,2993854.0,11.75,3584137.0,13.83,3124504.0,12.15,4067443.0,14.61,1731027.0,7.08,1864290.0,7.61,2005952.0,8.01,2057766.0,7.9,3068645.0,11.12,2646620.0,10.08
其他流動負債,82340.0,0.32,12934.0,0.05,524963.0,2.11,518859.0,2.0,1024432.0,3.86,1008265.0,3.71,1002539.0,3.93,1019720.0,3.93,525648.0,2.04,522694.0,1.88,28757.0,0.12,20131.0,0.08,25254.0,0.1,22787.0,0.09,28170.0,0.1,419141.0,1.6
其他流動資產,50436.0,0.2,23372.0,0.1,17392.0,0.07,47729.0,0.18,25325.0,0.1,13900.0,0.05,13036.0,0.05,27315.0,0.11,17184.0,0.07,25086.0,0.09,41222.0,0.17,21429.0,0.09,21693.0,0.09,44300.0,0.17,28056.0,0.1,25465.0,0.1
其他非流動負債,233907.0,0.92,229397.0,0.93,224691.0,0.9,224771.0,0.87,226604.0,0.85,224995.0,0.83,225818.0,0.89,237616.0,0.92,234624.0,0.91,235652.0,0.85,238401.0,0.97,248244.0,1.01,176519.0,0.7,178373.0,0.68,176806.0,0.64,186051.0,0.71
其他非流動資產,88500.0,0.35,96776.0,0.39,80393.0,0.32,81673.0,0.32,87074.0,0.33,90321.0,0.33,74165.0,0.29,78767.0,0.3,80038.0,0.31,74412.0,0.27,300226.0,1.23,73447.0,0.3,75295.0,0.3,138343.0,0.53,86459.0,0.31,106434.0,0.41
存貨,922713.0,3.62,926366.0,3.77,972973.0,3.91,933524.0,3.6,1053474.0,3.97,1308014.0,4.81,1177948.0,4.62,1007166.0,3.89,989931.0,3.85,1498011.0,5.38,1168037.0,4.78,1032581.0,4.21,881568.0,3.52,682856.0,2.62,839560.0,3.04,781410.0,2.98
庫藏股票,-2393.0,-0.01,-2393.0,-0.01,-2393.0,-0.01,-2393.0,-0.01,-2393.0,-0.01,-2393.0,-0.01,-2393.0,-0.01,-2393.0,-0.01,-2393.0,-0.01,-2393.0,-0.01,-2393.0,-0.01,-2393.0,-0.01,-2393.0,-0.01,-2393.0,-0.01,-2393.0,-0.01,-2393.0,-0.01
待註銷股本股數（單位：股）,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,,
應付帳款,133517.0,0.52,109460.0,0.44,131507.0,0.53,128876.0,0.5,68166.0,0.26,157408.0,0.58,114536.0,0.45,101575.0,0.39,63317.0,0.25,299591.0,1.08,114075.0,0.47,85115.0,0.35,96068.0,0.38,105427.0,0.4,88456.0,0.32,127937.0,0.49
應付票據,628.0,0.0,1910.0,0.01,1524.0,0.01,860.0,0.0,726.0,0.0,75.0,0.0,1210.0,0.0,673.0,0.0,246.0,0.0,1480.0,0.01,2179.0,0.01,615.0,0.0,1883.0,0.01,1398.0,0.01,1059.0,0.0,123.0,0.0
