,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y
投資活動之淨現金流入（流出）,-256599.0,-280297.0,-219521.0,-291712.0,47388.0,-12037.0,-70451.0,-34353.0,155095.0,148626.0,-16680.0,40076.0,20744.0,41259.0,34640.0,17574.0
折舊費用,21247.0,43352.0,66812.0,91725.0,26384.0,52863.0,79383.0,105710.0,26456.0,52199.0,77573.0,102534.0,24382.0,48425.0,71820.0,94323.0
持有供交易之金融資產（增加）減少,,,,,,,,,,,,,,-1235.0,,
採用權益法認列之關聯企業及合資損失（利益）之份額,,,5186.0,20999.0,,,0.0,0.0,,,,,,,,
攤銷費用,1325.0,2779.0,4472.0,5784.0,2102.0,4232.0,6447.0,9133.0,2394.0,4839.0,7150.0,9563.0,2324.0,4528.0,6698.0,8895.0
支付之利息,0.0,0.0,0.0,0.0,,-254.0,,-1550.0,,0.0,-3000.0,-3000.0,,,-442.0,-948.0
收取之利息,249.0,1524.0,1905.0,2332.0,102.0,417.0,596.0,3118.0,173.0,530.0,652.0,1003.0,275.0,887.0,1465.0,2283.0
收益費損項目合計,,,,,,,,,42240.0,65830.0,70799.0,147642.0,53862.0,83846.0,153696.0,320790.0
期初現金及約當現金餘額,587194.0,587194.0,587194.0,587194.0,319501.0,319501.0,319501.0,319501.0,217772.0,217772.0,217772.0,217772.0,491897.0,491897.0,491897.0,491897.0
期末現金及約當現金餘額,540608.0,239815.0,243755.0,319501.0,403690.0,486906.0,140896.0,217772.0,490521.0,536177.0,216601.0,491897.0,570599.0,615893.0,725455.0,579212.0
未實現外幣兌換損失（利益）,-4978.0,-3810.0,9200.0,4312.0,-3472.0,-4079.0,-6593.0,-10993.0,7777.0,3856.0,-22308.0,-17277.0,11876.0,9754.0,47173.0,5355.0
未實現銷貨利益（損失）,,,1646.0,,,,0.0,,,,,,,,,
本期現金及約當現金增加（減少）數,-46586.0,-347379.0,-343439.0,-267693.0,84189.0,167405.0,-178605.0,-101729.0,272749.0,318405.0,-1171.0,274125.0,78702.0,123996.0,233558.0,87315.0
本期稅前淨利（淨損）,145001.0,321733.0,381444.0,426379.0,72242.0,145760.0,220224.0,318942.0,43198.0,91227.0,219287.0,311293.0,82156.0,162059.0,163685.0,52086.0
淨確定福利負債增加(減少),,,,,,,,,-906.0,-1828.0,-3136.0,-3646.0,-997.0,-2028.0,-3049.0,-4072.0
無活絡市場之債務商品投資到期還本,,,,,,,,900.0,,,,,,,,
無活絡市場之債務工具投資到期還本,,,,,,,,,,,,0.0,,,,
營業活動之淨現金流入（流出）,221545.0,390897.0,334326.0,484767.0,40806.0,26840.0,67609.0,267604.0,113122.0,164001.0,255409.0,472152.0,64163.0,86024.0,219445.0,298057.0
營運產生之現金流入（流出）,225926.0,417061.0,389070.0,539125.0,50215.0,77948.0,148896.0,348170.0,112966.0,176008.0,292773.0,509200.0,65229.0,106007.0,262746.0,341112.0
現金增資,,,0.0,0.0,,,,,,,,,,,,
發放現金股利,,-443391.0,-443391.0,-443391.0,,0.0,-325154.0,-325154.0,,,-246329.0,-246329.0,,,-223396.0,-223396.0
發行公司債,,,0.0,0.0,,,,,,,395000.0,395000.0,,,0.0,0.0
短期借款增加,,,,,,150450.0,150450.0,,,0.0,0.0,,,,223000.0,
籌資活動之淨現金流入（流出）,12.0,-443380.0,-443382.0,-443382.0,0.0,150450.0,-174704.0,-325154.0,,18.0,-251311.0,-251311.0,,0.0,-284.0,-223286.0
繼續營業單位稅前淨利（淨損）,145001.0,321733.0,381444.0,426379.0,72242.0,145760.0,220224.0,318942.0,43198.0,91227.0,219287.0,311293.0,82156.0,162059.0,163685.0,52086.0
股份基礎給付酬勞成本,,,0.0,0.0,,,,,,,,,,,,
與營業活動相關之負債之淨變動合計,-7178.0,49700.0,35911.0,33986.0,-36903.0,1719.0,-18230.0,11475.0,11260.0,-12405.0,-55659.0,17770.0,609.0,1534.0,29576.0,6237.0
與營業活動相關之資產之淨變動合計,63547.0,-2814.0,-121498.0,-44285.0,-16248.0,-129091.0,-148090.0,-91793.0,16268.0,31356.0,58346.0,32495.0,-71398.0,-141432.0,-84211.0,-38001.0
與營業活動相關之資產及負債之淨變動合計,56369.0,46886.0,-85587.0,-10299.0,-53151.0,-127372.0,-166320.0,-80318.0,27528.0,18951.0,2687.0,50265.0,-70789.0,-139898.0,-54635.0,-31764.0
處分不動產、廠房及設備,,,,114.0,,,,0.0,,,,,,,,12.0
處分備供出售金融資產,0.0,210482.0,359309.0,478692.0,147801.0,309028.0,309028.0,314561.0,202514.0,202514.0,735288.0,894865.0,159425.0,190045.0,190045.0,190045.0
處分及報廢不動產、廠房及設備損失（利益）,,,,120.0,,,,0.0,,,,,,138.0,450.0,144.0
處分投資損失（利益）,0.0,-491.0,-773.0,-964.0,-822.0,-1111.0,-1112.0,-1252.0,-514.0,-514.0,-640.0,-865.0,1904.0,1855.0,1855.0,1855.0
處分採用權益法之投資,,,,95776.0,,,,0.0,,,,,,,,
處分採用權益法之投資損失（利益）,,,,-4089.0,,,,0.0,,,,,,,,
處分無活絡市場之債券投資,,,,,900.0,-148425.0,-149950.0,,,,,,,,,
處分無活絡市場之債務工具投資,,,,,,,,,0.0,0.0,,,,,,
調整項目合計,80925.0,95328.0,7626.0,112746.0,-22027.0,-67812.0,-71328.0,29228.0,69768.0,84781.0,73486.0,197907.0,-16927.0,-56052.0,99061.0,289026.0
資產負債表帳列之現金及約當現金,540608.0,239815.0,243755.0,319501.0,403690.0,486906.0,140896.0,217772.0,490521.0,536177.0,216601.0,491897.0,570599.0,615893.0,725455.0,579212.0
退還（支付）之所得稅,-4630.0,-27688.0,-56649.0,-56690.0,-9511.0,-51271.0,-81883.0,-82134.0,-17.0,-12537.0,-35016.0,-35051.0,-1341.0,-20870.0,-44324.0,-44390.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,27.0,0.0,0.0,,0.0,,,,,,,,,,,
金融資產減損損失,,,,,,,,,,,,10000.0,,,,167794.0
非控制權益變動,,,0.0,0.0,,,,,,,,,,,,
非金融資產減損損失,,,,,,,,,,,,24000.0,3000.0,6520.0,9520.0,19712.0
預收款項增加（減少）,,,,,,,,,,,,,,,,22356.0
