102年1月,75.34
2月,78.0
3月,77.6
4月,79.98
5月,81.34
6月,76.52
7月,72.85
8月,73.44
9月,76.68
10月,77.37
11月,72.24
12月,68.23
103年1月,68.47
2月,69.69
3月,68.31
4月,67.24
5月,62.72
6月,61.82
7月,62.68
8月,58.19
9月,56.12
10月,48.86
11月,47.07
12月,51.2
104年1月,54.48
2月,52.77
3月,53.15
4月,53.94
5月,51.71
6月,46.51
7月,43.64
8月,38.54
9月,39.41
10月,42.29
11月,46.46
12月,47.82
105年1月,42.52
2月,43.2
3月,45.65
4月,44.3
5月,48.35
6月,52.4
7月,50.27
8月,45.24
9月,44.01
10月,42.28
11月,41.49
12月,41.5
