,金額_x,金額_y,金額_x.1,金額_y.1,金額_x.2,金額_y.2,金額_x.3,金額_y.3,金額_x.4,金額_y.4,金額_x.5,金額_y.5,金額_x.6,金額_y.6,金額_x.7,金額_y.7
不影響現金流量之收益費損項目合計,-16508.0,35517.0,92907.0,148124.0,92616.0,168011.0,247323.0,343204.0,,,,,,,,
其他應付款增加（減少）,-234636.0,-256577.0,-44350.0,295974.0,-344470.0,-329491.0,-28455.0,54374.0,-178789.0,-94302.0,236523.0,128784.0,-256433.0,-199571.0,196200.0,402452.0
其他應收款（增加）減少,-35245.0,16664.0,11142.0,-98050.0,25275.0,65294.0,-69483.0,17667.0,-70803.0,-131914.0,-190305.0,-134019.0,-61417.0,13847.0,-45689.0,-41259.0
其他流動負債增加（減少）,-19158.0,-29658.0,57622.0,94723.0,-134122.0,-133354.0,-143852.0,-70794.0,-55612.0,-40775.0,-7392.0,259574.0,-209388.0,-144540.0,-131942.0,28088.0
其他流動資產（增加）減少,-2030.0,-1847.0,-1951.0,-5408.0,-4376.0,6351.0,4072.0,9361.0,1100.0,-5517.0,-9527.0,-6866.0,-446.0,-18450.0,534.0,1266.0
其他非流動資產增加,-81751.0,-256778.0,-221335.0,-250811.0,-71511.0,-64510.0,-45186.0,-48826.0,-11682.0,-41691.0,-42505.0,-50934.0,-20300.0,-54979.0,-51474.0,-511277.0
其他項目,-2158.0,1812.0,113.0,-605.0,957.0,953.0,950.0,954.0,0.0,0.0,0.0,0.0,,,,117.0
利息收入,-10128.0,-20138.0,-26827.0,-36110.0,-8917.0,-21286.0,-30751.0,-42274.0,-10854.0,-25945.0,-41003.0,-56917.0,-17187.0,-28976.0,-41026.0,-65039.0
利息費用,3396.0,6066.0,11721.0,17650.0,4305.0,9168.0,15071.0,23991.0,5719.0,10214.0,17633.0,23155.0,9546.0,18260.0,37940.0,53554.0
匯率變動對現金及約當現金之影響,30082.0,32771.0,30883.0,45934.0,9967.0,-7331.0,20257.0,75201.0,-24426.0,-25667.0,-1915.0,-33711.0,-20416.0,-55340.0,-193710.0,-137636.0
取得不動產、廠房及設備,-127492.0,-330158.0,-676377.0,-1046238.0,-78834.0,-268745.0,-442775.0,-654506.0,-83507.0,-165714.0,-307455.0,-449250.0,-755996.0,-908581.0,-1399465.0,-1463493.0
呆帳費用提列（轉列收入）數,1798.0,2227.0,1571.0,1173.0,1011.0,-138.0,472.0,-249.0,3325.0,7632.0,3271.0,853.0,-508.0,-225.0,-4044.0,-3454.0
存貨（增加）減少,415800.0,-103083.0,-234383.0,-566388.0,381175.0,221.0,414295.0,-269516.0,673242.0,517956.0,585453.0,239389.0,-68367.0,-102214.0,-199579.0,-816768.0
應付帳款增加（減少）,-302238.0,-329705.0,62556.0,121471.0,-302136.0,-176430.0,-107416.0,386511.0,-546493.0,-650659.0,-145015.0,-285541.0,961.0,-184264.0,99627.0,135588.0
應付票據增加（減少）,2327.0,6487.0,157.0,-4660.0,113027.0,294320.0,199938.0,199142.0,70939.0,-100003.0,259069.0,235943.0,-153313.0,-287067.0,232864.0,310517.0
應收帳款（增加）減少,177740.0,374238.0,-242500.0,-346776.0,393207.0,458804.0,-40437.0,-425059.0,-179369.0,448941.0,-321231.0,-133325.0,-36461.0,551315.0,-277975.0,-963338.0
應收票據（增加）減少,7281.0,-1532.0,6131.0,-2392.0,-40911.0,5972.0,-9610.0,-11222.0,8287.0,3427.0,23504.0,5743.0,31579.0,30034.0,-10907.0,-94896.0
應計退休金負債增加（減少）,-909.0,-341.0,-11.0,2095.0,-786.0,-326.0,2.0,2695.0,,,,,,,,
投資活動之淨現金流入（流出）,-850475.0,-1014528.0,-1117845.0,-1270527.0,-174223.0,-474820.0,-462887.0,-568644.0,-116725.0,-1061097.0,-858320.0,-1057499.0,-486719.0,-535489.0,-628047.0,-1328725.0
折舊費用,53619.0,108260.0,164325.0,220758.0,71152.0,144465.0,222014.0,302248.0,87020.0,174160.0,262696.0,353838.0,91479.0,182508.0,274655.0,367106.0
攤銷費用,9222.0,18388.0,27142.0,38458.0,20739.0,43285.0,64877.0,87522.0,10139.0,22333.0,34968.0,49259.0,13250.0,26558.0,41218.0,60740.0
支付之利息,-3199.0,-5930.0,-11334.0,-18022.0,-4428.0,-8209.0,-14682.0,-21134.0,-6528.0,-10705.0,-19231.0,-25985.0,-9658.0,-17405.0,-37505.0,-51904.0
收取之利息,12304.0,21025.0,22166.0,30861.0,13914.0,23999.0,26117.0,40561.0,15952.0,25530.0,32829.0,49596.0,28225.0,43727.0,56545.0,80590.0
收益費損項目合計,,,,,,,,,94198.0,171087.0,254598.0,341486.0,96257.0,196497.0,284016.0,384782.0
期初現金及約當現金餘額,1530278.0,1530278.0,1530278.0,1530278.0,1359032.0,1359032.0,1359032.0,1359032.0,1991558.0,1991558.0,1991558.0,1991558.0,2916818.0,2916818.0,2916818.0,2916818.0
期末現金及約當現金餘額,1900246.0,1810116.0,999673.0,1359032.0,1999282.0,2257300.0,1778229.0,1991558.0,3034689.0,2358627.0,2138827.0,2916818.0,2574565.0,3281666.0,3598231.0,2167550.0
本期現金及約當現金增加（減少）數,369968.0,279838.0,-530605.0,-171246.0,640250.0,898268.0,419197.0,632526.0,1043131.0,367069.0,147269.0,925260.0,-342253.0,364848.0,681413.0,-749268.0
本期稅前淨利（淨損）,842243.0,1254980.0,1749488.0,2248277.0,656178.0,1055799.0,1900208.0,2570025.0,1214732.0,1616593.0,2675589.0,3398551.0,1108779.0,1622145.0,2397667.0,3279805.0
淨確定福利負債增加(減少),,,,,,,,,218.0,-744.0,-4207.0,1430.0,-3399.0,-2918.0,-2437.0,820.0
營業活動之淨現金流入（流出）,1226024.0,924962.0,620580.0,1568745.0,1187958.0,1387837.0,1911162.0,2112108.0,1245692.0,1327939.0,2283124.0,2673005.0,919748.0,1547317.0,2290898.0,2264903.0
營運產生之現金流入（流出）,1222126.0,1172527.0,1113406.0,2058038.0,1178994.0,1539182.0,2262559.0,2458927.0,1269354.0,1663605.0,2816575.0,3243054.0,913497.0,1862151.0,2836829.0,2798060.0
發放現金股利,,,-1141414.0,-1141414.0,,,-1050101.0,-1050101.0,,,-1144610.0,-1144610.0,,,-1259071.0,-1259071.0
