102年1月,91.09
2月,84.87
3月,86.26
4月,96.27
5月,99.04
6月,93.73
7月,95.72
8月,88.47
9月,88.81
10月,91.09
11月,87.66
12月,90.13
103年1月,90.81
2月,87.87
3月,84.52
4月,83.58
5月,82.89
6月,82.23
7月,83.18
8月,76.84
9月,74.79
10月,69.11
11月,69.81
12月,69.54
104年1月,67.39
2月,70.48
3月,77.2
4月,75.91
5月,78.04
6月,84.49
7月,91.2
8月,83.61
9月,72.76
10月,76.78
11月,77.49
12月,78.57
105年1月,77.97
2月,81.79
3月,81.66
4月,78.55
5月,77.62
6月,79.03
7月,79.78
8月,80.29
9月,79.09
10月,79.7
11月,76.15
12月,76.23
