,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
不動產、廠房及設備,2277247.0,16.05,2462291.0,16.67,2744314.0,17.97,3085188.0,19.4,3120094.0,20.02,3230697.0,19.65,3439709.0,21.0,3691574.0,20.35,3700908.0,20.08,3680153.0,19.76,3771421.0,19.42,3783949.0,18.43,4407070.0,21.94,4411171.0,22.02,4722346.0,22.18,4684441.0,21.47
保留盈餘合計,4709305.0,33.19,3033440.0,20.53,3435219.0,22.49,3832119.0,24.1,4371207.0,28.05,3044980.0,18.52,3745806.0,22.87,4232457.0,23.33,5144558.0,27.92,3645816.0,19.58,4492300.0,23.13,5022383.0,24.46,5893919.0,29.35,4170992.0,20.82,4783567.0,22.47,5449618.0,24.98
備供出售金融資產－非流動淨額,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177460.0,0.83,180213.0,0.83
其他應付款,1280604.0,9.03,2421721.0,16.39,1480545.0,9.69,1831650.0,11.52,1478351.0,9.49,2538442.0,15.44,1793792.0,10.95,1911768.0,10.54,1719254.0,9.33,3000936.0,16.11,2166510.0,11.15,2018005.0,9.83,1752596.0,8.73,3114582.0,15.55,2142707.0,10.06,2339764.0,10.72
其他應收款淨額,99073.0,0.7,47982.0,0.32,61460.0,0.4,171728.0,1.08,145752.0,0.94,104503.0,0.64,249598.0,1.52,156956.0,0.87,222202.0,1.21,298061.0,1.6,356061.0,1.83,297714.0,1.45,347514.0,1.73,268716.0,1.34,327159.0,1.54,326258.0,1.5
其他權益合計,155531.0,1.1,204762.0,1.39,174382.0,1.14,239947.0,1.51,296535.0,1.9,233132.0,1.42,286077.0,1.75,486538.0,2.68,427671.0,2.32,347250.0,1.86,427973.0,2.2,314831.0,1.53,208980.0,1.04,52050.0,0.26,-13264.0,-0.06,-81797.0,-0.37
其他流動負債,90570.0,0.64,81714.0,0.55,167898.0,1.1,207979.0,1.31,75977.0,0.49,74764.0,0.45,64678.0,0.39,144986.0,0.8,87858.0,0.48,101290.0,0.54,136578.0,0.7,396827.0,1.93,181278.0,0.9,283906.0,1.42,286743.0,1.35,435091.0,1.99
其他流動資產,14867.0,0.1,14685.0,0.1,14787.0,0.1,164858.0,1.04,22579.0,0.14,157469.0,0.96,14131.0,0.09,8841.0,0.05,7741.0,0.04,16053.0,0.09,20071.0,0.1,17416.0,0.08,29752.0,0.15,42885.0,0.21,46590.0,0.22,14082.0,0.06
其他非流動負債,154760.0,1.09,153569.0,1.04,155200.0,1.02,202551.0,1.27,209183.0,1.34,206711.0,1.26,206103.0,1.26,244143.0,1.35,256128.0,1.39,321818.0,1.73,309124.0,1.59,435500.0,2.12,421352.0,2.1,374349.0,1.87,372115.0,1.75,423765.0,1.94
其他非流動資產,358120.0,2.52,521463.0,3.53,474444.0,3.11,496629.0,3.12,551325.0,3.54,483577.0,2.94,370344.0,2.26,307593.0,1.7,285963.0,1.55,295757.0,1.59,317603.0,1.64,603587.0,2.94,611291.0,3.04,638446.0,3.19,603331.0,2.83,1025977.0,4.7
存貨,2463943.0,17.37,3019048.0,20.44,3132571.0,20.51,3489168.0,21.94,3126979.0,20.07,3478901.0,21.16,3087047.0,18.85,3847264.0,21.21,3157217.0,17.13,3333945.0,17.9,3298027.0,16.98,3635946.0,17.71,3685458.0,18.35,3685922.0,18.4,3719487.0,17.47,4303514.0,19.72
庫藏股票,-21182.0,-0.15,-21182.0,-0.14,-21182.0,-0.14,-21182.0,-0.13,-21182.0,-0.14,-21182.0,-0.13,-21182.0,-0.13,-21182.0,-0.12,-21182.0,-0.11,-21182.0,-0.11,-21182.0,-0.11,-21182.0,-0.1,-21182.0,-0.11,-21182.0,-0.11,-21182.0,-0.1,-21182.0,-0.1
待註銷股本股數（單位：股）,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
應付帳款,835469.0,5.89,811905.0,5.5,1204615.0,7.89,1266651.0,7.97,971043.0,6.23,1087237.0,6.61,1164624.0,7.11,1679757.0,9.26,1129636.0,6.13,1032494.0,5.54,1544521.0,7.95,1395722.0,6.8,1395756.0,6.95,1205277.0,6.02,1477386.0,6.94,1515655.0,6.95
應付票據,8640.0,0.06,12800.0,0.09,6469.0,0.04,1652.0,0.01,114985.0,0.74,292295.0,1.78,203303.0,1.24,210823.0,1.16,277962.0,1.51,107318.0,0.58,472415.0,2.43,439597.0,2.14,282968.0,1.41,145993.0,0.73,630726.0,2.96,698520.0,3.2
應收帳款淨額,3190143.0,22.48,3015376.0,20.41,3626335.0,23.74,3757062.0,23.63,3387531.0,21.74,3288228.0,20.0,3820250.0,23.33,4286758.0,23.63,4431644.0,24.05,3816353.0,20.49,4637788.0,23.88,4394945.0,21.41,4401623.0,21.92,3780541.0,18.87,4528031.0,21.27,5159120.0,23.64
應收票據淨額,18977.0,0.13,28368.0,0.19,20391.0,0.13,29248.0,0.18,70590.0,0.45,23278.0,0.14,39117.0,0.24,41730.0,0.23,33005.0,0.18,37730.0,0.2,18127.0,0.09,35362.0,0.17,3983.0,0.02,5117.0,0.03,43428.0,0.2,123720.0,0.57
投資性不動產淨額,264665.0,1.87,263948.0,1.79,263232.0,1.72,262516.0,1.65,261800.0,1.68,261083.0,1.59,260367.0,1.59,259651.0,1.43,258934.0,1.41,258218.0,1.39,257502.0,1.33,256785.0,1.25,256069.0,1.28,255353.0,1.27,254637.0,1.2,253920.0,1.16
普通股股本,5748973.0,40.52,5748973.0,38.92,6611319.0,43.29,6611319.0,41.57,6611319.0,42.42,6611319.0,40.22,7206338.0,44.0,7206338.0,39.72,7206338.0,39.1,7206338.0,38.7,7926972.0,40.81,7926972.0,38.61,7926972.0,39.47,7926972.0,39.57,8798939.0,41.32,8798939.0,40.33
