,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
未分配盈餘（或待彌補虧損）,3427171.0,24.15,1527500.0,10.34,1929279.0,12.63,2326179.0,14.63,2865267.0,18.39,1353082.0,8.23,2053908.0,12.54,2540559.0,14.0,3452660.0,18.74,1746333.0,9.38,2592817.0,13.35,3122900.0,15.21,3994436.0,19.89,1998447.0,9.98,2611022.0,12.26,3277073.0,15.02
本期所得稅負債,,,,,,,,,,,,,,,,,473411.0,2.57,228795.0,1.23,191377.0,0.99,278855.0,1.36,470016.0,2.34,280167.0,1.4,157360.0,0.74,316292.0,1.45
權益總計,10765697.0,75.87,9996952.0,67.67,10379914.0,67.96,10844244.0,68.19,11443004.0,73.43,10643610.0,64.74,11406669.0,69.65,12103187.0,66.72,12963168.0,70.34,12143255.0,65.21,13086593.0,67.37,13503473.0,65.78,14276686.0,71.09,13247132.0,66.13,13811357.0,64.87,14417761.0,66.08
歸屬於母公司業主之權益合計,10627867.0,74.9,9863579.0,66.77,10243358.0,67.07,10705823.0,67.32,11301499.0,72.52,10506889.0,63.91,11268370.0,68.81,11955482.0,65.9,12808716.0,69.51,11953605.0,64.19,12889216.0,66.35,13306157.0,64.82,14071842.0,70.07,13063952.0,65.21,13620457.0,63.97,14217975.0,65.16
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,4190040.0,,4190040.0,,4818546.0,,4818546.0,,4818546.0,,4818546.0,,5252215.0,,5252215.0,,5252215.0,,5252215.0,,5777436.0,,5777436.0,,5777436.0,,5777436.0,,6412953.0,,6412953.0,
法定盈餘公積,1282134.0,9.04,1505940.0,10.19,1505940.0,9.86,1505940.0,9.47,1505940.0,9.66,1691898.0,10.29,1691898.0,10.33,1691898.0,9.33,1691898.0,9.18,1899483.0,10.2,1899483.0,9.78,1899483.0,9.25,1899483.0,9.46,2172545.0,10.85,2172545.0,10.2,2172545.0,9.96
流動負債合計,3198046.0,22.54,4545431.0,30.77,4666884.0,30.56,4771995.0,30.01,3837904.0,24.63,5512421.0,33.53,4669593.0,28.51,5659720.0,31.2,5047869.0,27.39,6025312.0,32.35,5854961.0,30.14,6441771.0,31.38,5235186.0,26.07,6308537.0,31.49,7014597.0,32.94,6865895.0,31.47
流動資產合計,10877195.0,76.66,11116190.0,75.25,11384544.0,74.54,11644056.0,73.22,11244355.0,72.15,12026040.0,73.15,11926901.0,72.83,13501577.0,74.42,13805691.0,74.92,13842281.0,74.33,14569793.0,75.01,15391892.0,74.98,14313458.0,71.27,14224517.0,71.01,15023425.0,70.56,15127876.0,69.33
無形資產,15317.0,0.11,11484.0,0.08,7955.0,0.05,5288.0,0.03,7233.0,0.05,10658.0,0.06,8556.0,0.05,7504.0,0.04,11574.0,0.06,189431.0,1.02,178633.0,0.92,166422.0,0.81,164884.0,0.82,158134.0,0.79,154776.0,0.73,144702.0,0.66
現金及約當現金,1900246.0,13.39,1810116.0,12.25,999673.0,6.55,1359032.0,8.55,1999282.0,12.83,2257300.0,13.73,1778229.0,10.86,1991558.0,10.98,3034689.0,16.47,2358627.0,12.67,2138827.0,11.01,2916818.0,14.21,2574565.0,12.82,3281666.0,16.38,3598231.0,16.9,2167550.0,9.93
當期所得稅負債,337792.0,2.38,180747.0,1.22,32103.0,0.21,128044.0,0.81,250016.0,1.6,209962.0,1.28,98978.0,0.6,256131.0,1.41,,,,,,,,,,,,,,,,
短期借款,626498.0,4.42,986243.0,6.68,1693343.0,11.09,1241691.0,7.81,865574.0,5.55,1223741.0,7.44,1256352.0,7.67,1336892.0,7.37,1276407.0,6.93,1440530.0,7.74,1282914.0,6.6,1845627.0,8.99,1068023.0,5.32,1192274.0,5.95,2225382.0,10.45,1460871.0,6.7
股本合計,5748973.0,40.52,6611319.0,44.75,6611319.0,43.29,6611319.0,41.57,6611319.0,42.42,7206338.0,43.84,7206338.0,44.0,7206338.0,39.72,7206338.0,39.1,7926972.0,42.57,7926972.0,40.81,7926972.0,38.61,7926972.0,39.47,8798939.0,43.92,8798939.0,41.32,8798939.0,40.33
負債及權益總計,,,,,,,,,,,,,,,,,18428227.0,100.0,18622885.0,100.0,19424779.0,100.0,20529274.0,100.0,20082649.0,100.0,20032176.0,100.0,21292356.0,100.0,21819086.0,100.0
負債總計,3423387.0,24.13,4775744.0,32.33,4892778.0,32.04,5058180.0,31.81,4140919.0,26.57,5795702.0,35.26,4970362.0,30.35,6038162.0,33.28,5465059.0,29.66,6479630.0,34.79,6338186.0,32.63,7025801.0,34.22,5805963.0,28.91,6785044.0,33.87,7480999.0,35.13,7401325.0,33.92
資本公積合計,35240.0,0.25,35240.0,0.24,43620.0,0.29,43620.0,0.27,43620.0,0.28,43621.0,0.27,51331.0,0.31,51331.0,0.28,51331.0,0.28,54749.0,0.29,63153.0,0.33,63153.0,0.31,63153.0,0.31,63153.0,0.32,72397.0,0.34,72397.0,0.33
資產總計,14189084.0,100.0,14772696.0,100.0,15272692.0,100.0,15902424.0,100.0,15583923.0,100.0,16439312.0,100.0,16377031.0,100.0,18141349.0,100.0,18428227.0,100.0,18622885.0,100.0,19424779.0,100.0,20529274.0,100.0,20082649.0,100.0,20032176.0,100.0,21292356.0,100.0,21819086.0,100.0
遞延所得稅負債,70581.0,0.5,76744.0,0.52,70694.0,0.46,83634.0,0.53,93832.0,0.6,76570.0,0.47,94666.0,0.58,134299.0,0.74,161062.0,0.87,132500.0,0.71,174101.0,0.9,148530.0,0.72,149425.0,0.74,102158.0,0.51,94287.0,0.44,111665.0,0.51
遞延所得稅資產,218192.0,1.54,236898.0,1.6,240075.0,1.57,263652.0,1.66,271448.0,1.74,292493.0,1.78,238041.0,1.45,249018.0,1.37,245651.0,1.33,238663.0,1.28,211286.0,1.09,213710.0,1.04,210296.0,1.05,225056.0,1.12,255553.0,1.2,306281.0,1.4
非控制權益,137830.0,0.97,133373.0,0.9,136556.0,0.89,138421.0,0.87,141505.0,0.91,136721.0,0.83,138299.0,0.84,147705.0,0.81,154452.0,0.84,189650.0,1.02,197377.0,1.02,197316.0,0.96,204844.0,1.02,183180.0,0.91,190900.0,0.9,199786.0,0.92
非流動負債合計,225341.0,1.59,230313.0,1.56,225894.0,1.48,286185.0,1.8,303015.0,1.94,283281.0,1.72,300769.0,1.84,378442.0,2.09,417190.0,2.26,454318.0,2.44,483225.0,2.49,584030.0,2.84,570777.0,2.84,476507.0,2.38,466402.0,2.19,535430.0,2.45
非流動資產合計,3311889.0,23.34,3656506.0,24.75,3888148.0,25.46,4258368.0,26.78,4339568.0,27.85,4413272.0,26.85,4450130.0,27.17,4639772.0,25.58,4622536.0,25.08,4780604.0,25.67,4854986.0,24.99,5137382.0,25.02,5769191.0,28.73,5807659.0,28.99,6268931.0,29.44,6691210.0,30.67
預付款項,835944.0,5.89,1140158.0,7.72,1686391.0,11.04,1206108.0,7.58,844476.0,5.42,1056389.0,6.43,1306716.0,7.98,1612855.0,8.89,1358977.0,7.37,1691801.0,9.08,2195187.0,11.3,2426478.0,11.82,1927312.0,9.6,1957183.0,9.77,2000319.0,9.39,2085954.0,9.56
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
