,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
母公司業主（淨利／損）,700663.0,13.8,336275.0,7.57,401779.0,7.21,1859582.0,9.12,539088.0,10.16,326603.0,7.07,700826.0,11.95,2075851.0,9.52,912101.0,12.7,374906.0,7.27,846484.0,12.28,2730613.0,10.7,871536.0,11.74,417355.0,7.97,612575.0,8.89,2606544.0,9.63
母公司業主（綜合損益）,799617.0,15.75,385506.0,8.68,371399.0,6.66,2018987.0,9.91,595676.0,11.22,263200.0,5.7,753771.0,12.85,2299759.0,10.55,853234.0,11.88,341455.0,6.62,927207.0,13.45,2538837.0,9.95,765685.0,10.32,260425.0,4.98,547261.0,7.94,2170889.0,8.02
營業利益（損失）,749193.0,14.76,383309.0,8.63,484033.0,8.69,1997306.0,9.8,650833.0,12.26,392514.0,8.49,793772.0,13.53,2457158.0,11.27,1196898.0,16.66,369082.0,7.15,992248.0,14.4,3287048.0,12.88,1074864.0,14.48,451576.0,8.63,685861.0,9.95,3011552.0,11.12
營業外收入及支出合計,93050.0,1.83,29428.0,0.66,10475.0,0.19,250971.0,1.23,5345.0,0.1,7107.0,0.15,50637.0,0.86,112867.0,0.52,17834.0,0.25,32779.0,0.64,66748.0,0.97,111503.0,0.44,33915.0,0.46,61790.0,1.18,89661.0,1.3,268253.0,0.99
營業成本合計,3494148.0,68.83,3262769.0,73.46,4085950.0,73.31,14723320.0,72.25,3883952.0,73.18,3353361.0,72.57,4028552.0,68.69,15577607.0,71.46,4804777.0,66.89,3588921.0,69.56,4677394.0,67.87,17473736.0,68.49,5046769.0,68.0,3674997.0,70.21,4887655.0,70.93,19068515.0,70.43
營業收入合計,5076330.0,100.0,4441329.0,100.0,5573201.0,100.0,20379206.0,100.0,5307080.0,100.0,4620754.0,100.0,5865135.0,100.0,21800013.0,100.0,7183052.0,100.0,5159535.0,100.0,6891261.0,100.0,25514586.0,100.0,7422008.0,100.0,5233988.0,100.0,6891000.0,100.0,27073564.0,100.0
營業毛利（毛損）,1582182.0,31.17,1178560.0,26.54,1487251.0,26.69,5655886.0,27.75,1423128.0,26.82,1267393.0,27.43,1836583.0,31.31,6222406.0,28.54,2378275.0,33.11,1570614.0,30.44,2213867.0,32.13,8040850.0,31.51,2375239.0,32.0,1558991.0,29.79,2003345.0,29.07,8005049.0,29.57
營業毛利（毛損）淨額,1582182.0,31.17,1178560.0,26.54,1487251.0,26.69,5655886.0,27.75,1423128.0,26.82,1267393.0,27.43,1836583.0,31.31,6222406.0,28.54,2378275.0,33.11,1570614.0,30.44,2213867.0,32.13,8040850.0,31.51,2375239.0,32.0,1558991.0,29.79,2003345.0,29.07,8005049.0,29.57
營業費用合計,832989.0,16.41,795251.0,17.91,1003218.0,18.0,3658580.0,17.95,772295.0,14.55,874879.0,18.93,1042811.0,17.78,3765248.0,17.27,1181377.0,16.45,1201532.0,23.29,1221619.0,17.73,4753802.0,18.63,1300375.0,17.52,1107415.0,21.16,1317484.0,19.12,4993497.0,18.44
研究發展費用,18218.0,0.36,20347.0,0.46,22071.0,0.4,92822.0,0.46,23468.0,0.44,24975.0,0.54,29168.0,0.5,101495.0,0.47,23257.0,0.32,24455.0,0.47,29023.0,0.42,102412.0,0.4,30470.0,0.41,25846.0,0.49,36271.0,0.53,137724.0,0.51
確定福利計畫之再衡量數,,,,,,,-28638.0,-0.14,,,,,,,-27378.0,-0.13,,,,,,,-82032.0,-0.32,,,,,,,-48043.0,-0.18
稀釋每股盈餘,1.23,,0.51,,0.61,,2.83,,0.82,,0.46,,0.98,,2.9,,1.27,,0.52,,1.08,,3.47,,1.11,,0.53,,0.7,,2.98,
稅前淨利（淨損）,842243.0,16.59,412737.0,9.29,494508.0,8.87,2248277.0,11.03,656178.0,12.36,399621.0,8.65,844409.0,14.4,2570025.0,11.79,1214732.0,16.91,401861.0,7.79,1058996.0,15.37,3398551.0,13.32,1108779.0,14.94,513366.0,9.81,775522.0,11.25,3279805.0,12.11
管理費用,106654.0,2.1,101205.0,2.28,150403.0,2.7,459059.0,2.25,137691.0,2.59,131378.0,2.84,148885.0,2.54,504032.0,2.31,164891.0,2.3,166041.0,3.22,169946.0,2.47,683644.0,2.68,203609.0,2.74,188406.0,3.6,218245.0,3.17,739247.0,2.73
繼續營業單位本期淨利（淨損）,699669.0,13.78,335656.0,7.56,404961.0,7.27,1862855.0,9.14,542165.0,10.22,327010.0,7.08,702404.0,11.98,2090360.0,9.59,918848.0,12.79,379302.0,7.35,853491.0,12.39,2752467.0,10.79,878890.0,11.84,422368.0,8.07,620789.0,9.01,2637756.0,9.74
與不重分類之項目相關之所得稅,,,,,,,,,,,,,,,,,,,,,,,-14396.0,-0.06,,,,,,,-8209.0,-0.03
與其他綜合損益組成部分相關之所得稅,19926.0,0.39,10762.0,0.24,-6422.0,-0.12,31829.0,0.16,10896.0,0.21,-15797.0,-0.34,15152.0,0.26,46364.0,0.21,,,,,,,,,,,,,,,,
財務成本淨額,3396.0,0.07,2670.0,0.06,5655.0,0.1,17650.0,0.09,4305.0,0.08,4863.0,0.11,5903.0,0.1,23991.0,0.11,5719.0,0.08,4495.0,0.09,7419.0,0.11,23155.0,0.09,9546.0,0.13,8714.0,0.17,19680.0,0.29,53554.0,0.2
銷貨收入淨額,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6891000.0,100.0,,
非控制權益（淨利／損）,-994.0,-0.02,-619.0,-0.01,3182.0,0.06,3273.0,0.02,3077.0,0.06,407.0,0.01,1578.0,0.03,14509.0,0.07,6747.0,0.09,4396.0,0.09,7007.0,0.1,21854.0,0.09,7354.0,0.1,5013.0,0.1,8214.0,0.12,31212.0,0.12
非控制權益（綜合損益）,-991.0,-0.02,-628.0,-0.01,3183.0,0.06,3429.0,0.02,3084.0,0.06,407.0,0.01,1578.0,0.03,14475.0,0.07,6747.0,0.09,5041.0,0.1,7727.0,0.11,22018.0,0.09,7528.0,0.1,4661.0,0.09,7720.0,0.11,28795.0,0.11
