102年1月,19.92
2月,21.96
3月,24.32
4月,23.65
5月,24.46
6月,23.34
7月,22.57
8月,21.2
9月,19.59
10月,19.92
11月,19.05
12月,20.21
103年1月,21.11
2月,22.5
3月,22.04
4月,22.21
5月,21.15
6月,21.6
7月,23.63
8月,20.32
9月,19.15
10月,18.81
11月,19.95
12月,20.58
104年1月,21.08
2月,21.08
3月,21.9
4月,22.19
5月,21.84
6月,21.26
7月,19.69
8月,16.79
9月,14.93
10月,15.18
11月,15.7
12月,15.26
105年1月,14.98
2月,15.45
3月,16.7
4月,18.51
5月,17.67
6月,19.69
7月,18.09
8月,16.65
9月,15.58
10月,15.3
11月,16.38
12月,16.77
