,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y
本月,1570413.0,1308013.0,1501808.0,1428802.0,1333094.0,1441950.0,1535031.0,1617716.0,1667967.0,1608977.0,1467616.0,1641025.0,1488235.0,1226253.0,1443851.0,1428903.0,1474185.0,1406194.0,1487997.0,1543281.0,1509859.0,1507478.0,1442996.0,1568559.0,1546997.0,1213925.0,1247542.0,1273970.0,1305982.0,1349534.0,1444896.0,1547850.0,1443831.0,1428897.0,1326141.0,1424331.0,1422333.0,1272939.0,1560252.0,1349991.0,1471665.0,1516521.0,1571108.0,1630587.0,1532451.0,1540044.0,1581359.0,1723659.0
本年累計,1570413.0,2878425.0,4380233.0,5809035.0,7142129.0,8584079.0,10119110.0,11736826.0,13404793.0,15013769.0,16481385.0,18122412.0,1488235.0,2714488.0,4158339.0,5587242.0,7061427.0,8467621.0,9955618.0,11498899.0,13008758.0,14516236.0,15959232.0,17527791.0,1546997.0,2760922.0,4008464.0,5282434.0,6588416.0,7937950.0,9382846.0,10930696.0,12374527.0,13803424.0,15129565.0,16553896.0,1422333.0,2695272.0,4255524.0,5605515.0,7077180.0,8593701.0,10164809.0,11795396.0,13327847.0,14867891.0,16449250.0,18172909.0
