,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
短期借款,2293993.0,23.24,1992204.0,22.27,1934021.0,22.4,1699461.0,18.6,1541983.0,17.58,1684013.0,18.5,1675964.0,17.85,1523728.0,16.25,1789243.0,19.11,1498990.0,16.51,1814283.0,19.72,2165381.0,22.45,2017201.0,20.52,1752683.0,17.3,2118541.0,19.79,1994768.0,17.83
股本合計,2320268.0,23.5,2320268.0,25.94,2320268.0,26.87,2320268.0,25.39,2320268.0,26.46,2436282.0,26.77,2436282.0,25.95,2436282.0,25.98,2436282.0,26.03,2679910.0,29.52,2679910.0,29.12,2679910.0,27.79,2679910.0,27.26,2679910.0,26.46,2679910.0,25.03,2679910.0,23.96
負債及權益總計,,,,,,,,,,,,,,,,,9361175.0,100.0,9077999.0,100.0,9202001.0,100.0,9644227.0,100.0,9829305.0,100.0,10129161.0,100.0,10704848.0,100.0,11187178.0,100.0
負債總計,4963936.0,50.28,4746565.0,53.07,4402306.0,50.98,4265636.0,46.68,3862860.0,44.04,4277407.0,47.0,4167562.0,44.39,4018506.0,42.86,4143262.0,44.26,3979111.0,43.83,4085845.0,44.4,4459642.0,46.24,4047200.0,41.17,4336607.0,42.81,4438890.0,41.47,4578441.0,40.93
資本公積合計,967.0,0.01,967.0,0.01,967.0,0.01,967.0,0.01,967.0,0.01,967.0,0.01,967.0,0.01,967.0,0.01,967.0,0.01,967.0,0.01,967.0,0.01,967.0,0.01,967.0,0.01,967.0,0.01,967.0,0.01,967.0,0.01
資產總計,9872877.0,100.0,8944322.0,100.0,8635900.0,100.0,9138241.0,100.0,8770517.0,100.0,9100843.0,100.0,9387537.0,100.0,9375932.0,100.0,9361175.0,100.0,9077999.0,100.0,9202001.0,100.0,9644227.0,100.0,9829305.0,100.0,10129161.0,100.0,10704848.0,100.0,11187178.0,100.0
遞延所得稅負債,41043.0,0.42,11053.0,0.12,13597.0,0.16,13960.0,0.15,14527.0,0.17,17050.0,0.19,24447.0,0.26,22993.0,0.25,20771.0,0.22,6439.0,0.07,11160.0,0.12,10204.0,0.11,9143.0,0.09,12123.0,0.12,16263.0,0.15,17175.0,0.15
遞延所得稅資產,112343.0,1.14,112776.0,1.26,116321.0,1.35,109753.0,1.2,108478.0,1.24,109473.0,1.2,113957.0,1.21,114979.0,1.23,110227.0,1.18,106935.0,1.18,109594.0,1.19,107982.0,1.12,59663.0,0.61,61702.0,0.61,62672.0,0.59,60762.0,0.54
非控制權益,62824.0,0.64,57704.0,0.65,76574.0,0.89,83361.0,0.91,88296.0,1.01,93194.0,1.02,104530.0,1.11,112843.0,1.2,97996.0,1.05,103157.0,1.14,118416.0,1.29,127441.0,1.32,114031.0,1.16,119223.0,1.18,147305.0,1.38,202667.0,1.81
非流動負債合計,1091672.0,11.06,1041401.0,11.64,1020114.0,11.81,1000376.0,10.95,955703.0,10.9,913114.0,10.03,875465.0,9.33,841139.0,8.97,793214.0,8.47,718285.0,7.91,677399.0,7.36,637501.0,6.61,300836.0,3.06,261069.0,2.58,537009.0,5.02,497156.0,4.44
非流動資產合計,5201917.0,52.69,4722443.0,52.8,4596602.0,53.23,5076455.0,55.55,4891871.0,55.78,4865143.0,53.46,5160661.0,54.97,5081589.0,54.2,4880958.0,52.14,5031656.0,55.43,5082343.0,55.23,5149646.0,53.4,5642264.0,57.4,5974642.0,58.98,6342832.0,59.25,6532390.0,58.39
預付款項,342990.0,3.47,232371.0,2.6,271067.0,3.14,491887.0,5.38,413905.0,4.72,471049.0,5.18,310127.0,3.3,376763.0,4.02,278205.0,2.97,229962.0,2.53,194555.0,2.11,509552.0,5.28,311306.0,3.17,302271.0,2.98,251642.0,2.35,279066.0,2.49
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
