,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
營業收入合計,4380233.0,100.0,4203846.0,100.0,4820713.0,100.0,18122414.0,100.0,4158339.0,100.0,4309282.0,100.0,4541137.0,100.0,17527760.0,100.0,4008464.0,100.0,3929486.0,100.0,3929486.0,100.0,16553896.0,100.0,4255524.0,100.0,4338177.0,100.0,4734146.0,100.0,18172909.0,100.0
營業毛利（毛損）,380370.0,8.68,275852.0,6.56,493511.0,10.24,1685153.0,9.3,497660.0,11.97,512087.0,11.88,493128.0,10.86,2087479.0,11.91,502872.0,12.55,391023.0,9.95,391023.0,9.95,2028395.0,12.25,609586.0,14.32,654118.0,15.08,696251.0,14.71,2820416.0,15.52
營業毛利（毛損）淨額,380370.0,8.68,275852.0,6.56,493511.0,10.24,1685153.0,9.3,497660.0,11.97,512087.0,11.88,493128.0,10.86,2087479.0,11.91,502872.0,12.55,391023.0,9.95,391023.0,9.95,2028395.0,12.25,609586.0,14.32,654118.0,15.08,696251.0,14.71,2820416.0,15.52
營業費用合計,287088.0,6.55,281465.0,6.7,306057.0,6.35,1158759.0,6.39,269280.0,6.48,282186.0,6.55,295759.0,6.51,1122228.0,6.4,273897.0,6.83,269123.0,6.85,269123.0,6.85,1143186.0,6.91,296348.0,6.96,308174.0,7.1,344845.0,7.28,1304089.0,7.18
確定福利計畫之再衡量數,,,,,,,18793.0,0.1,,,,,,,7792.0,0.04,,,,,,,-21688.0,-0.13,,,,,,,-7003.0,-0.04
稀釋每股盈餘,,,,,,,,,,,,,,,3.21,,0.72,,0.42,,0.42,,2.56,,0.95,,1.08,,1.13,,4.7,
稅前淨利（淨損）,89154.0,2.04,27159.0,0.65,196954.0,4.09,564570.0,3.12,248479.0,5.98,242285.0,5.62,222725.0,4.9,995381.0,5.68,221016.0,5.51,162697.0,4.14,162697.0,4.14,912495.0,5.51,318598.0,7.49,373796.0,8.62,378861.0,8.0,1580921.0,8.7
管理費用,77832.0,1.78,79454.0,1.89,83699.0,1.74,323948.0,1.79,78823.0,1.9,79749.0,1.85,84521.0,1.86,325715.0,1.86,88707.0,2.21,81588.0,2.08,81588.0,2.08,361709.0,2.19,103283.0,2.43,103624.0,2.39,118894.0,2.51,455644.0,2.51
繼續營業單位本期淨利（淨損）,68825.0,1.57,8308.0,0.2,164408.0,3.41,451728.0,2.49,206612.0,4.97,185966.0,4.32,177734.0,3.91,808247.0,4.61,178703.0,4.46,108402.0,2.76,108402.0,2.76,721086.0,4.36,260953.0,6.13,297624.0,6.86,308611.0,6.52,1289405.0,7.1
與不重分類之項目相關之所得稅,,,,,,,,,,,,,,,,,,,,,,,-3687.0,-0.02,,,,,,,-1191.0,-0.01
與其他綜合損益組成部分相關之所得稅,,,,,,,3195.0,0.02,,,,,,,1324.0,0.01,,,,,,,,,,,,,,,,
財務成本淨額,12279.0,0.28,10586.0,0.25,10391.0,0.22,43048.0,0.24,9706.0,0.23,9086.0,0.21,8217.0,0.18,34489.0,0.2,8400.0,0.21,7770.0,0.2,7770.0,0.2,30399.0,0.18,7040.0,0.17,6615.0,0.15,7643.0,0.16,29535.0,0.16
非控制權益（淨利／損）,-3159.0,-0.07,-6474.0,-0.15,3647.0,0.08,-1353.0,-0.01,4026.0,0.1,6493.0,0.15,9785.0,0.22,25355.0,0.14,3856.0,0.1,6532.0,0.17,6532.0,0.17,33318.0,0.2,5657.0,0.13,8605.0,0.2,6560.0,0.14,27610.0,0.15
非控制權益（綜合損益）,-910.0,-0.02,-5120.0,-0.12,3120.0,0.06,3877.0,0.02,4935.0,0.12,5170.0,0.12,11336.0,0.25,29754.0,0.17,2843.0,0.07,5595.0,0.14,5595.0,0.14,32722.0,0.2,4713.0,0.11,6252.0,0.14,4082.0,0.09,21409.0,0.12
