,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
備供出售金融資產未實現評價損益,80681.0,1.84,-542199.0,-12.9,-137717.0,-2.86,-192085.0,-1.06,-182184.0,-4.38,-73222.0,-1.7,207668.0,4.57,-289831.0,-1.65,-277668.0,-6.93,37619.0,0.96,37619.0,0.96,-658989.0,-3.98,390574.0,9.18,259146.0,5.97,200622.0,4.24,662141.0,3.64
其他利益及損失淨額,2376.0,0.05,8769.0,0.21,3288.0,0.07,19676.0,0.11,17977.0,0.43,11072.0,0.26,586.0,0.01,21730.0,0.12,12103.0,0.3,5110.0,0.13,5110.0,0.13,9412.0,0.06,6776.0,0.16,6448.0,0.15,7738.0,0.16,16450.0,0.09
其他收入,1075.0,0.02,31389.0,0.75,15274.0,0.32,48105.0,0.27,446.0,0.01,15401.0,0.36,18153.0,0.4,34652.0,0.2,684.0,0.02,28905.0,0.74,28905.0,0.74,49298.0,0.3,1554.0,0.04,27870.0,0.64,30527.0,0.64,62370.0,0.34
其他綜合損益（淨額）,101092.0,2.31,-533871.0,-12.7,-144321.0,-2.99,-148276.0,-0.82,-171560.0,-4.13,-84294.0,-1.96,218805.0,4.82,-137533.0,-0.78,-300526.0,-7.5,16635.0,0.42,16635.0,0.42,-632175.0,-3.82,354690.0,8.33,249867.0,5.76,140793.0,2.97,616912.0,3.39
國外營運機構財務報表換算之兌換差額,20411.0,0.47,8328.0,0.2,-6604.0,-0.14,28211.0,0.16,10624.0,0.26,-11072.0,-0.26,11137.0,0.25,145830.0,0.83,-22858.0,-0.57,-20984.0,-0.53,-20984.0,-0.53,44815.0,0.27,-35884.0,-0.84,-9279.0,-0.21,-59829.0,-1.26,-39417.0,-0.22
基本每股盈餘,0.31,,0.06,,0.7,,1.95,,0.87,,0.78,,0.69,,3.21,,0.72,,0.42,,0.42,,2.57,,0.95,,1.08,,1.13,,4.71,
所得稅費用（利益）合計,20329.0,0.46,18851.0,0.45,32546.0,0.68,112842.0,0.62,41867.0,1.01,56319.0,1.31,44991.0,0.99,187134.0,1.07,42313.0,1.06,54295.0,1.38,54295.0,1.38,191409.0,1.16,57645.0,1.35,76172.0,1.76,70250.0,1.48,291516.0,1.6
推銷費用,209256.0,4.78,202011.0,4.81,222358.0,4.61,834811.0,4.61,190457.0,4.58,202437.0,4.7,211238.0,4.65,796513.0,4.54,185190.0,4.62,187535.0,4.77,187535.0,4.77,781477.0,4.72,193065.0,4.54,204550.0,4.72,225951.0,4.77,848445.0,4.67
本期淨利（淨損）,68825.0,1.57,8308.0,0.2,164408.0,3.41,451728.0,2.49,206612.0,4.97,185966.0,4.32,177734.0,3.91,808247.0,4.61,178703.0,4.46,108402.0,2.76,108402.0,2.76,721086.0,4.36,260953.0,6.13,297624.0,6.86,308611.0,6.52,1289405.0,7.1
本期綜合損益總額,169917.0,3.88,-525563.0,-12.5,20087.0,0.42,303452.0,1.67,35052.0,0.84,101672.0,2.36,396539.0,8.73,670714.0,3.83,-121823.0,-3.04,125037.0,3.18,125037.0,3.18,88911.0,0.54,615643.0,14.47,547491.0,12.62,449404.0,9.49,1906317.0,10.49
母公司業主（淨利／損）,71984.0,1.64,14782.0,0.35,160761.0,3.33,453081.0,2.5,202586.0,4.87,179473.0,4.16,167949.0,3.7,782892.0,4.47,174847.0,4.36,101870.0,2.59,101870.0,2.59,687768.0,4.15,255296.0,6.0,289019.0,6.66,302051.0,6.38,1261795.0,6.94
母公司業主（綜合損益）,170827.0,3.9,-520443.0,-12.38,16967.0,0.35,299575.0,1.65,30117.0,0.72,96502.0,2.24,385203.0,8.48,640960.0,3.66,-124666.0,-3.11,119442.0,3.04,119442.0,3.04,56189.0,0.34,610930.0,14.36,541239.0,12.48,445322.0,9.41,1884908.0,10.37
營業利益（損失）,97982.0,2.24,-2413.0,-0.06,188783.0,3.92,539837.0,2.98,239762.0,5.77,224898.0,5.22,212203.0,4.67,973488.0,5.55,216629.0,5.4,136452.0,3.47,136452.0,3.47,884184.0,5.34,317308.0,7.46,346093.0,7.98,348239.0,7.36,1531636.0,8.43
營業外收入及支出合計,-8828.0,-0.2,29572.0,0.7,8171.0,0.17,24733.0,0.14,8717.0,0.21,17387.0,0.4,10522.0,0.23,21893.0,0.12,4387.0,0.11,26245.0,0.67,26245.0,0.67,28311.0,0.17,1290.0,0.03,27703.0,0.64,30622.0,0.65,49285.0,0.27
營業成本合計,3999863.0,91.32,3927994.0,93.44,4327202.0,89.76,16437261.0,90.7,3660679.0,88.03,3797195.0,88.12,4048009.0,89.14,15440281.0,88.09,3505592.0,87.45,3538463.0,90.05,3538463.0,90.05,14525501.0,87.75,3645938.0,85.68,3684059.0,84.92,4037895.0,85.29,15352493.0,84.48
