,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
母公司業主（淨利／損）,148081.0,5.08,208621.0,6.11,260490.0,7.21,854366.0,6.36,209263.0,6.22,270734.0,7.13,235190.0,6.09,948634.0,6.4,289175.0,8.09,306851.0,8.06,224837.0,5.49,1112850.0,7.19,288739.0,7.77,343057.0,8.27,303826.0,7.33,1205702.0,7.4
母公司業主（綜合損益）,317497.0,10.88,191817.0,5.62,201193.0,5.57,948536.0,7.06,229574.0,6.83,178340.0,4.7,335879.0,8.69,1109117.0,7.48,242272.0,6.78,175270.0,4.6,428734.0,10.48,940307.0,6.07,276213.0,7.43,228626.0,5.51,101178.0,2.44,715727.0,4.39
營業利益（損失）,234161.0,8.03,368517.0,10.79,411574.0,11.4,1387009.0,10.33,329388.0,9.8,452052.0,11.91,374802.0,9.7,1577941.0,10.64,398732.0,11.15,480461.0,12.62,553367.0,13.52,1955419.0,12.63,449614.0,12.1,597001.0,14.4,519583.0,12.53,2023364.0,12.41
營業外收入及支出合計,-12219.0,-0.42,5057.0,0.15,-10328.0,-0.29,-58912.0,-0.44,-18433.0,-0.55,5368.0,0.14,27400.0,0.71,662.0,0.0,-30533.0,-0.85,14988.0,0.39,-165117.0,-4.04,-214378.0,-1.38,-25862.0,-0.7,-51488.0,-1.24,-21953.0,-0.53,-205488.0,-1.26
營業成本合計,1989829.0,68.2,2307355.0,67.59,2429338.0,67.28,9100697.0,67.78,2266491.0,67.41,2516412.0,66.27,2607534.0,67.48,9913530.0,66.84,2327856.0,65.12,2433663.0,63.92,2600606.0,63.56,9871293.0,63.77,2337820.0,62.92,2555689.0,61.64,2658764.0,64.11,10160025.0,62.33
營業收入合計,2917694.0,100.0,3413818.0,100.0,3610616.0,100.0,13426115.0,100.0,3362458.0,100.0,3797079.0,100.0,3864379.0,100.0,14831846.0,100.0,3574556.0,100.0,3807228.0,100.0,4091717.0,100.0,15479543.0,100.0,3715766.0,100.0,4146289.0,100.0,4147015.0,100.0,16299714.0,100.0
營業毛利（毛損）,927865.0,31.8,1106463.0,32.41,1181278.0,32.72,4325418.0,32.22,1095967.0,32.59,1280667.0,33.73,1256845.0,32.52,4918316.0,33.16,1246700.0,34.88,1373565.0,36.08,1491111.0,36.44,5608250.0,36.23,1377946.0,37.08,1590600.0,38.36,1488251.0,35.89,6139689.0,37.67
營業毛利（毛損）淨額,927865.0,31.8,1106463.0,32.41,1181278.0,32.72,4325418.0,32.22,1095967.0,32.59,1280667.0,33.73,1256845.0,32.52,4918316.0,33.16,1246700.0,34.88,1373565.0,36.08,1491111.0,36.44,5608250.0,36.23,1377946.0,37.08,1590600.0,38.36,1488251.0,35.89,6139689.0,37.67
營業費用合計,693704.0,23.78,737946.0,21.62,769704.0,21.32,2938409.0,21.89,766579.0,22.8,828615.0,21.82,882043.0,22.82,3340375.0,22.52,847968.0,23.72,893104.0,23.46,937744.0,22.92,3652831.0,23.6,928332.0,24.98,993599.0,23.96,968668.0,23.36,4116325.0,25.25
研究發展費用,28253.0,0.97,23502.0,0.69,28459.0,0.79,110587.0,0.82,28592.0,0.85,31319.0,0.82,30730.0,0.8,125678.0,0.85,31592.0,0.88,32462.0,0.85,35793.0,0.87,139141.0,0.9,38305.0,1.03,35028.0,0.84,33336.0,0.8,273061.0,1.68
確定福利計畫之再衡量數,,,,,,,-21550.0,-0.16,,,,,,,-11300.0,-0.08,,,,,,,-27724.0,-0.18,,,,,,,-38998.0,-0.24
稀釋每股盈餘,0.6,,0.84,,1.05,,3.44,,0.84,,1.09,,0.95,,3.82,,1.16,,1.24,,0.91,,4.48,,1.16,,1.38,,1.22,,4.85,
稅前淨利（淨損）,221942.0,7.61,373574.0,10.94,401246.0,11.11,1328097.0,9.89,310955.0,9.25,457420.0,12.05,402202.0,10.41,1578603.0,10.64,368199.0,10.3,495449.0,13.01,388250.0,9.49,1741041.0,11.25,423752.0,11.4,545513.0,13.16,497630.0,12.0,1817876.0,11.15
管理費用,235803.0,8.08,255719.0,7.49,248164.0,6.87,989779.0,7.37,256425.0,7.63,268375.0,7.07,291695.0,7.55,1120434.0,7.55,269524.0,7.54,299326.0,7.86,296108.0,7.24,1187298.0,7.67,315002.0,8.48,325040.0,7.84,321550.0,7.75,1403331.0,8.61
繼續營業單位本期淨利（淨損）,148329.0,5.08,226892.0,6.65,274555.0,7.6,899546.0,6.7,215580.0,6.41,290359.0,7.65,255288.0,6.61,1008737.0,6.8,289379.0,8.1,329397.0,8.65,240051.0,5.87,1163961.0,7.52,277797.0,7.48,355926.0,8.58,312999.0,7.55,1170309.0,7.18
與不重分類之項目相關之所得稅,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
與其他綜合損益組成部分相關之所得稅,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
財務成本淨額,22647.0,0.78,22954.0,0.67,24052.0,0.67,94047.0,0.7,26472.0,0.79,28462.0,0.75,39379.0,1.02,125961.0,0.85,37440.0,1.05,38787.0,1.02,35108.0,0.86,150460.0,0.97,27603.0,0.74,27873.0,0.67,21892.0,0.53,164894.0,1.01
銷貨收入淨額,2913658.0,99.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非控制權益（淨利／損）,248.0,0.01,18271.0,0.54,14065.0,0.39,45180.0,0.34,6317.0,0.19,19625.0,0.52,20098.0,0.52,60103.0,0.41,204.0,0.01,22546.0,0.59,15214.0,0.37,51111.0,0.33,-10942.0,-0.29,12869.0,0.31,9173.0,0.22,-35393.0,-0.22
非控制權益（綜合損益）,5154.0,0.18,20556.0,0.6,12414.0,0.34,53375.0,0.4,5623.0,0.17,16653.0,0.44,23934.0,0.62,65228.0,0.44,-1377.0,-0.04,19283.0,0.51,20189.0,0.49,46406.0,0.3,-11428.0,-0.31,9081.0,0.22,4485.0,0.11,-44518.0,-0.27
