,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
不動產、廠房及設備,6261054.0,52.59,6247567.0,49.03,6188541.0,48.23,6353212.0,47.92,6402019.0,47.03,6646412.0,44.92,7351988.0,45.37,7774260.0,45.96,7794459.0,45.06,7770183.0,43.68,7941771.0,42.55,8152440.0,44.31,8378564.0,47.3,8676767.0,48.04,9234445.0,50.38,10388063.0,55.92
保留盈餘合計,1340183.0,11.26,1254671.0,9.85,1515161.0,11.81,1691523.0,12.76,1900786.0,13.96,1583254.0,10.7,1818444.0,11.22,2040571.0,12.06,2329746.0,13.47,2018917.0,11.35,2243754.0,12.02,2508036.0,13.63,2796775.0,15.79,2375086.0,13.15,2678912.0,14.61,2910034.0,15.66
備供出售金融資產－非流動淨額,14697.0,0.12,13945.0,0.11,13877.0,0.11,15107.0,0.11,15312.0,0.11,15654.0,0.11,13671.0,0.08,14287.0,0.08,14014.0,0.08,13657.0,0.08,12277.0,0.07,13549.0,0.07,12004.0,0.07,11238.0,0.06,11156.0,0.06,13248.0,0.07
其他應付款,578114.0,4.86,924555.0,7.26,896390.0,6.99,974308.0,7.35,763907.0,5.61,1671960.0,11.3,1088123.0,6.72,1028208.0,6.08,968556.0,5.6,1751733.0,9.85,1276691.0,6.84,1261772.0,6.86,1062540.0,6.0,1980957.0,10.97,1372968.0,7.49,1449502.0,7.8
其他應收款淨額,111413.0,0.94,159678.0,1.25,89957.0,0.7,104945.0,0.79,92372.0,0.68,192580.0,1.3,136356.0,0.84,153583.0,0.91,124224.0,0.72,230805.0,1.3,103476.0,0.55,143597.0,0.78,130047.0,0.73,88206.0,0.49,82368.0,0.45,120961.0,0.65
其他權益合計,86534.0,0.73,69730.0,0.55,10433.0,0.08,32816.0,0.25,53127.0,0.39,-39267.0,-0.27,61422.0,0.38,204619.0,1.21,157716.0,0.91,26135.0,0.15,230032.0,1.23,59781.0,0.32,47255.0,0.27,-67176.0,-0.37,-269824.0,-1.47,-391236.0,-2.11
其他流動負債,1066310.0,8.96,1134704.0,8.9,1094607.0,8.53,1402308.0,10.58,1279752.0,9.4,1159412.0,7.84,1009046.0,6.23,808133.0,4.78,650114.0,3.76,607256.0,3.41,907119.0,4.86,965399.0,5.25,811269.0,4.58,1121319.0,6.21,948965.0,5.18,689987.0,3.71
其他流動資產,161098.0,1.35,169895.0,1.33,196400.0,1.53,93616.0,0.71,169714.0,1.25,164600.0,1.11,201805.0,1.25,139313.0,0.82,212299.0,1.23,141989.0,0.8,282037.0,1.51,145709.0,0.79,141930.0,0.8,288242.0,1.6,325141.0,1.77,194815.0,1.05
其他非流動負債,476670.0,4.0,475466.0,3.73,481208.0,3.75,562797.0,4.24,592662.0,4.35,560037.0,3.79,569324.0,3.51,571784.0,3.38,581828.0,3.36,602335.0,3.39,608009.0,3.26,617292.0,3.35,323430.0,1.83,310781.0,1.72,312335.0,1.7,361934.0,1.95
其他非流動資產,269406.0,2.26,347331.0,2.73,351127.0,2.74,371270.0,2.8,500555.0,3.68,325134.0,2.2,516766.0,3.19,467170.0,2.76,437179.0,2.53,450469.0,2.53,522782.0,2.8,611904.0,3.33,748156.0,4.22,1000968.0,5.54,1310874.0,7.15,371271.0,2.0
存貨,1478846.0,12.42,1708732.0,13.41,1687870.0,13.15,1781691.0,13.44,1618718.0,11.89,1635990.0,11.06,1851284.0,11.43,1856898.0,10.98,1792554.0,10.36,1732230.0,9.74,1636294.0,8.77,1603068.0,8.71,1530208.0,8.64,1666896.0,9.23,1705910.0,9.31,1949203.0,10.49
庫藏股票,-530114.0,-4.45,-530114.0,-4.16,-530114.0,-4.13,-530114.0,-4.0,-530114.0,-3.89,-530114.0,-3.58,-530114.0,-3.27,-530114.0,-3.13,-530114.0,-3.06,-530114.0,-2.98,-530114.0,-2.84,-530114.0,-2.88,-530114.0,-2.99,-530114.0,-2.93,-530114.0,-2.89,-530114.0,-2.85
待註銷股本股數（單位：股）,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
應付帳款,556509.0,4.67,757188.0,5.94,681629.0,5.31,646223.0,4.87,718520.0,5.28,702630.0,4.75,777575.0,4.8,663996.0,3.93,629571.0,3.64,789311.0,4.44,725062.0,3.88,721917.0,3.92,727073.0,4.1,741747.0,4.11,861150.0,4.7,764837.0,4.12
應付票據,514.0,0.0,333.0,0.0,333.0,0.0,61.0,0.0,61.0,0.0,61.0,0.0,97.0,0.0,1116.0,0.01,955.0,0.01,836.0,0.0,579.0,0.0,157.0,0.0,157.0,0.0,97.0,0.0,36.0,0.0,49.0,0.0
