,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
應收帳款淨額,1382739.0,11.62,1663697.0,13.06,1699646.0,13.25,1561315.0,11.78,1430106.0,10.5,1663201.0,11.24,1898624.0,11.72,1505716.0,8.9,1481659.0,8.57,1541443.0,8.67,1817451.0,9.74,1502657.0,8.17,1388349.0,7.84,1619335.0,8.97,1536756.0,8.38,1521658.0,8.19
應收票據淨額,189834.0,1.59,204982.0,1.61,179155.0,1.4,158676.0,1.2,148032.0,1.09,177221.0,1.2,223093.0,1.38,187029.0,1.11,199064.0,1.15,202479.0,1.14,238402.0,1.28,215745.0,1.17,178708.0,1.01,193394.0,1.07,191001.0,1.04,208668.0,1.12
投資性不動產淨額,,,,,,,,,,,,,,,,,,,65589.0,0.37,67304.0,0.36,64021.0,0.35,62801.0,0.35,60296.0,0.33,57531.0,0.31,55740.0,0.3
普通股股本,2941330.0,24.71,2941330.0,23.08,2941330.0,22.92,2941330.0,22.18,2941330.0,21.61,2941330.0,19.88,2941330.0,18.15,2941330.0,17.39,2941330.0,17.0,2941330.0,16.54,2941330.0,15.76,2941330.0,15.99,2941330.0,16.61,2941330.0,16.28,2941330.0,16.05,2941330.0,15.83
未分配盈餘（或待彌補虧損）,700784.0,5.89,570651.0,4.48,831141.0,6.48,1050728.0,7.92,1259991.0,9.26,857023.0,5.79,1092213.0,6.74,1314340.0,7.77,1603515.0,9.27,1197823.0,6.73,1422660.0,7.62,1686942.0,9.17,1975681.0,11.15,1442707.0,7.99,1746533.0,9.53,1977655.0,10.65
本期所得稅負債,,,,,,,,,,,,,,,,,165465.0,0.96,198341.0,1.12,244796.0,1.31,159599.0,0.87,183295.0,1.03,259705.0,1.44,294276.0,1.61,373526.0,2.01
權益總計,4280614.0,35.96,4244562.0,33.31,4458169.0,34.74,4627652.0,34.9,4862849.0,35.72,4508799.0,30.48,4868236.0,30.04,5252578.0,31.05,5493473.0,31.76,5092803.0,28.63,5541735.0,29.69,5644077.0,30.68,5908862.0,33.36,5500660.0,30.45,5606323.0,30.59,5622710.0,30.27
歸屬於母公司業主之權益合計,4124730.0,34.65,4068294.0,31.93,4269487.0,33.27,4468232.0,33.7,4697806.0,34.51,4379640.0,29.6,4715519.0,29.1,5080843.0,30.04,5323115.0,30.77,4977054.0,27.98,5405788.0,28.96,5499819.0,29.89,5776032.0,32.61,5359201.0,29.67,5460379.0,29.79,5570089.0,29.98
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,46041259.0,,46041259.0,,46041259.0,,46041259.0,,46041259.0,,46041259.0,,46041259.0,,46041259.0,,46041259.0,,46041259.0,,46041259.0,,46041259.0,,46041259.0,,46041259.0,,46041259.0,,46041259.0,
法定盈餘公積,83666.0,0.7,128287.0,1.01,128287.0,1.0,128287.0,0.97,128287.0,0.94,213723.0,1.44,213723.0,1.32,213723.0,1.26,213723.0,1.24,308586.0,1.73,308586.0,1.65,308586.0,1.68,308586.0,1.74,419871.0,2.32,419871.0,2.29,419871.0,2.26
流動負債合計,3657453.0,30.72,4534956.0,35.59,4688222.0,36.54,5122599.0,38.64,5116066.0,37.58,6379946.0,43.12,7218266.0,44.55,6178713.0,36.53,6145205.0,35.52,6914884.0,38.87,7372563.0,39.5,6871475.0,37.35,5853187.0,33.04,6743614.0,37.34,5659211.0,30.87,5192049.0,27.95
流動資產合計,5166153.0,43.4,5940454.0,46.62,6084219.0,47.42,6313685.0,47.62,6490813.0,47.68,7602811.0,51.39,8164511.0,50.39,8498553.0,50.24,8892769.0,51.41,9328071.0,52.44,9959924.0,53.36,9391406.0,51.04,8345616.0,47.12,8146981.0,45.1,7549915.0,41.19,7476410.0,40.25
無形資產,105417.0,0.89,105417.0,0.83,105417.0,0.82,105417.0,0.8,105417.0,0.77,105417.0,0.71,105417.0,0.65,105417.0,0.62,105417.0,0.61,105417.0,0.59,105417.0,0.56,105417.0,0.57,105417.0,0.6,105417.0,0.58,105417.0,0.58,105417.0,0.57
特別盈餘公積,555733.0,4.67,555733.0,4.36,555733.0,4.33,512508.0,3.87,512508.0,3.76,512508.0,3.46,512508.0,3.16,512508.0,3.03,512508.0,2.96,512508.0,2.88,512508.0,2.75,512508.0,2.79,512508.0,2.89,512508.0,2.84,512508.0,2.8,512508.0,2.76
現金及約當現金,1701893.0,14.3,1916502.0,15.04,2122023.0,16.54,2520975.0,19.01,2865804.0,21.05,3463937.0,23.41,3634945.0,22.43,4461887.0,26.38,4919276.0,28.44,5298974.0,29.79,5532859.0,29.64,5330938.0,28.97,3923623.0,22.15,4023693.0,22.28,3554290.0,19.39,3161685.0,17.02
當期所得稅負債,98975.0,0.83,138982.0,1.09,192784.0,1.5,106309.0,0.8,134015.0,0.98,146976.0,0.99,180292.0,1.11,171578.0,1.01,,,,,,,,,,,,,,,,
短期借款,1317036.0,11.06,1505505.0,11.81,1712510.0,13.35,1945686.0,14.67,2134851.0,15.68,2563932.0,17.33,3923154.0,24.21,3405688.0,20.13,3620544.0,20.93,3457295.0,19.44,4102381.0,21.98,3612664.0,19.63,2868922.0,16.2,2394862.0,13.26,1826998.0,9.97,1624233.0,8.74
股本合計,2941330.0,24.71,2941330.0,23.08,2941330.0,22.92,2941330.0,22.18,2941330.0,21.61,2941330.0,19.88,2941330.0,18.15,2941330.0,17.39,2941330.0,17.0,2941330.0,16.54,2941330.0,15.76,2941330.0,15.99,2941330.0,16.61,2941330.0,16.28,2941330.0,16.05,2941330.0,15.83
負債及權益總計,,,,,,,,,,,,,,,,,17298465.0,100.0,17788013.0,100.0,18664102.0,100.0,18399335.0,100.0,17713156.0,100.0,18062265.0,100.0,18329936.0,100.0,18577168.0,100.0
負債總計,7623862.0,64.04,8498416.0,66.69,8373116.0,65.26,8630899.0,65.1,8751057.0,64.28,10286095.0,69.52,11335388.0,69.96,11661736.0,68.95,11804992.0,68.24,12695210.0,71.37,13122367.0,70.31,12755258.0,69.32,11804294.0,66.64,12561605.0,69.55,12723613.0,69.41,12954458.0,69.73
資本公積合計,286797.0,2.41,332677.0,2.61,332677.0,2.59,332677.0,2.51,332677.0,2.44,424437.0,2.87,424437.0,2.62,424437.0,2.51,424437.0,2.45,520786.0,2.93,520786.0,2.79,520786.0,2.83,520786.0,2.94,640075.0,3.54,640075.0,3.49,640075.0,3.45
資產總計,11904476.0,100.0,12742978.0,100.0,12831285.0,100.0,13258551.0,100.0,13613906.0,100.0,14794894.0,100.0,16203624.0,100.0,16914314.0,100.0,17298465.0,100.0,17788013.0,100.0,18664102.0,100.0,18399335.0,100.0,17713156.0,100.0,18062265.0,100.0,18329936.0,100.0,18577168.0,100.0
遞延所得稅負債,477410.0,4.01,477410.0,3.75,477410.0,3.72,538703.0,4.06,538703.0,3.96,538703.0,3.64,538703.0,3.32,605543.0,3.58,605543.0,3.5,605543.0,3.4,605543.0,3.24,769801.0,4.18,769801.0,4.35,769801.0,4.26,769801.0,4.2,856313.0,4.61
遞延所得稅資產,12663.0,0.11,12663.0,0.1,12663.0,0.1,24105.0,0.18,24105.0,0.18,24105.0,0.16,24105.0,0.15,27461.0,0.16,27461.0,0.16,27461.0,0.15,27461.0,0.15,33432.0,0.18,33432.0,0.19,33432.0,0.19,33432.0,0.18,139853.0,0.75
非控制權益,155884.0,1.31,176268.0,1.38,188682.0,1.47,159420.0,1.2,165043.0,1.21,129159.0,0.87,152717.0,0.94,171735.0,1.02,170358.0,0.98,115749.0,0.65,135947.0,0.73,144258.0,0.78,132830.0,0.75,141459.0,0.78,145944.0,0.8,52621.0,0.28
非流動負債合計,3966409.0,33.32,3963460.0,31.1,3684894.0,28.72,3508300.0,26.46,3634991.0,26.7,3906149.0,26.4,4117122.0,25.41,5483023.0,32.42,5659787.0,32.72,5780326.0,32.5,5749804.0,30.81,5883783.0,31.98,5951107.0,33.6,5817991.0,32.21,7064402.0,38.54,7762409.0,41.78
非流動資產合計,6738323.0,56.6,6802524.0,53.38,6747066.0,52.58,6944866.0,52.38,7123093.0,52.32,7192083.0,48.61,8039113.0,49.61,8415761.0,49.76,8405696.0,48.59,8459942.0,47.56,8704178.0,46.64,9007929.0,48.96,9367540.0,52.88,9915284.0,54.9,10780021.0,58.81,11100758.0,59.75
預付款項,135569.0,1.14,116968.0,0.92,108218.0,0.84,92467.0,0.7,165360.0,1.21,304458.0,2.06,218404.0,1.35,194077.0,1.15,163251.0,0.94,127205.0,0.72,307801.0,1.65,186262.0,1.01,365460.0,2.06,254000.0,1.41,141389.0,0.77,109100.0,0.59
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
