,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y
本月,1127371.0,735402.0,1055229.0,1093788.0,1133656.0,1187982.0,1163292.0,1216362.0,1229422.0,1088522.0,1167826.0,1230345.0,1285937.0,907636.0,1168083.0,1192849.0,1313733.0,1279456.0,1208800.0,1355460.0,1333210.0,1212814.0,1211243.0,1357623.0,1350107.0,1026051.0,1198066.0,1239604.0,1258946.0,1311253.0,1276023.0,1394982.0,1418694.0,1283879.0,1275104.0,1463182.0,1437843.0,995051.0,1282002.0,1321812.0,1387065.0,1435185.0,1316773.0,1441299.0,1388798.0,1312066.0,1376667.0,1583771.0
本年累計,1127371.0,1862773.0,2918002.0,4011790.0,5145446.0,6333428.0,7496720.0,8713082.0,9942504.0,11031026.0,12198852.0,13429197.0,1285937.0,2193573.0,3361656.0,4554505.0,5868238.0,7147694.0,8356494.0,9711954.0,11045164.0,12257978.0,13469221.0,14826844.0,1350107.0,2376158.0,3574224.0,4813828.0,6072774.0,7384027.0,8660050.0,10055032.0,11473726.0,12757605.0,14032484.0,15495666.0,1437843.0,2432894.0,3714896.0,5036708.0,6424643.0,7859828.0,9176601.0,10620127.0,12008925.0,13320991.0,14697658.0,16281429.0
