102年1月,28.56
2月,28.43
3月,28.47
4月,28.48
5月,32.21
6月,33.23
7月,39.34
8月,38.84
9月,41.5
10月,49.08
11月,46.43
12月,45.72
103年1月,43.06
2月,46.17
3月,59.42
4月,58.54
5月,58.84
6月,62.66
7月,67.95
8月,63.08
9月,60.79
10月,51.95
11月,51.04
12月,55.12
104年1月,56.15
2月,57.48
3月,62.24
4月,68.64
5月,66.6
6月,66.5
7月,66.17
8月,73.36
9月,71.58
10月,71.55
11月,68.97
12月,66.58
105年1月,59.92
2月,62.35
3月,63.72
4月,61.34
5月,61.94
6月,65.12
7月,68.89
8月,70.51
9月,69.99
10月,68.46
11月,64.67
12月,62.8
