,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
歸屬於母公司業主之權益合計,11797831.0,33.47,11347502.0,30.84,11638229.0,31.16,12620511.0,32.82,13149178.0,34.09,13139724.0,32.68,13563152.0,33.19,13798665.0,33.33,14143437.0,34.1,13197294.0,33.04,13741174.0,33.91,13634097.0,34.06,14117566.0,36.55,13979743.0,36.65,14422119.0,38.03,14767630.0,39.0
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,40688225.0,,40688225.0,,40688225.0,,40688225.0,,40688225.0,,40688225.0,,52894691.0,,52894691.0,,52894691.0,,52894691.0,,52894691.0,,52894691.0,,52894691.0,,52894691.0,,52894691.0,,52894691.0,
法定盈餘公積,,,,,,,,,,,,,,,,,1448344.0,3.49,,,,,,,,,,,,,,
流動負債合計,13900605.0,39.44,14574215.0,39.61,15122886.0,40.49,14983556.0,38.96,14316105.0,37.11,15627957.0,38.86,17367125.0,42.5,16389411.0,39.59,16336217.0,39.39,16150909.0,40.44,15929809.0,39.31,16856198.0,42.11,15760007.0,40.8,15758930.0,41.31,15576013.0,41.08,15899996.0,41.99
流動資產合計,20141455.0,57.15,21422220.0,58.22,22002753.0,58.91,21218382.0,55.17,20971573.0,54.37,22323981.0,55.52,22735411.0,55.64,22293725.0,53.86,22276990.0,53.71,21068742.0,52.75,21299264.0,52.56,20748646.0,51.84,19608669.0,50.76,19233940.0,50.42,19331754.0,50.98,19613298.0,51.8
無形資產,140025.0,0.4,140340.0,0.38,139566.0,0.37,139989.0,0.36,146238.0,0.38,144849.0,0.36,145548.0,0.36,147462.0,0.36,146455.0,0.35,145363.0,0.36,148681.0,0.37,148300.0,0.37,144274.0,0.37,144436.0,0.38,142788.0,0.38,144391.0,0.38
特別盈餘公積,,,,,,,,,,,,,,,,,42994.0,0.1,,,,,,,,,,,,,,
現金及約當現金,3426246.0,9.72,4049047.0,11.0,4101737.0,10.98,4231886.0,11.0,4026127.0,10.44,4013614.0,9.98,3449809.0,8.44,3825014.0,9.24,3703528.0,8.93,4058556.0,10.16,4405308.0,10.87,4404597.0,11.0,4111512.0,10.64,3713712.0,9.74,3207919.0,8.46,2919140.0,7.71
當期所得稅負債,220608.0,0.63,187356.0,0.51,210444.0,0.56,246013.0,0.64,282392.0,0.73,178844.0,0.44,104353.0,0.26,225828.0,0.55,,,,,,,,,,,,,,,,
短期借款,5753148.0,16.32,4822340.0,13.11,5015605.0,13.43,5690808.0,14.8,5305399.0,13.75,5245449.0,13.04,7335812.0,17.95,5314276.0,12.84,6186127.0,14.91,6277846.0,15.72,6347586.0,15.66,6694852.0,16.73,6273260.0,16.24,5620180.0,14.73,6374649.0,16.81,7051378.0,18.62
股本合計,5664572.0,16.07,5664572.0,15.39,5664572.0,15.17,5664572.0,14.73,5664572.0,14.69,7363944.0,18.31,7363944.0,18.02,7363944.0,17.79,7363944.0,17.75,7363944.0,18.44,7363944.0,18.17,7363944.0,18.4,7363944.0,19.06,7363944.0,19.3,7363944.0,19.42,7363944.0,19.45
負債及權益總計,,,,,,,,,,,,,,,,,41477329.0,100.0,39938400.0,100.0,40522443.0,100.0,40027543.0,100.0,38630622.0,100.0,38146156.0,100.0,37918245.0,100.0,37864292.0,100.0
負債總計,17743028.0,50.34,19790685.0,53.79,20073302.0,53.75,19669730.0,51.15,19155994.0,49.66,20920529.0,52.02,21090766.0,51.62,21450738.0,51.82,21355333.0,51.49,20782718.0,52.04,20763940.0,51.24,20778937.0,51.91,18868055.0,48.84,18525662.0,48.56,18057493.0,47.62,17681278.0,46.7
資本公積合計,2326468.0,6.6,2326642.0,6.32,2374875.0,6.36,2320974.0,6.04,2320974.0,6.02,2337200.0,5.81,2377847.0,5.82,2377966.0,5.74,2377966.0,5.73,2377966.0,5.95,2430782.0,6.0,2432809.0,6.08,2433202.0,6.3,2432908.0,6.38,2470076.0,6.51,2471263.0,6.53
資產總計,35244968.0,100.0,36795244.0,100.0,37346981.0,100.0,38458006.0,100.0,38573537.0,100.0,40212454.0,100.0,40859049.0,100.0,41395137.0,100.0,41477329.0,100.0,39938400.0,100.0,40522443.0,100.0,40027543.0,100.0,38630622.0,100.0,38146156.0,100.0,37918245.0,100.0,37864292.0,100.0
遞延所得稅負債,29629.0,0.08,31466.0,0.09,26643.0,0.07,133710.0,0.35,134208.0,0.35,129616.0,0.32,137707.0,0.34,156035.0,0.38,137537.0,0.33,140357.0,0.35,172696.0,0.43,68683.0,0.17,54356.0,0.14,35802.0,0.09,40779.0,0.11,49220.0,0.13
遞延所得稅資產,204207.0,0.58,200994.0,0.55,196157.0,0.53,239938.0,0.62,254393.0,0.66,247650.0,0.62,239885.0,0.59,208674.0,0.5,199657.0,0.48,168832.0,0.42,233761.0,0.58,182652.0,0.46,214215.0,0.55,208804.0,0.55,204445.0,0.54,205990.0,0.54
非控制權益,5704109.0,16.18,5657057.0,15.37,5635450.0,15.09,6167765.0,16.04,6268365.0,16.25,6152201.0,15.3,6205131.0,15.19,6145734.0,14.85,5978559.0,14.41,5958388.0,14.92,6017329.0,14.85,5614509.0,14.03,5645001.0,14.61,5640751.0,14.79,5438633.0,14.34,5415384.0,14.3
非流動負債合計,3842423.0,10.9,5216470.0,14.18,4950416.0,13.26,4686174.0,12.19,4839889.0,12.55,5292572.0,13.16,3723641.0,9.11,5061327.0,12.23,5019116.0,12.1,4631809.0,11.6,4834131.0,11.93,3922739.0,9.8,3108048.0,8.05,2766732.0,7.25,2481480.0,6.54,1781282.0,4.7
非流動資產合計,15103513.0,42.85,15373024.0,41.78,15344228.0,41.09,17239624.0,44.83,17601964.0,45.63,17888473.0,44.48,18123638.0,44.36,19101412.0,46.14,19200339.0,46.29,18869658.0,47.25,19223179.0,47.44,19278897.0,48.16,19021953.0,49.24,18912216.0,49.58,18586491.0,49.02,18250994.0,48.2
預付款項,1151641.0,3.27,1276338.0,3.47,2411991.0,6.46,703697.0,1.83,1838105.0,4.77,1860396.0,4.63,1731986.0,4.24,1037010.0,2.51,2017602.0,4.86,1697945.0,4.25,1176169.0,2.9,628173.0,1.57,1309524.0,3.39,1436847.0,3.77,1421693.0,3.75,724962.0,1.91
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
