,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
備供出售金融資產未實現評價損益,28361.0,0.13,102535.0,0.48,13089.0,0.06,-113931.0,-0.13,117281.0,0.54,325584.0,1.44,-268333.0,-1.16,145893.0,0.16,306465.0,1.53,-218878.0,-1.17,-60775.0,-0.3,87588.0,0.11,69712.0,0.39,21450.0,0.12,71500.0,0.37,162662.0,0.21
其他利益及損失淨額,116125.0,0.54,101280.0,0.48,156339.0,0.68,1872996.0,2.07,102924.0,0.47,95150.0,0.42,445551.0,1.93,556155.0,0.61,53282.0,0.27,86677.0,0.46,-41457.0,-0.21,-278438.0,-0.36,82477.0,0.46,259951.0,1.41,261934.0,1.36,752388.0,0.99
其他收入,6571.0,0.03,5097.0,0.02,28648.0,0.12,30433.0,0.03,4231.0,0.02,5127.0,0.02,3829.0,0.02,23448.0,0.03,3726.0,0.02,7544.0,0.04,11547.0,0.06,32160.0,0.04,6191.0,0.03,4129.0,0.02,4865.0,0.03,29508.0,0.04
其他綜合損益（淨額）,295849.0,1.39,328277.0,1.54,-150595.0,-0.66,394395.0,0.44,272946.0,1.26,106963.0,0.47,-2435.0,-0.01,841949.0,0.92,86631.0,0.43,-392683.0,-2.1,310651.0,1.56,-195505.0,-0.25,-85920.0,-0.48,-289182.0,-1.57,-387414.0,-2.01,-943268.0,-1.24
國外營運機構財務報表換算之兌換差額,267488.0,1.25,225742.0,1.06,-163684.0,-0.71,496237.0,0.55,155665.0,0.72,-218621.0,-0.96,265898.0,1.15,699978.0,0.76,-219834.0,-1.09,-173805.0,-0.93,371426.0,1.86,-282505.0,-0.36,-155632.0,-0.88,-310632.0,-1.69,-458914.0,-2.38,-1101871.0,-1.45
基本每股盈餘,0.45,,0.08,,0.63,,3.42,,0.68,,0.6,,0.73,,1.7,,0.23,,0.14,,0.5,,0.87,,0.73,,0.77,,0.83,,3.01,
所得稅費用（利益）合計,46868.0,0.22,58157.0,0.27,78012.0,0.34,336698.0,0.37,105934.0,0.49,89413.0,0.39,68308.0,0.3,492216.0,0.54,93381.0,0.47,108057.0,0.58,92235.0,0.46,482484.0,0.62,81345.0,0.46,84405.0,0.46,112199.0,0.58,579420.0,0.76
推銷費用,1062525.0,4.98,1123805.0,5.29,1094128.0,4.76,4554544.0,5.03,1096310.0,5.04,1138407.0,5.02,1086848.0,4.71,4562967.0,4.97,1082096.0,5.39,1158512.0,6.19,1314978.0,6.6,4374528.0,5.59,1182932.0,6.67,1242794.0,6.74,1243961.0,6.46,4759671.0,6.28
本期淨利（淨損）,291215.0,1.36,-64171.0,-0.3,423086.0,1.84,2256640.0,2.49,367411.0,1.69,383417.0,1.69,542341.0,2.35,999577.0,1.09,89692.0,0.45,139412.0,0.74,390722.0,1.96,486215.0,0.62,597271.0,3.37,647002.0,3.51,744922.0,3.87,2561262.0,3.38
本期綜合損益總額,587064.0,2.75,264106.0,1.24,272491.0,1.19,2651035.0,2.93,640357.0,2.95,490380.0,2.16,539906.0,2.34,1841526.0,2.01,176323.0,0.88,-253271.0,-1.35,701373.0,3.52,290710.0,0.37,511351.0,2.88,357820.0,1.94,357508.0,1.86,1617994.0,2.13
母公司業主（淨利／損）,237726.0,1.11,40483.0,0.19,331903.0,1.44,1795696.0,1.98,356947.0,1.64,314063.0,1.39,496109.0,2.15,1162573.0,1.27,158238.0,0.79,97708.0,0.52,342964.0,1.72,591381.0,0.76,498961.0,2.81,526856.0,2.86,569652.0,2.96,2058380.0,2.72
母公司業主（綜合損益）,440629.0,2.06,229246.0,1.08,242494.0,1.06,1948551.0,2.15,528667.0,2.43,540866.0,2.39,382692.0,1.66,1687619.0,1.84,344772.0,1.72,-209748.0,-1.12,491064.0,2.46,516983.0,0.66,483076.0,2.72,377947.0,2.05,405208.0,2.11,1610555.0,2.12
營業利益（損失）,250873.0,1.17,-101053.0,-0.48,383654.0,1.67,840305.0,0.93,425758.0,1.96,441550.0,1.95,211514.0,0.92,1148670.0,1.25,212731.0,1.06,249661.0,1.33,570411.0,2.86,1541660.0,1.97,707467.0,3.99,566377.0,3.07,660359.0,3.43,2743702.0,3.62
營業外收入及支出合計,87210.0,0.41,95039.0,0.45,117444.0,0.51,1753033.0,1.94,47587.0,0.22,31280.0,0.14,399135.0,1.73,343123.0,0.37,-29658.0,-0.15,1760.0,0.01,-87454.0,-0.44,-572961.0,-0.73,-28851.0,-0.16,165030.0,0.9,196762.0,1.02,396980.0,0.52
營業成本合計,19418268.0,90.92,19646474.0,92.42,20908851.0,90.97,82822769.0,91.54,19579545.0,90.05,20582559.0,90.78,21127301.0,91.59,83742961.0,91.28,18212106.0,90.7,16757103.0,89.53,17556210.0,88.1,69848045.0,89.26,15327265.0,86.38,16019949.0,86.93,16776058.0,87.15,65867986.0,86.9
營業收入合計,21357129.0,100.0,21257781.0,100.0,22984709.0,100.0,90478017.0,100.0,21742705.0,100.0,22672001.0,100.0,23067717.0,100.0,91740920.0,100.0,20079300.0,100.0,18716305.0,100.0,19927554.0,100.0,78252167.0,100.0,17743529.0,100.0,18428958.0,100.0,19248564.0,100.0,75795660.0,100.0
營業毛利（毛損）,1938861.0,9.08,1611307.0,7.58,2075858.0,9.03,7655248.0,8.46,2163160.0,9.95,2089442.0,9.22,1940416.0,8.41,7997959.0,8.72,1867194.0,9.3,1959202.0,10.47,2371344.0,11.9,8404122.0,10.74,2416264.0,13.62,2409009.0,13.07,2472506.0,12.85,9927674.0,13.1
營業毛利（毛損）淨額,1938861.0,9.08,1611307.0,7.58,2075858.0,9.03,7655248.0,8.46,2163160.0,9.95,2089442.0,9.22,1940416.0,8.41,7997959.0,8.72,1867194.0,9.3,1959202.0,10.47,2371344.0,11.9,8404122.0,10.74,2416264.0,13.62,2409009.0,13.07,2472506.0,12.85,9927674.0,13.1
營業費用合計,1687988.0,7.9,1712360.0,8.06,1692204.0,7.36,6814943.0,7.53,1737402.0,7.99,1647892.0,7.27,1728902.0,7.49,6849289.0,7.47,1654463.0,8.24,1709541.0,9.13,1800933.0,9.04,6862462.0,8.77,1708797.0,9.63,1842632.0,10.0,1812147.0,9.41,7183972.0,9.48
研究發展費用,18797.0,0.09,27422.0,0.13,11301.0,0.05,99166.0,0.11,24042.0,0.11,25619.0,0.11,29350.0,0.13,124847.0,0.14,25868.0,0.13,27231.0,0.15,25888.0,0.13,104130.0,0.13,24914.0,0.14,22835.0,0.12,34004.0,0.18,112129.0,0.15
確定福利計畫之再衡量數,,,,,,,12994.0,0.01,,,,,,,-4055.0,0.0,,,,,,,-470.0,0.0,,,,,,,-5063.0,-0.01
稀釋每股盈餘,,,0.08,,0.63,,3.41,,,,0.6,,0.73,,1.7,,0.23,,0.14,,0.5,,0.86,,0.73,,0.77,,0.83,,3.0,
稅前淨利（淨損）,338083.0,1.58,-6014.0,-0.03,501098.0,2.18,2593338.0,2.87,473345.0,2.18,472830.0,2.09,610649.0,2.65,1491793.0,1.63,183073.0,0.91,251421.0,1.34,482957.0,2.42,968699.0,1.24,678616.0,3.82,731407.0,3.97,857121.0,4.45,3140682.0,4.14
管理費用,606666.0,2.84,561133.0,2.64,586775.0,2.55,2161233.0,2.39,617050.0,2.84,483866.0,2.13,612704.0,2.66,2161475.0,2.36,546499.0,2.72,523798.0,2.8,460067.0,2.31,2383804.0,3.05,500951.0,2.82,577003.0,3.13,534182.0,2.78,2312172.0,3.05
繼續營業單位本期淨利（淨損）,291215.0,1.36,-64171.0,-0.3,423086.0,1.84,2256640.0,2.49,367411.0,1.69,383417.0,1.69,542341.0,2.35,999577.0,1.09,89692.0,0.45,143364.0,0.77,390722.0,1.96,486215.0,0.62,597271.0,3.37,647002.0,3.51,744922.0,3.87,2561262.0,3.38
與不重分類之項目相關之所得稅,,,,,,,,,,,,,,,,,,,,,,,118.0,0.0,,,,,,,-1004.0,0.0
與其他綜合損益組成部分相關之所得稅,,,,,,,905.0,0.0,,,,,,,-133.0,0.0,,,,,,,,,,,,,,,,
財務成本淨額,43211.0,0.2,39842.0,0.19,66072.0,0.29,202858.0,0.22,61041.0,0.28,65281.0,0.29,54266.0,0.24,232384.0,0.25,58836.0,0.29,53662.0,0.29,37835.0,0.19,219509.0,0.28,91548.0,0.52,81584.0,0.44,69693.0,0.36,325514.0,0.43
銷貨收入淨額,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75795660.0,100.0
非控制權益（淨利／損）,53489.0,0.25,-104654.0,-0.49,91183.0,0.4,460944.0,0.51,10464.0,0.05,69354.0,0.31,46232.0,0.2,-162996.0,-0.18,-68546.0,-0.34,41704.0,0.22,47758.0,0.24,-105166.0,-0.13,98310.0,0.55,120146.0,0.65,175270.0,0.91,502882.0,0.66
非控制權益（綜合損益）,146435.0,0.69,34860.0,0.16,29997.0,0.13,702484.0,0.78,111690.0,0.51,-50486.0,-0.22,157214.0,0.68,153907.0,0.17,-168449.0,-0.84,-43523.0,-0.23,210309.0,1.06,-226273.0,-0.29,28275.0,0.16,-20127.0,-0.11,-47700.0,-0.25,7439.0,0.01
