102年1月,35.87
2月,35.88
3月,36.25
4月,34.35
5月,32.11
6月,32.72
7月,33.8
8月,34.04
9月,35.55
10月,35.35
11月,33.0
12月,32.14
103年1月,32.4
2月,33.32
3月,34.45
4月,34.99
5月,35.86
6月,42.0
7月,54.75
8月,49.59
9月,52.54
10月,54.02
11月,50.13
12月,61.84
104年1月,60.12
2月,56.15
3月,55.19
4月,53.9
5月,45.08
6月,41.23
7月,43.09
8月,32.96
9月,35.1
10月,38.71
11月,41.03
12月,38.18
105年1月,35.71
2月,39.41
3月,44.05
4月,42.07
5月,38.61
6月,39.1
7月,38.84
8月,35.99
9月,35.08
10月,34.8
11月,32.91
12月,33.48
